"STATION","NAME","DATE","AWND","PRCP","PSUN","SNOW","SNWD","TAVG","TMAX","TMIN","WT01","WT02","WT03","WT04","WT05","WT06","WT07","WT08","WT09","WT11","WT13","WT14","WT15","WT16","WT17","WT18","WT21"
"USW00012921","SAN ANTONIO INTERNATIONAL AIRPORT, TX US","2009-12-23","8.50","0.16",,"0.0","0.0",,"72","52","    1",,"    1",,"    1",,,,,,,,,"    1",,,
"USW00012921","SAN ANTONIO INTERNATIONAL AIRPORT, TX US","2009-12-24","16.78","0.14",,"0.0","0.0",,"52","37","    1",,"    1",,"    1",,,,,,,,,"    1",,,
"USW00012921","SAN ANTONIO INTERNATIONAL AIRPORT, TX US","2009-12-25","6.04","0.00",,"0.0","0.0",,"49","32",,,,,,,,,,,,,,,,,
"USW00012921","SAN ANTONIO INTERNATIONAL AIRPORT, TX US","2009-12-26","3.36","0.00",,"0.0","0.0",,"59","31",,,,,,,,,,,,,,,,,
"USW00012921","SAN ANTONIO INTERNATIONAL AIRPORT, TX US","2009-12-27","3.80","0.00",,"0.0","0.0",,"62","33",,,,,,,,,,,,,,,,,
"USW00012921","SAN ANTONIO INTERNATIONAL AIRPORT, TX US","2009-12-28","4.70","0.00",,"0.0","0.0",,"57","32",,,,,,,,,,,,,,,,,
"USW00012921","SAN ANTONIO INTERNATIONAL AIRPORT, TX US","2009-12-29","4.70","0.37",,"0.0","0.0",,"45","39","    1",,,"    1","    1",,,,,,"    1","    1",,"    1",,,
"USW00012921","SAN ANTONIO INTERNATIONAL AIRPORT, TX US","2009-12-30","3.80","0.00",,"0.0","0.0",,"60","41","    1",,,,,,,,,,"    1","    1",,,,,
"USW00012921","SAN ANTONIO INTERNATIONAL AIRPORT, TX US","2009-12-31","9.62","0.00",,"0.0","0.0",,"76","38","    1",,,,,,,,,,,,,,,,
"USW00012921","SAN ANTONIO INTERNATIONAL AIRPORT, TX US","2010-01-01","8.05","0.00",,"0.0","0.0",,"57","33",,,,,,,,,,,,,,,,,
"USW00012921","SAN ANTONIO INTERNATIONAL AIRPORT, TX US","2010-01-02","4.70","0.00",,"0.0","0.0",,"56","29",,,,,,,,,,,,,,,,,
"USW00012921","SAN ANTONIO INTERNATIONAL AIRPORT, TX US","2010-01-03","5.59","0.00",,"0.0","0.0",,"55","45",,,,,,,,,,,,,,,,,
"USW00012921","SAN ANTONIO INTERNATIONAL AIRPORT, TX US","2010-01-04","10.07","0.00",,"0.0","0.0",,"52","33",,,,,,,,,,,,,,,,,
"USW00012921","SAN ANTONIO INTERNATIONAL AIRPORT, TX US","2010-01-05","4.47","0.00",,"0.0","0.0",,"50","29",,,,,,,,,,,,,,,,,
"USW00012921","SAN ANTONIO INTERNATIONAL AIRPORT, TX US","2010-01-06","4.25","0.00",,"0.0","0.0",,"53","39","    1",,,,,,,,,,"    1","    1",,,,,
"USW00012921","SAN ANTONIO INTERNATIONAL AIRPORT, TX US","2010-01-07","16.78","0.00",,"0.0","0.0",,"54","30","    1",,,,"    1",,,,,,"    1","    1",,"    1",,,
"USW00012921","SAN ANTONIO INTERNATIONAL AIRPORT, TX US","2010-01-08","9.62","0.00",,"0.0","0.0",,"34","22",,,,,,,,,,,,,,,,,
"USW00012921","SAN ANTONIO INTERNATIONAL AIRPORT, TX US","2010-01-09","3.36","0.00",,"0.0","0.0",,"44","16",,,,,,,,,,,,,,,,,
"USW00012921","SAN ANTONIO INTERNATIONAL AIRPORT, TX US","2010-01-10","4.92","0.00",,"0.0","0.0",,"49","21",,,,,,,,,,,,,,,,,
"USW00012921","SAN ANTONIO INTERNATIONAL AIRPORT, TX US","2010-01-11","2.91","0.00",,"0.0","0.0",,"56","25",,,,,,,,,,,,,,,,,
"USW00012921","SAN ANTONIO INTERNATIONAL AIRPORT, TX US","2010-01-12","4.25","0.00",,"0.0","0.0",,"66","44",,,,,,,,,,,,,,,,,
"USW00012921","SAN ANTONIO INTERNATIONAL AIRPORT, TX US","2010-01-13","3.80","0.28",,"0.0","0.0",,"54","49","    1",,,,"    1",,,,,,"    1","    1",,"    1",,,
"USW00012921","SAN ANTONIO INTERNATIONAL AIRPORT, TX US","2010-01-14","5.14","1.49",,"0.0","0.0",,"60","51","    1","    1","    1",,"    1",,,,"    1",,,"    1",,,,,
"USW00012921","SAN ANTONIO INTERNATIONAL AIRPORT, TX US","2010-01-15","13.42","1.81",,"0.0","0.0",,"56","46","    1",,,,"    1",,,,,,"    1",,,"    1",,,
"USW00012921","SAN ANTONIO INTERNATIONAL AIRPORT, TX US","2010-01-16","12.30","0.00",,"0.0","0.0",,"62","43",,,,,,,,,,,,"    1",,"    1",,,
"USW00012921","SAN ANTONIO INTERNATIONAL AIRPORT, TX US","2010-01-17","4.25","0.00",,"0.0","0.0",,"63","39",,,,,,,,,,,,,,,,,
"USW00012921","SAN ANTONIO INTERNATIONAL AIRPORT, TX US","2010-01-18","4.92","0.00",,"0.0","0.0",,"71","42","    1","    1",,,,,"    1","    1","    1",,,"    1",,,,,
"USW00012921","SAN ANTONIO INTERNATIONAL AIRPORT, TX US","2010-01-19","7.16","0.00",,"0.0","0.0",,"70","60","    1",,,,,,,"    1",,,"    1","    1",,,,,
"USW00012921","SAN ANTONIO INTERNATIONAL AIRPORT, TX US","2010-01-20","6.04","0.00",,"0.0","0.0",,"71","53","    1",,,,,,"    1","    1",,,,"    1",,"    1",,,
"USW00012921","SAN ANTONIO INTERNATIONAL AIRPORT, TX US","2010-01-21","4.47","0.00",,"0.0","0.0",,"78","47","    1",,,,,,,,,,,,,,,,
"USW00012921","SAN ANTONIO INTERNATIONAL AIRPORT, TX US","2010-01-22","10.51","0.00",,"0.0","0.0",,"74","44","    1","    1",,,,,,,"    1",,"    1","    1",,,,,
"USW00012921","SAN ANTONIO INTERNATIONAL AIRPORT, TX US","2010-01-23","10.51","0.00",,"0.0","0.0",,"74","53","    1",,,,,,,"    1",,,"    1",,,,,,
"USW00012921","SAN ANTONIO INTERNATIONAL AIRPORT, TX US","2010-01-24","13.42","0.00",,"0.0","0.0",,"67","42",,,,,,,,,,,,,,,,,
"USW00012921","SAN ANTONIO INTERNATIONAL AIRPORT, TX US","2010-01-25","5.82","0.00",,"0.0","0.0",,"70","34",,,,,,,,,,,,,,,,,
"USW00012921","SAN ANTONIO INTERNATIONAL AIRPORT, TX US","2010-01-26","7.83","0.00",,"0.0","0.0",,"71","38",,,,,,,,,,,,,,"    1",,,
"USW00012921","SAN ANTONIO INTERNATIONAL AIRPORT, TX US","2010-01-27","10.07","0.00",,"0.0","0.0",,"69","57",,,,,"    1",,,,,,,,,"    1",,,
"USW00012921","SAN ANTONIO INTERNATIONAL AIRPORT, TX US","2010-01-28","16.55","0.30",,"0.0","0.0",,"69","62","    1",,,,"    1",,,"    1",,,"    1","    1",,"    1",,,
"USW00012921","SAN ANTONIO INTERNATIONAL AIRPORT, TX US","2010-01-29","15.21","0.57",,"0.0","0.0",,"66","34","    1",,,,"    1",,,,,,"    1",,,"    1",,,
"USW00012921","SAN ANTONIO INTERNATIONAL AIRPORT, TX US","2010-01-30","7.38","0.00",,"0.0","0.0",,"53","30",,,,,,,,,,,,,,,,,
"USW00012921","SAN ANTONIO INTERNATIONAL AIRPORT, TX US","2010-01-31","6.04","0.00",,"0.0","0.0",,"37","31","    1",,,,,,"    1","    1",,,"    1",,,,,,
"USW00012921","SAN ANTONIO INTERNATIONAL AIRPORT, TX US","2010-02-01","2.68","0.03",,"0.0","0.0",,"46","36","    1","    1",,,,,,,"    1",,"    1","    1",,,,,
"USW00012921","SAN ANTONIO INTERNATIONAL AIRPORT, TX US","2010-02-02","7.38","0.16",,"0.0","0.0",,"53","46","    1","    1",,,"    1",,,,"    1",,"    1","    1",,"    1",,,
"USW00012921","SAN ANTONIO INTERNATIONAL AIRPORT, TX US","2010-02-03","11.41","2.11",,"0.0","0.0",,"51","48","    1",,,,"    1",,,,,,"    1",,,"    1",,,
"USW00012921","SAN ANTONIO INTERNATIONAL AIRPORT, TX US","2010-02-04","6.04","0.33",,"0.0","0.0",,"51","47","    1",,,,"    1",,,,,,"    1","    1",,"    1",,,
"USW00012921","SAN ANTONIO INTERNATIONAL AIRPORT, TX US","2010-02-05","5.82","0.00",,"0.0","0.0",,"72","44","    1",,,,,,,,,,"    1",,,"    1",,,
"USW00012921","SAN ANTONIO INTERNATIONAL AIRPORT, TX US","2010-02-06","4.92","0.00",,"0.0","0.0",,"63","39",,,,,,,,,,,,,,,,,
"USW00012921","SAN ANTONIO INTERNATIONAL AIRPORT, TX US","2010-02-07","7.61","0.01",,"0.0","0.0",,"57","45","    1",,,,"    1",,"    1","    1",,,"    1","    1",,"    1",,,
"USW00012921","SAN ANTONIO INTERNATIONAL AIRPORT, TX US","2010-02-08","14.54","0.47",,"0.0","0.0",,"71","45","    1",,"    1",,"    1",,,,,"    1",,"    1",,"    1",,,
"USW00012921","SAN ANTONIO INTERNATIONAL AIRPORT, TX US","2010-02-09","11.86","0.00",,"0.0","0.0",,"52","37",,,,,,,,,,,,,,,,,
"USW00012921","SAN ANTONIO INTERNATIONAL AIRPORT, TX US","2010-02-10","6.26","0.01",,"0.0","0.0",,"41","36",,,"    1","    1","    1",,,,,,,,,"    1",,,
"USW00012921","SAN ANTONIO INTERNATIONAL AIRPORT, TX US","2010-02-11","7.61","0.87",,"0.0","0.0",,"44","36","    1",,,,"    1",,,,,,"    1",,,"    1",,,
"USW00012921","SAN ANTONIO INTERNATIONAL AIRPORT, TX US","2010-02-12","8.28","0.00",,"0.0","0.0",,"54","37",,,,,,,,,,,,,,,,,
"USW00012921","SAN ANTONIO INTERNATIONAL AIRPORT, TX US","2010-02-13","5.14","0.00",,"0.0","0.0",,"58","31","    1",,,,,,,,,,"    1",,,,,,
"USW00012921","SAN ANTONIO INTERNATIONAL AIRPORT, TX US","2010-02-14","8.95","0.00",,"0.0","0.0",,"72","39","    1",,,,"    1",,,,,"    1","    1","    1",,"    1",,,
"USW00012921","SAN ANTONIO INTERNATIONAL AIRPORT, TX US","2010-02-15","9.40","0.00",,"0.0","0.0",,"56","33",,,,,,,,,,,,,,,,,
"USW00012921","SAN ANTONIO INTERNATIONAL AIRPORT, TX US","2010-02-16","6.04","0.00",,"0.0","0.0",,"61","29",,,,,,,,,,,,,,,,,
"USW00012921","SAN ANTONIO INTERNATIONAL AIRPORT, TX US","2010-02-17","3.80","0.00",,"0.0","0.0",,"62","31",,,,,,,,,,,,,,,,,
"USW00012921","SAN ANTONIO INTERNATIONAL AIRPORT, TX US","2010-02-18","8.05","0.00",,"0.0","0.0",,"64","33",,,,,,,,,,,,,,,,,
"USW00012921","SAN ANTONIO INTERNATIONAL AIRPORT, TX US","2010-02-19","6.71","0.00",,"0.0","0.0",,"59","51","    1",,,,,,,,,,"    1","    1",,,,,
"USW00012921","SAN ANTONIO INTERNATIONAL AIRPORT, TX US","2010-02-20","9.40","0.00",,"0.0","0.0",,"66","56","    1",,,,,,,"    1",,,"    1","    1",,,,,
"USW00012921","SAN ANTONIO INTERNATIONAL AIRPORT, TX US","2010-02-21","8.28","0.01",,"0.0","0.0",,"79","55","    1",,,,"    1",,,,,,"    1","    1",,"    1",,,
"USW00012921","SAN ANTONIO INTERNATIONAL AIRPORT, TX US","2010-02-22","10.29","0.00",,"0.0","0.0",,"61","42",,,,,,,,,,,,,,,,,
"USW00012921","SAN ANTONIO INTERNATIONAL AIRPORT, TX US","2010-02-23","11.86","0.21",,"0.2","0.0",,"42","34","    1",,"    1","    1","    1",,,,,,,"    1",,"    1",,"    1",
"USW00012921","SAN ANTONIO INTERNATIONAL AIRPORT, TX US","2010-02-24","5.82","0.00",,"0.0","0.0",,"59","29",,,,,,,,,,,,,,,,,
"USW00012921","SAN ANTONIO INTERNATIONAL AIRPORT, TX US","2010-02-25","8.05","0.00",,"0.0","0.0",,"65","30",,,,,,,,,,,,,,,,,
"USW00012921","SAN ANTONIO INTERNATIONAL AIRPORT, TX US","2010-02-26","10.51","0.00",,"0.0","0.0",,"64","43",,,,,,,,,,,,"    1",,,,,
"USW00012921","SAN ANTONIO INTERNATIONAL AIRPORT, TX US","2010-02-27","4.47","0.00",,"0.0","0.0",,"69","36",,,,,,,,,,,,,,,,,
"USW00012921","SAN ANTONIO INTERNATIONAL AIRPORT, TX US","2010-02-28","10.96","0.17",,"0.0","0.0",,"67","37","    1",,,,"    1",,,,,,"    1",,,"    1",,,
"USW00012921","SAN ANTONIO INTERNATIONAL AIRPORT, TX US","2010-03-01","12.75","0.28",,"0.0","0.0",,"62","44","    1",,,,"    1",,,,,,"    1",,,"    1",,,
"USW00012921","SAN ANTONIO INTERNATIONAL AIRPORT, TX US","2010-03-02","8.72","0.00",,"0.0","0.0",,"63","37",,,,,,,,,,,,,,,,,
"USW00012921","SAN ANTONIO INTERNATIONAL AIRPORT, TX US","2010-03-03","5.82","0.00",,"0.0","0.0",,"68","36",,,,,,,,,,,,,,,,,
"USW00012921","SAN ANTONIO INTERNATIONAL AIRPORT, TX US","2010-03-04","9.17","0.00",,"0.0","0.0",,"69","42",,,,,,,,,,,,,,,,,
"USW00012921","SAN ANTONIO INTERNATIONAL AIRPORT, TX US","2010-03-05","9.17","0.00",,"0.0","0.0",,"62","48","    1",,,,,,,,,,"    1",,,,,,
"USW00012921","SAN ANTONIO INTERNATIONAL AIRPORT, TX US","2010-03-06","10.29","0.00",,"0.0","0.0",,"66","54",,,,,,,,,,,,,,,,,
"USW00012921","SAN ANTONIO INTERNATIONAL AIRPORT, TX US","2010-03-07","7.83","0.22",,"0.0","0.0",,"63","56","    1",,,,"    1",,,,,,"    1",,,"    1",,,
"USW00012921","SAN ANTONIO INTERNATIONAL AIRPORT, TX US","2010-03-08","12.75","0.17",,"0.0","0.0",,"70","61","    1",,,,"    1",,,,,,"    1","    1",,"    1",,,
"USW00012921","SAN ANTONIO INTERNATIONAL AIRPORT, TX US","2010-03-09","4.70","0.01",,"0.0","0.0",,"78","54","    1",,,,"    1",,"    1","    1",,,"    1","    1",,"    1",,,
"USW00012921","SAN ANTONIO INTERNATIONAL AIRPORT, TX US","2010-03-10","8.05","0.00",,"0.0","0.0",,"81","51","    1",,,,,,,"    1",,,"    1","    1",,,,,
"USW00012921","SAN ANTONIO INTERNATIONAL AIRPORT, TX US","2010-03-11","7.38","0.00",,"0.0","0.0",,"78","44",,,,,,,,,,,,,,,,,
"USW00012921","SAN ANTONIO INTERNATIONAL AIRPORT, TX US","2010-03-12","8.28","0.00",,"0.0","0.0",,"73","44",,,,,,,,,,,,,,,,,
"USW00012921","SAN ANTONIO INTERNATIONAL AIRPORT, TX US","2010-03-13","5.82","0.00",,"0.0","0.0",,"78","41",,,,,,,,,,,,,,,,,
"USW00012921","SAN ANTONIO INTERNATIONAL AIRPORT, TX US","2010-03-14","6.71","0.00",,"0.0","0.0",,"79","47",,,,,,,,,,,,,,,,,
"USW00012921","SAN ANTONIO INTERNATIONAL AIRPORT, TX US","2010-03-15","8.50","0.39",,"0.0","0.0",,"71","54","    1","    1","    1",,"    1",,,,"    1",,,"    1",,,,,
"USW00012921","SAN ANTONIO INTERNATIONAL AIRPORT, TX US","2010-03-16","9.84","0.15",,"0.0","0.0",,"63","52","    1",,,,"    1",,,,,,"    1",,,"    1",,,
"USW00012921","SAN ANTONIO INTERNATIONAL AIRPORT, TX US","2010-03-17","6.04","0.00",,"0.0","0.0",,"73","46",,,,,,,,,,,,,,,,,
"USW00012921","SAN ANTONIO INTERNATIONAL AIRPORT, TX US","2010-03-18","5.82","0.00",,"0.0","0.0",,"70","47",,,,,,,,,,,,,,,,,
"USW00012921","SAN ANTONIO INTERNATIONAL AIRPORT, TX US","2010-03-19","13.42","0.00",,"0.0","0.0",,"75","52","    1",,,,,,,,,,"    1",,,"    1",,,
"USW00012921","SAN ANTONIO INTERNATIONAL AIRPORT, TX US","2010-03-20","17.67","0.59",,"0.0","0.0",,"63","38","    1",,"    1",,"    1",,,,,,,"    1",,"    1",,,
"USW00012921","SAN ANTONIO INTERNATIONAL AIRPORT, TX US","2010-03-21","10.96","0.00",,"0.0","0.0",,"65","35",,,,,,,,,,,,,,,,,
"USW00012921","SAN ANTONIO INTERNATIONAL AIRPORT, TX US","2010-03-22","5.59","0.00",,"0.0","0.0",,"72","35",,,,,,,,,,,,,,,,,
"USW00012921","SAN ANTONIO INTERNATIONAL AIRPORT, TX US","2010-03-23","11.86","0.00",,"0.0","0.0",,"75","45",,,,,,,,,,,,,,,,,
"USW00012921","SAN ANTONIO INTERNATIONAL AIRPORT, TX US","2010-03-24","6.93","0.26",,"0.0","0.0",,"68","59","    1",,"    1",,"    1",,,,,,"    1","    1",,"    1",,,
"USW00012921","SAN ANTONIO INTERNATIONAL AIRPORT, TX US","2010-03-25","8.95","0.02",,"0.0","0.0",,"72","47","    1",,"    1",,,,,,,,,,,"    1",,,
"USW00012921","SAN ANTONIO INTERNATIONAL AIRPORT, TX US","2010-03-26","8.50","0.00",,"0.0","0.0",,"72","43",,,,,,,,,,,,,,,,,
"USW00012921","SAN ANTONIO INTERNATIONAL AIRPORT, TX US","2010-03-27","8.72","0.00",,"0.0","0.0",,"83","51","    1",,,,,,,,,,"    1",,,,,,
"USW00012921","SAN ANTONIO INTERNATIONAL AIRPORT, TX US","2010-03-28","10.51","0.00",,"0.0","0.0",,"73","49",,,,,,,,,,,,,,,,,
"USW00012921","SAN ANTONIO INTERNATIONAL AIRPORT, TX US","2010-03-29","6.04","0.00",,"0.0","0.0",,"75","43",,,,,,,,,,,,,,,,,
"USW00012921","SAN ANTONIO INTERNATIONAL AIRPORT, TX US","2010-03-30","10.51","0.00",,"0.0","0.0",,"79","45",,,,,,,,,,,,,,,,,
"USW00012921","SAN ANTONIO INTERNATIONAL AIRPORT, TX US","2010-03-31","11.41","0.00",,"0.0","0.0",,"82","58",,,,,,,,,,,,,,,,,
"USW00012921","SAN ANTONIO INTERNATIONAL AIRPORT, TX US","2010-04-01","16.11","0.00",,"0.0","0.0",,"79","63",,,,,,,,,,,,"    1",,,,,
"USW00012921","SAN ANTONIO INTERNATIONAL AIRPORT, TX US","2010-04-02","7.38","0.00",,"0.0","0.0",,"82","61","    1",,,,,,"    1","    1",,,"    1","    1",,"    1",,,
"USW00012921","SAN ANTONIO INTERNATIONAL AIRPORT, TX US","2010-04-03","8.28","0.00",,"0.0","0.0",,"83","48","    1",,,,,,,,,,"    1","    1",,,,,
"USW00012921","SAN ANTONIO INTERNATIONAL AIRPORT, TX US","2010-04-04","12.75","0.01",,"0.0","0.0",,"82","67","    1",,,,,,,"    1",,,"    1","    1",,,,,
"USW00012921","SAN ANTONIO INTERNATIONAL AIRPORT, TX US","2010-04-05","13.87","0.00",,"0.0","0.0",,"83","67","    1",,,,,,,"    1",,,"    1",,,,,,
"USW00012921","SAN ANTONIO INTERNATIONAL AIRPORT, TX US","2010-04-06","14.32","0.00",,"0.0","0.0",,"81","67",,,,,,,,,,,,,,,,,
"USW00012921","SAN ANTONIO INTERNATIONAL AIRPORT, TX US","2010-04-07","8.95","0.03",,"0.0","0.0",,"79","60","    1",,,,"    1",,,,,,"    1","    1",,"    1",,,
"USW00012921","SAN ANTONIO INTERNATIONAL AIRPORT, TX US","2010-04-08","5.82","0.00",,"0.0","0.0",,"74","45",,,,,,,,,,,,,,,,,
"USW00012921","SAN ANTONIO INTERNATIONAL AIRPORT, TX US","2010-04-09","8.28","0.00",,"0.0","0.0",,"71","42",,,,,,,,,,,,,,,,,
"USW00012921","SAN ANTONIO INTERNATIONAL AIRPORT, TX US","2010-04-10","8.50","0.00",,"0.0","0.0",,"77","53",,,,,,,,,,,,,,,,,
"USW00012921","SAN ANTONIO INTERNATIONAL AIRPORT, TX US","2010-04-11","8.05","0.01",,"0.0","0.0",,"70","62","    1",,,,"    1",,,,,,"    1","    1",,"    1",,,
"USW00012921","SAN ANTONIO INTERNATIONAL AIRPORT, TX US","2010-04-12","9.17","0.00",,"0.0","0.0",,"77","59","    1",,,,,,,,,,"    1","    1",,,,,
"USW00012921","SAN ANTONIO INTERNATIONAL AIRPORT, TX US","2010-04-13","10.51","0.01",,"0.0","0.0",,"77","60","    1",,,,"    1",,,"    1",,,"    1","    1",,"    1",,,
"USW00012921","SAN ANTONIO INTERNATIONAL AIRPORT, TX US","2010-04-14","10.51","0.13",,"0.0","0.0",,"73","63","    1",,,,"    1",,,,,,"    1",,,"    1",,,
"USW00012921","SAN ANTONIO INTERNATIONAL AIRPORT, TX US","2010-04-15","12.53","1.48",,"0.0","0.0",,"70","67","    1",,"    1",,"    1",,,,,,,"    1",,,,,
"USW00012921","SAN ANTONIO INTERNATIONAL AIRPORT, TX US","2010-04-16","9.17","0.03",,"0.0","0.0",,"76","65","    1",,,,"    1",,,,,,"    1","    1",,"    1",,,
"USW00012921","SAN ANTONIO INTERNATIONAL AIRPORT, TX US","2010-04-17","6.93","1.63",,"0.0","0.0",,"73","61","    1",,"    1",,"    1",,,,,,,"    1",,,,,
"USW00012921","SAN ANTONIO INTERNATIONAL AIRPORT, TX US","2010-04-18","8.50","0.00",,"0.0","0.0",,"76","58",,,,,,,,,,,,,,,,,
"USW00012921","SAN ANTONIO INTERNATIONAL AIRPORT, TX US","2010-04-19","8.50","0.00",,"0.0","0.0",,"66","56",,,,,,,,,,,,,,,,,
"USW00012921","SAN ANTONIO INTERNATIONAL AIRPORT, TX US","2010-04-20","4.92","0.00",,"0.0","0.0",,"76","56",,,,,,,,,,,,,,,,,
"USW00012921","SAN ANTONIO INTERNATIONAL AIRPORT, TX US","2010-04-21","8.28","0.00",,"0.0","0.0",,"80","55","    1",,,,,,,"    1",,,"    1",,,,,,
"USW00012921","SAN ANTONIO INTERNATIONAL AIRPORT, TX US","2010-04-22","13.20","0.00",,"0.0","0.0",,"72","64","    1",,,,"    1",,"    1","    1",,,"    1","    1",,"    1",,,
"USW00012921","SAN ANTONIO INTERNATIONAL AIRPORT, TX US","2010-04-23","6.93","0.00",,"0.0","0.0",,"86","64","    1",,"    1",,"    1",,,"    1",,,,"    1",,"    1",,,
"USW00012921","SAN ANTONIO INTERNATIONAL AIRPORT, TX US","2010-04-24","9.17","0.21",,"0.0","0.0",,"81","53","    1",,"    1",,,,,,,,"    1",,,"    1",,,
"USW00012921","SAN ANTONIO INTERNATIONAL AIRPORT, TX US","2010-04-25","6.49","0.00",,"0.0","0.0",,"85","55",,,,,,,,,,,,,,,,,
"USW00012921","SAN ANTONIO INTERNATIONAL AIRPORT, TX US","2010-04-26","9.62","0.00",,"0.0","0.0",,"88","52",,,,,,,,"    1",,,,,,,,,
"USW00012921","SAN ANTONIO INTERNATIONAL AIRPORT, TX US","2010-04-27","8.95","0.00",,"0.0","0.0",,"77","57",,,,,,,,,,,,,,,,,
"USW00012921","SAN ANTONIO INTERNATIONAL AIRPORT, TX US","2010-04-28","9.62","0.00",,"0.0","0.0",,"80","51",,,,,,,,,,,,,,,,,
"USW00012921","SAN ANTONIO INTERNATIONAL AIRPORT, TX US","2010-04-29","14.76","0.00",,"0.0","0.0",,"85","64",,,,,,,,,,,,,,,,,
"USW00012921","SAN ANTONIO INTERNATIONAL AIRPORT, TX US","2010-04-30","9.17","0.03",,"0.0","0.0",,"87","73","    1",,,,,,"    1","    1",,,"    1","    1",,"    1",,,
"USW00012921","SAN ANTONIO INTERNATIONAL AIRPORT, TX US","2010-05-01","9.17","0.00",,"0.0","0.0",,"84","64","    1",,,,,,,"    1",,,"    1","    1",,,,,
"USW00012921","SAN ANTONIO INTERNATIONAL AIRPORT, TX US","2010-05-02","6.49","0.00",,"0.0","0.0",,"85","58",,,,,"    1",,,,,,,,,"    1",,,
"USW00012921","SAN ANTONIO INTERNATIONAL AIRPORT, TX US","2010-05-03","7.61","0.00",,"0.0","0.0",,"87","53",,,,,,,,,,,,,,,,,
"USW00012921","SAN ANTONIO INTERNATIONAL AIRPORT, TX US","2010-05-04","7.16","0.00",,"0.0","0.0",,"88","50",,,,,,,,,,,,,,,,,
"USW00012921","SAN ANTONIO INTERNATIONAL AIRPORT, TX US","2010-05-05","8.05","0.00",,"0.0","0.0",,"92","58",,,,,,,,,,,,,,,,,
"USW00012921","SAN ANTONIO INTERNATIONAL AIRPORT, TX US","2010-05-06","11.41","0.00",,"0.0","0.0",,"90","66","    1",,,,,,,,,,"    1",,,,,,
"USW00012921","SAN ANTONIO INTERNATIONAL AIRPORT, TX US","2010-05-07","9.17","0.00",,"0.0","0.0",,"93","70","    1",,,,"    1",,,"    1",,,"    1",,,"    1",,,
"USW00012921","SAN ANTONIO INTERNATIONAL AIRPORT, TX US","2010-05-08","11.86","0.00",,"0.0","0.0",,"78","69",,,,,,,,,,,,,,"    1",,,
"USW00012921","SAN ANTONIO INTERNATIONAL AIRPORT, TX US","2010-05-09","10.51","0.00",,"0.0","0.0",,"82","68",,,,,"    1",,,"    1",,,,"    1",,"    1",,,
"USW00012921","SAN ANTONIO INTERNATIONAL AIRPORT, TX US","2010-05-10","14.76","0.00",,"0.0","0.0",,"86","73","    1",,,,,,"    1","    1",,,"    1",,,,,,
"USW00012921","SAN ANTONIO INTERNATIONAL AIRPORT, TX US","2010-05-11","14.54","0.00",,"0.0","0.0",,"89","73","    1",,,,,,,"    1",,,"    1",,,,,,
"USW00012921","SAN ANTONIO INTERNATIONAL AIRPORT, TX US","2010-05-12","16.33","0.00",,"0.0","0.0",,"90","71","    1",,,,"    1",,,"    1",,,"    1",,,"    1",,,
"USW00012921","SAN ANTONIO INTERNATIONAL AIRPORT, TX US","2010-05-13","14.32","0.00",,"0.0","0.0",,"86","74",,,,,"    1",,,,,,,,,"    1",,,
"USW00012921","SAN ANTONIO INTERNATIONAL AIRPORT, TX US","2010-05-14","9.84","2.72",,"0.0","0.0",,"76","63","    1",,"    1",,"    1",,,"    1",,,,"    1",,"    1",,,
"USW00012921","SAN ANTONIO INTERNATIONAL AIRPORT, TX US","2010-05-15","5.82","1.24",,"0.0","0.0",,"82","64","    1",,"    1",,"    1",,,,,,,"    1",,"    1",,,
"USW00012921","SAN ANTONIO INTERNATIONAL AIRPORT, TX US","2010-05-16","3.58","0.00",,"0.0","0.0",,"83","69",,,,,"    1",,,,,,,,,"    1",,,
"USW00012921","SAN ANTONIO INTERNATIONAL AIRPORT, TX US","2010-05-17","3.36","0.29",,"0.0","0.0",,"88","66","    1",,"    1",,,,,,,,"    1",,,"    1",,,
"USW00012921","SAN ANTONIO INTERNATIONAL AIRPORT, TX US","2010-05-18","9.17","0.01",,"0.0","0.0",,"85","67",,,"    1",,"    1",,,,,,,,,"    1",,,
"USW00012921","SAN ANTONIO INTERNATIONAL AIRPORT, TX US","2010-05-19","11.18","0.00",,"0.0","0.0",,"87","68",,,,,,,,,,,,,,,,,
"USW00012921","SAN ANTONIO INTERNATIONAL AIRPORT, TX US","2010-05-20","8.28","0.00",,"0.0","0.0",,"83","74","    1",,,,"    1",,,"    1",,,"    1",,,"    1",,,
"USW00012921","SAN ANTONIO INTERNATIONAL AIRPORT, TX US","2010-05-21","11.86","0.00",,"0.0","0.0",,"89","74",,,,,,,,,,,,,,,,,
"USW00012921","SAN ANTONIO INTERNATIONAL AIRPORT, TX US","2010-05-22","16.11","0.00",,"0.0","0.0",,"87","75",,,,,,,,,,,,,,,,,
"USW00012921","SAN ANTONIO INTERNATIONAL AIRPORT, TX US","2010-05-23","16.11","0.00",,"0.0","0.0",,"90","76",,,,,"    1",,,,,,,,,"    1",,,
"USW00012921","SAN ANTONIO INTERNATIONAL AIRPORT, TX US","2010-05-24","14.54","0.00",,"0.0","0.0",,"86","74",,,,,"    1",,,,,,,,,"    1",,,
