"STATION","NAME","DATE","AWND","PRCP","PSUN","SNOW","SNWD","TAVG","TMAX","TMIN","WT01","WT02","WT03","WT04","WT05","WT06","WT07","WT08","WT09","WT11","WT13","WT14","WT15","WT16","WT17","WT18","WT21"
"USW00012921","SAN ANTONIO INTERNATIONAL AIRPORT, TX US","2003-01-31","4.92","0.00",,"0.0","0.0","53","68","38","    1","    1",,,,,,"    1",,,"    1",,,,,,
"USW00012921","SAN ANTONIO INTERNATIONAL AIRPORT, TX US","2003-02-01","5.37","0.00",,"0.0","0.0","54","70","38",,,,,,,,,,,,,,,,,
"USW00012921","SAN ANTONIO INTERNATIONAL AIRPORT, TX US","2003-02-02","9.40","0.01",,"0.0","0.0","62","74","49","    1","    1",,,,,,,,,"    1","    1",,"    1",,,
"USW00012921","SAN ANTONIO INTERNATIONAL AIRPORT, TX US","2003-02-03","10.29","0.00",,"0.0","0.0","67","83","51","    1",,,,,,,,,,"    1",,,,,,
"USW00012921","SAN ANTONIO INTERNATIONAL AIRPORT, TX US","2003-02-04","6.71","0.00",,"0.0","0.0","52","61","42",,,,,,,,,,,,,,,,,
"USW00012921","SAN ANTONIO INTERNATIONAL AIRPORT, TX US","2003-02-05","7.16","0.07",,"0.0","0.0","51","54","47","    1",,,,,,,,,,"    1","    1",,"    1",,,
"USW00012921","SAN ANTONIO INTERNATIONAL AIRPORT, TX US","2003-02-06","10.29","0.08",,"0.0","0.0","56","68","44","    1",,,,,,,,,,"    1","    1",,"    1",,,
"USW00012921","SAN ANTONIO INTERNATIONAL AIRPORT, TX US","2003-02-07","11.63","0.00",,"0.0","0.0","41","44","37",,,,,,,,,,,,,,"    1",,"    1",
"USW00012921","SAN ANTONIO INTERNATIONAL AIRPORT, TX US","2003-02-08","4.70","0.16",,"0.1","0.0","38","41","34","    1",,,,,,,,,,"    1","    1",,"    1",,"    1",
"USW00012921","SAN ANTONIO INTERNATIONAL AIRPORT, TX US","2003-02-09","6.04","0.01",,"0.0","0.0","52","63","41","    1",,,,,,,,,,"    1","    1",,"    1",,,
"USW00012921","SAN ANTONIO INTERNATIONAL AIRPORT, TX US","2003-02-10","4.25","0.00",,"0.0","0.0","51","66","36",,,,,,,,,,,,,,,,,
"USW00012921","SAN ANTONIO INTERNATIONAL AIRPORT, TX US","2003-02-11","4.70","0.00",,"0.0","0.0","54","68","39","    1",,,,,,,,,,"    1",,,,,,
"USW00012921","SAN ANTONIO INTERNATIONAL AIRPORT, TX US","2003-02-12","4.70","0.02",,"0.0","0.0","62","67","57","    1","    1",,,,,,,,,"    1","    1",,"    1",,,
"USW00012921","SAN ANTONIO INTERNATIONAL AIRPORT, TX US","2003-02-13","11.86","0.03",,"0.0","0.0","68","71","64","    1","    1",,,,,,,,,"    1","    1",,"    1",,,
"USW00012921","SAN ANTONIO INTERNATIONAL AIRPORT, TX US","2003-02-14","10.74","0.06",,"0.0","0.0","72","76","67","    1",,"    1",,,,,,,,"    1",,,"    1",,,
"USW00012921","SAN ANTONIO INTERNATIONAL AIRPORT, TX US","2003-02-15","9.84","0.01",,"0.0","0.0","60","73","47",,,"    1",,,,,,,,,,,"    1",,,
"USW00012921","SAN ANTONIO INTERNATIONAL AIRPORT, TX US","2003-02-16","10.96","0.00",,"0.0","0.0","49","58","39",,,,,,,,,,,,,,,,,
"USW00012921","SAN ANTONIO INTERNATIONAL AIRPORT, TX US","2003-02-17","7.83","0.00",,"0.0","0.0","50","67","33",,,,,,,,,,,,,,,,,
"USW00012921","SAN ANTONIO INTERNATIONAL AIRPORT, TX US","2003-02-18","8.50","0.00",,"0.0","0.0","60","73","46","    1",,,,,,,,,,"    1",,,,,,
"USW00012921","SAN ANTONIO INTERNATIONAL AIRPORT, TX US","2003-02-19","6.93","0.05",,"0.0","0.0","63","71","55","    1",,,,,,,,,,"    1","    1",,"    1",,,
"USW00012921","SAN ANTONIO INTERNATIONAL AIRPORT, TX US","2003-02-20","9.62","0.80",,"0.0","0.0","53","55","50","    1",,"    1",,,,,,,,"    1",,,"    1",,,
"USW00012921","SAN ANTONIO INTERNATIONAL AIRPORT, TX US","2003-02-21","10.07","0.45",,"0.0","0.0","54","57","51","    1",,,,,,,,,,"    1",,,"    1",,,
"USW00012921","SAN ANTONIO INTERNATIONAL AIRPORT, TX US","2003-02-22","7.61","0.00",,"0.0","0.0","60","72","47",,,,,,,,,,,,,,,,,
"USW00012921","SAN ANTONIO INTERNATIONAL AIRPORT, TX US","2003-02-23","7.83","0.00",,"0.0","0.0","61","79","43",,,,,,,,,,,,,,,,,
"USW00012921","SAN ANTONIO INTERNATIONAL AIRPORT, TX US","2003-02-24","15.43","0.26",,"0.0","0.0","39","49","28","    1",,,,,"    1",,,,,"    1","    1","    1","    1","    1",,
"USW00012921","SAN ANTONIO INTERNATIONAL AIRPORT, TX US","2003-02-25","9.62","0.08",,"0.1","0.0","30","33","27","    1",,"    1","    1",,"    1",,,,,"    1",,"    1","    1","    1",,
"USW00012921","SAN ANTONIO INTERNATIONAL AIRPORT, TX US","2003-02-26","6.26","0.06",,"0.0","0.0","37","41","32","    1",,,,,"    1",,,,,"    1","    1","    1","    1",,,
"USW00012921","SAN ANTONIO INTERNATIONAL AIRPORT, TX US","2003-02-27","4.25","0.00",,"0.0","0.0","50","61","39",,,,,,,,,,,,,,,,,
"USW00012921","SAN ANTONIO INTERNATIONAL AIRPORT, TX US","2003-02-28","6.71","0.00",,"0.0","0.0","47","55","39","    1","    1",,,,,,,,,"    1",,,,,,
"USW00012921","SAN ANTONIO INTERNATIONAL AIRPORT, TX US","2003-03-01","5.82","0.01",,"0.0","0.0","51","53","49","    1","    1",,,,,,,,,"    1","    1",,"    1",,,
"USW00012921","SAN ANTONIO INTERNATIONAL AIRPORT, TX US","2003-03-02","9.17","0.04",,"0.0","0.0","52","53","50","    1",,,,,,,,,,"    1","    1",,"    1",,,
"USW00012921","SAN ANTONIO INTERNATIONAL AIRPORT, TX US","2003-03-03","7.16","0.31",,"0.0","0.0","52","60","44","    1",,"    1",,,,,,,,"    1","    1",,"    1",,,
"USW00012921","SAN ANTONIO INTERNATIONAL AIRPORT, TX US","2003-03-04","6.04","0.00",,"0.0","0.0","53","65","41","    1",,,,,,,,,,"    1","    1",,"    1",,,
"USW00012921","SAN ANTONIO INTERNATIONAL AIRPORT, TX US","2003-03-05","6.49","0.04",,"0.0","0.0","54","60","48","    1","    1",,,,,,,,,"    1","    1",,"    1",,,
"USW00012921","SAN ANTONIO INTERNATIONAL AIRPORT, TX US","2003-03-06","5.14","0.00",,"0.0","0.0","59","75","42",,,,,,,,,,,,,,,,,
"USW00012921","SAN ANTONIO INTERNATIONAL AIRPORT, TX US","2003-03-07","7.38","0.00",,"0.0","0.0","60","80","40",,,,,,,,,,,,,,,,,
"USW00012921","SAN ANTONIO INTERNATIONAL AIRPORT, TX US","2003-03-08","4.92","0.00",,"0.0","0.0","61","73","49","    1",,,,,,,,,,"    1",,,,,,
"USW00012921","SAN ANTONIO INTERNATIONAL AIRPORT, TX US","2003-03-09","4.92","0.00",,"0.0","0.0","65","77","53","    1",,,,,,,,,,"    1",,,,,,
"USW00012921","SAN ANTONIO INTERNATIONAL AIRPORT, TX US","2003-03-10","6.04","0.00",,"0.0","0.0","65","75","55","    1",,,,,,,"    1",,,"    1",,,,,,
"USW00012921","SAN ANTONIO INTERNATIONAL AIRPORT, TX US","2003-03-11","6.93","0.01",,"0.0","0.0","61","66","56","    1","    1",,,,,,,,,"    1","    1",,"    1",,,
"USW00012921","SAN ANTONIO INTERNATIONAL AIRPORT, TX US","2003-03-12","6.71","0.02",,"0.0","0.0","70","75","65","    1","    1",,,,,,,,,"    1","    1",,"    1",,,
"USW00012921","SAN ANTONIO INTERNATIONAL AIRPORT, TX US","2003-03-13","4.92","0.01",,"0.0","0.0","76","87","65","    1","    1",,,,,,,,,"    1","    1",,"    1",,,
"USW00012921","SAN ANTONIO INTERNATIONAL AIRPORT, TX US","2003-03-14","6.71","0.00",,"0.0","0.0","70","81","58","    1",,,,,,,,,,"    1",,,,,,
"USW00012921","SAN ANTONIO INTERNATIONAL AIRPORT, TX US","2003-03-15","5.82","0.01",,"0.0","0.0","65","71","59","    1",,,,,,,,,,"    1","    1",,"    1",,,
"USW00012921","SAN ANTONIO INTERNATIONAL AIRPORT, TX US","2003-03-16","5.37","0.00",,"0.0","0.0","67","78","56","    1",,,,,,,,,,"    1",,,,,,
"USW00012921","SAN ANTONIO INTERNATIONAL AIRPORT, TX US","2003-03-17","8.95","0.00",,"0.0","0.0","69","75","62","    1",,,,,,,,,,"    1",,,,,,
"USW00012921","SAN ANTONIO INTERNATIONAL AIRPORT, TX US","2003-03-18","10.74","0.09",,"0.0","0.0","63","75","50","    1",,,,,,,,,,"    1","    1",,"    1",,,
"USW00012921","SAN ANTONIO INTERNATIONAL AIRPORT, TX US","2003-03-19","12.30","0.00",,"0.0","0.0","62","77","47",,,,,,,,,,,,,,,,,
"USW00012921","SAN ANTONIO INTERNATIONAL AIRPORT, TX US","2003-03-20","9.40","0.00",,"0.0","0.0","57","67","47",,,,,,,,,,,,,,,,,
"USW00012921","SAN ANTONIO INTERNATIONAL AIRPORT, TX US","2003-03-21","5.14","0.00",,"0.0","0.0","57","73","41",,,,,,,,,,,,,,,,,
"USW00012921","SAN ANTONIO INTERNATIONAL AIRPORT, TX US","2003-03-22","5.82","0.21",,"0.0","0.0","60","69","51","    1",,"    1",,,,,,,,"    1",,,"    1",,,
"USW00012921","SAN ANTONIO INTERNATIONAL AIRPORT, TX US","2003-03-23","6.49","0.00",,"0.0","0.0","60","75","44","    1",,,,,,,"    1",,,"    1",,,,,,
"USW00012921","SAN ANTONIO INTERNATIONAL AIRPORT, TX US","2003-03-24","9.40","0.00",,"0.0","0.0","62","74","50","    1","    1",,,,,,,,,"    1","    1",,"    1",,,
"USW00012921","SAN ANTONIO INTERNATIONAL AIRPORT, TX US","2003-03-25","7.61","0.02",,"0.0","0.0","67","73","60","    1",,"    1",,,,,,,,"    1","    1",,"    1",,,
"USW00012921","SAN ANTONIO INTERNATIONAL AIRPORT, TX US","2003-03-26","9.62","0.00",,"0.0","0.0","65","79","50",,,,,,,,,,,,,,,,,
"USW00012921","SAN ANTONIO INTERNATIONAL AIRPORT, TX US","2003-03-27","10.29","0.00",,"0.0","0.0","63","82","44","    1",,,,,,,,,,"    1","    1",,"    1",,,
"USW00012921","SAN ANTONIO INTERNATIONAL AIRPORT, TX US","2003-03-28","15.88","0.00",,"0.0","0.0","61","69","52",,,,,,,,,,,,,,,,,
"USW00012921","SAN ANTONIO INTERNATIONAL AIRPORT, TX US","2003-03-29","12.30","0.00",,"0.0","0.0","49","61","36",,,,,,,,,,,,,,,,,
"USW00012921","SAN ANTONIO INTERNATIONAL AIRPORT, TX US","2003-03-30","7.83","0.00",,"0.0","0.0","50","69","30",,,,,,,,,,,,,,,,,
"USW00012921","SAN ANTONIO INTERNATIONAL AIRPORT, TX US","2003-03-31","11.63","0.00",,"0.0","0.0","58","74","42",,,,,,,,,,,,,,,,,
"USW00012921","SAN ANTONIO INTERNATIONAL AIRPORT, TX US","2003-04-01","13.42","0.00",,"0.0","0.0","64","77","50",,,,,,,,,,,,,,,,,
"USW00012921","SAN ANTONIO INTERNATIONAL AIRPORT, TX US","2003-04-02","13.42","0.00",,"0.0","0.0","65","79","51",,,,,,,,,,,,,,,,,
"USW00012921","SAN ANTONIO INTERNATIONAL AIRPORT, TX US","2003-04-03","13.20","0.00",,"0.0","0.0","75","82","67",,,,,,,,,,,,"    1",,"    1",,,
"USW00012921","SAN ANTONIO INTERNATIONAL AIRPORT, TX US","2003-04-04","8.72","0.00",,"0.0","0.0","75","84","66","    1",,,,,,,,,,"    1",,,,,,
"USW00012921","SAN ANTONIO INTERNATIONAL AIRPORT, TX US","2003-04-05","10.51","0.01",,"0.0","0.0","75","84","66","    1","    1",,,,,,,,,"    1","    1",,"    1",,,
"USW00012921","SAN ANTONIO INTERNATIONAL AIRPORT, TX US","2003-04-06","6.04","0.04",,"0.0","0.0","77","86","68","    1",,,,,,,,,,"    1","    1",,"    1",,,
"USW00012921","SAN ANTONIO INTERNATIONAL AIRPORT, TX US","2003-04-07","7.61","0.00",,"0.0","0.0","76","84","67","    1",,,,,,,,,,"    1","    1",,"    1",,,
"USW00012921","SAN ANTONIO INTERNATIONAL AIRPORT, TX US","2003-04-08","16.78","0.00",,"0.0","0.0","60","71","48",,,,,,,,,,,,,,,,,
"USW00012921","SAN ANTONIO INTERNATIONAL AIRPORT, TX US","2003-04-09","6.04","0.00",,"0.0","0.0","57","76","37",,,,,,,,,,,,,,,,,
"USW00012921","SAN ANTONIO INTERNATIONAL AIRPORT, TX US","2003-04-10","5.37","0.00",,"0.0","0.0","59","76","41",,,,,,,,,,,,,,,,,
"USW00012921","SAN ANTONIO INTERNATIONAL AIRPORT, TX US","2003-04-11","9.17","0.00",,"0.0","0.0","33","79","56",,,,,,,,,,,,,,"    1",,,
"USW00012921","SAN ANTONIO INTERNATIONAL AIRPORT, TX US","2003-04-12","7.83","0.00",,"0.0","0.0","68","82","53","    1",,,,,,,,,,"    1",,,,,,
"USW00012921","SAN ANTONIO INTERNATIONAL AIRPORT, TX US","2003-04-13","10.51","0.00",,"0.0","0.0","73","83","63",,,,,,,,,,,,,,,,,
"USW00012921","SAN ANTONIO INTERNATIONAL AIRPORT, TX US","2003-04-14","13.20","0.00",,"0.0","0.0","74","84","63",,,,,,,,,,,,,,,,,
"USW00012921","SAN ANTONIO INTERNATIONAL AIRPORT, TX US","2003-04-15","16.55","0.00",,"0.0","0.0","76","85","67",,,,,,,,,,,,,,,,,
"USW00012921","SAN ANTONIO INTERNATIONAL AIRPORT, TX US","2003-04-16","6.26","0.02",,"0.0","0.0","77","90","63","    1",,,,,,,,,,"    1","    1",,"    1",,,
"USW00012921","SAN ANTONIO INTERNATIONAL AIRPORT, TX US","2003-04-17","7.83","0.00",,"0.0","0.0","75","88","61","    1",,,,,,,"    1",,,"    1","    1",,"    1",,,
"USW00012921","SAN ANTONIO INTERNATIONAL AIRPORT, TX US","2003-04-18","12.75","0.00",,"0.0","0.0","78","89","67","    1",,,,,,,"    1",,,"    1",,,,,,
"USW00012921","SAN ANTONIO INTERNATIONAL AIRPORT, TX US","2003-04-19","7.61","0.00",,"0.0","0.0","73","76","70","    1",,,,,,,,,,"    1","    1",,"    1",,,
"USW00012921","SAN ANTONIO INTERNATIONAL AIRPORT, TX US","2003-04-20","7.83","0.00",,"0.0","0.0","68","73","63","    1",,"    1",,,,,,,,"    1",,,"    1",,,
"USW00012921","SAN ANTONIO INTERNATIONAL AIRPORT, TX US","2003-04-21","10.51","0.00",,"0.0","0.0","74","83","65",,,,,,,,,,,,,,,,,
"USW00012921","SAN ANTONIO INTERNATIONAL AIRPORT, TX US","2003-04-22","8.95","0.06",,"0.0","0.0","69","72","66","    1",,,,,,,,,,"    1","    1",,"    1",,,
"USW00012921","SAN ANTONIO INTERNATIONAL AIRPORT, TX US","2003-04-23","11.41","0.04",,"0.0","0.0","74","80","68","    1",,,,,,,"    1",,,"    1","    1",,"    1",,,
"USW00012921","SAN ANTONIO INTERNATIONAL AIRPORT, TX US","2003-04-24","6.26","0.00",,"0.0","0.0","79","95","62","    1",,,,,,,,,,"    1","    1",,"    1",,,
"USW00012921","SAN ANTONIO INTERNATIONAL AIRPORT, TX US","2003-04-25","6.93","0.00",,"0.0","0.0","73","89","57",,,,,,,,,,,,,,,,,
"USW00012921","SAN ANTONIO INTERNATIONAL AIRPORT, TX US","2003-04-26","8.50","0.00",,"0.0","0.0","72","89","55",,,,,,,,,,,,,,,,,
"USW00012921","SAN ANTONIO INTERNATIONAL AIRPORT, TX US","2003-04-27","10.29","0.00",,"0.0","0.0","75","87","62","    1",,,,,,,,,,"    1",,,,,,
"USW00012921","SAN ANTONIO INTERNATIONAL AIRPORT, TX US","2003-04-28","9.62","0.00",,"0.0","0.0","74","84","64",,,,,,,,,,,,,,,,,
"USW00012921","SAN ANTONIO INTERNATIONAL AIRPORT, TX US","2003-04-29","8.72","0.00",,"0.0","0.0","72","77","67","    1",,,,,,,"    1",,,"    1","    1",,"    1",,,
"USW00012921","SAN ANTONIO INTERNATIONAL AIRPORT, TX US","2003-04-30","12.08","0.00",,"0.0","0.0","79","88","69","    1",,,,,,,,,,"    1",,,,,,
"USW00012921","SAN ANTONIO INTERNATIONAL AIRPORT, TX US","2003-05-01","6.71","0.00",,"0.0","0.0","78","82","73","    1",,,,,,,"    1",,,"    1",,,,,,
"USW00012921","SAN ANTONIO INTERNATIONAL AIRPORT, TX US","2003-05-02","8.28","0.00",,"0.0","0.0","80","88","72","    1",,,,,,,"    1",,,"    1",,,"    1",,,
"USW00012921","SAN ANTONIO INTERNATIONAL AIRPORT, TX US","2003-05-03","10.96","0.00",,"0.0","0.0","78","84","71","    1",,,,,,,"    1",,,"    1","    1",,"    1",,,
"USW00012921","SAN ANTONIO INTERNATIONAL AIRPORT, TX US","2003-05-04","13.20","0.00",,"0.0","0.0","82","91","73","    1",,,,,,,"    1",,,"    1","    1",,"    1",,,
"USW00012921","SAN ANTONIO INTERNATIONAL AIRPORT, TX US","2003-05-05","7.38","0.00",,"0.0","0.0","84","91","76","    1",,,,,,,"    1",,,"    1",,,,,,
"USW00012921","SAN ANTONIO INTERNATIONAL AIRPORT, TX US","2003-05-06","8.28","0.01",,"0.0","0.0","80","85","75","    1",,,,,,,"    1",,,"    1",,,"    1",,,
"USW00012921","SAN ANTONIO INTERNATIONAL AIRPORT, TX US","2003-05-07","10.96","0.02",,"0.0","0.0","84","92","75","    1",,,,,,,"    1",,,"    1","    1",,"    1",,,
"USW00012921","SAN ANTONIO INTERNATIONAL AIRPORT, TX US","2003-05-08","14.76","0.00",,"0.0","0.0","84","92","76","    1",,,,,,,"    1",,,"    1",,,,,,
"USW00012921","SAN ANTONIO INTERNATIONAL AIRPORT, TX US","2003-05-09","14.09","0.00",,"0.0","0.0","83","89","76","    1",,,,,,,"    1",,,"    1",,,,,,
"USW00012921","SAN ANTONIO INTERNATIONAL AIRPORT, TX US","2003-05-10","9.84","0.00",,"0.0","0.0","82","88","76","    1",,,,,,,"    1",,,"    1",,,,,,
"USW00012921","SAN ANTONIO INTERNATIONAL AIRPORT, TX US","2003-05-11","10.51","0.00",,"0.0","0.0","78","84","71","    1",,,,,,,,,,"    1","    1",,"    1",,,
"USW00012921","SAN ANTONIO INTERNATIONAL AIRPORT, TX US","2003-05-12","9.40","0.03",,"0.0","0.0","73","80","66",,,,,,,,,,,,,,"    1",,,
"USW00012921","SAN ANTONIO INTERNATIONAL AIRPORT, TX US","2003-05-13","10.74","0.00",,"0.0","0.0","80","91","69","    1",,,,,,,,,,"    1","    1",,"    1",,,
"USW00012921","SAN ANTONIO INTERNATIONAL AIRPORT, TX US","2003-05-14","12.97","0.00",,"0.0","0.0","85","97","72",,,,,,,,,,,,,,,,,
"USW00012921","SAN ANTONIO INTERNATIONAL AIRPORT, TX US","2003-05-15","11.18","0.00",,"0.0","0.0","85","96","73",,,,,,,,,,,,,,,,,
"USW00012921","SAN ANTONIO INTERNATIONAL AIRPORT, TX US","2003-05-16","9.40","0.00",,"0.0","0.0","86","97","75","    1",,,,,,,"    1",,,"    1",,,,,,
"USW00012921","SAN ANTONIO INTERNATIONAL AIRPORT, TX US","2003-05-17","6.71","0.00",,"0.0","0.0","84","97","70",,,,,,,,,,,,,,,,,
"USW00012921","SAN ANTONIO INTERNATIONAL AIRPORT, TX US","2003-05-18","8.05","0.00",,"0.0","0.0","81","95","66",,,,,,,,,,,,,,,,,
"USW00012921","SAN ANTONIO INTERNATIONAL AIRPORT, TX US","2003-05-19","9.84","0.00",,"0.0","0.0","85","98","72","    1",,,,,,,"    1",,,"    1",,,,,,
"USW00012921","SAN ANTONIO INTERNATIONAL AIRPORT, TX US","2003-05-20","10.74","0.00",,"0.0","0.0","76","87","65","    1",,,,,,,,,,"    1",,,,,,
"USW00012921","SAN ANTONIO INTERNATIONAL AIRPORT, TX US","2003-05-21","8.95","0.00",,"0.0","0.0","73","83","63",,,,,,,,,,,,,,,,,
"USW00012921","SAN ANTONIO INTERNATIONAL AIRPORT, TX US","2003-05-22","6.71","0.00",,"0.0","0.0","75","86","64",,,,,,,,,,,,,,,,,
"USW00012921","SAN ANTONIO INTERNATIONAL AIRPORT, TX US","2003-05-23","6.49","0.00",,"0.0","0.0","79","91","67",,,,,,,,,,,,,,,,,
"USW00012921","SAN ANTONIO INTERNATIONAL AIRPORT, TX US","2003-05-24","10.29","0.00",,"0.0","0.0","83","94","71",,,,,,,,,,,,,,,,,
"USW00012921","SAN ANTONIO INTERNATIONAL AIRPORT, TX US","2003-05-25","9.62","0.00",,"0.0","0.0","82","92","71",,,,,,,,,,,,,,,,,
"USW00012921","SAN ANTONIO INTERNATIONAL AIRPORT, TX US","2003-05-26","7.16","0.06",,"0.0","0.0","76","85","67",,,,,,,,,,,,,,"    1",,,
"USW00012921","SAN ANTONIO INTERNATIONAL AIRPORT, TX US","2003-05-27","9.17","0.00",,"0.0","0.0","77","85","68",,,,,,,,,,,,,,,,,
"USW00012921","SAN ANTONIO INTERNATIONAL AIRPORT, TX US","2003-05-28","6.49","0.00",,"0.0","0.0","79","91","67",,,,,,,,,,,,,,,,,
"USW00012921","SAN ANTONIO INTERNATIONAL AIRPORT, TX US","2003-05-29","5.37","0.00",,"0.0","0.0","79","97","61",,,,,,,,,,,,,,,,,
"USW00012921","SAN ANTONIO INTERNATIONAL AIRPORT, TX US","2003-05-30","9.40","0.00",,"0.0","0.0","84","98","70",,,,,,,,,,,,,,,,,
"USW00012921","SAN ANTONIO INTERNATIONAL AIRPORT, TX US","2003-05-31","8.05","0.00",,"0.0","0.0","82","97","67",,,,,,,,,,,,,,,,,
"USW00012921","SAN ANTONIO INTERNATIONAL AIRPORT, TX US","2003-06-01","10.29","0.00",,"0.0","0.0","83","95","71",,,,,,,,,,,,,,,,,
"USW00012921","SAN ANTONIO INTERNATIONAL AIRPORT, TX US","2003-06-02","8.50","0.12",,"0.0","0.0","82","94","70",,,"    1",,,,,,,"    1",,,,"    1",,,
"USW00012921","SAN ANTONIO INTERNATIONAL AIRPORT, TX US","2003-06-03","3.80","0.06",,"0.0","0.0","84","95","72","    1",,"    1",,,,,,,,"    1",,,"    1",,,
"USW00012921","SAN ANTONIO INTERNATIONAL AIRPORT, TX US","2003-06-04","8.95","0.63",,"0.0","0.0","79","91","67","    1",,"    1",,,,,,,,"    1",,,"    1",,,
"USW00012921","SAN ANTONIO INTERNATIONAL AIRPORT, TX US","2003-06-05","6.71","0.45",,"0.0","0.0","75","81","68","    1",,"    1",,,,,,,,"    1",,,"    1",,,
"USW00012921","SAN ANTONIO INTERNATIONAL AIRPORT, TX US","2003-06-06","10.29","0.03",,"0.0","0.0","78","88","67",,,,,,,,,,,,,,"    1",,,
"USW00012921","SAN ANTONIO INTERNATIONAL AIRPORT, TX US","2003-06-07","5.82","0.00",,"0.0","0.0","77","91","63",,,,,,,,,,,,,,,,,
"USW00012921","SAN ANTONIO INTERNATIONAL AIRPORT, TX US","2003-06-08","7.38","0.00",,"0.0","0.0","80","89","71",,,,,,,,,,,,,,,,,
"USW00012921","SAN ANTONIO INTERNATIONAL AIRPORT, TX US","2003-06-09","9.62","0.00",,"0.0","0.0","82","94","70",,,,,,,,,,,,,,,,,
"USW00012921","SAN ANTONIO INTERNATIONAL AIRPORT, TX US","2003-06-10","9.17","0.54",,"0.0","0.0","78","88","68","    1",,"    1",,,,,,,,"    1",,,"    1",,,
"USW00012921","SAN ANTONIO INTERNATIONAL AIRPORT, TX US","2003-06-11","12.75","0.00",,"0.0","0.0","86","94","78",,,,,,,,,,,,,,,,,
"USW00012921","SAN ANTONIO INTERNATIONAL AIRPORT, TX US","2003-06-12","13.20","0.00",,"0.0","0.0","87","95","78",,,,,,,,,,,,,,,,,
"USW00012921","SAN ANTONIO INTERNATIONAL AIRPORT, TX US","2003-06-13","13.42","0.80",,"0.0","0.0","80","92","67","    1",,"    1",,,,,,,,"    1",,,"    1",,,
"USW00012921","SAN ANTONIO INTERNATIONAL AIRPORT, TX US","2003-06-14","4.92","0.00",,"0.0","0.0","78","91","64",,,,,,,,,,,,,,,,,
"USW00012921","SAN ANTONIO INTERNATIONAL AIRPORT, TX US","2003-06-15","6.49","0.27",,"0.0","0.0","77","88","65","    1",,"    1",,,,,,,"    1","    1",,,"    1",,,
"USW00012921","SAN ANTONIO INTERNATIONAL AIRPORT, TX US","2003-06-16","6.49","0.00",,"0.0","0.0","79","91","66",,,,,,,,,,,,,,,,,
"USW00012921","SAN ANTONIO INTERNATIONAL AIRPORT, TX US","2003-06-17","5.14","0.00",,"0.0","0.0","80","91","68",,,,,,,,,,,,,,,,,
"USW00012921","SAN ANTONIO INTERNATIONAL AIRPORT, TX US","2003-06-18","4.70","0.00",,"0.0","0.0","81","93","68",,,,,,,,,,,,,,,,,
"USW00012921","SAN ANTONIO INTERNATIONAL AIRPORT, TX US","2003-06-19","4.03","0.00",,"0.0","0.0","82","91","72",,,,,,,,,,,,,,,,,
"USW00012921","SAN ANTONIO INTERNATIONAL AIRPORT, TX US","2003-06-20","4.25","0.00",,"0.0","0.0","83","94","72",,,,,,,,,,,,,,,,,
"USW00012921","SAN ANTONIO INTERNATIONAL AIRPORT, TX US","2003-06-21","6.49","0.00",,"0.0","0.0","83","93","72",,,,,,,,,,,,,,,,,
"USW00012921","SAN ANTONIO INTERNATIONAL AIRPORT, TX US","2003-06-22","10.51","0.00",,"0.0","0.0","86","94","77",,,,,,,,,,,,,,,,,
"USW00012921","SAN ANTONIO INTERNATIONAL AIRPORT, TX US","2003-06-23","13.65","0.00",,"0.0","0.0","85","95","75",,,,,,,,,,,,,,,,,
"USW00012921","SAN ANTONIO INTERNATIONAL AIRPORT, TX US","2003-06-24","14.09","0.00",,"0.0","0.0","87","96","78",,,,,,,,,,,,,,"    1",,,
"USW00012921","SAN ANTONIO INTERNATIONAL AIRPORT, TX US","2003-06-25","12.75","0.00",,"0.0","0.0","87","96","78",,,,,,,,,,,,,,"    1",,,
"USW00012921","SAN ANTONIO INTERNATIONAL AIRPORT, TX US","2003-06-26","8.72","0.00",,"0.0","0.0","86","95","76",,,,,,,,,,,,,,,,,
"USW00012921","SAN ANTONIO INTERNATIONAL AIRPORT, TX US","2003-06-27","6.49","0.00",,"0.0","0.0","82","88","75",,,,,,,,,,,,,,,,,
"USW00012921","SAN ANTONIO INTERNATIONAL AIRPORT, TX US","2003-06-28","5.37","0.00",,"0.0","0.0","84","93","75",,,,,,,,,,,,,,,,,
"USW00012921","SAN ANTONIO INTERNATIONAL AIRPORT, TX US","2003-06-29","6.93","0.00",,"0.0","0.0","84","93","74",,,,,,,,,,,,,,,,,
"USW00012921","SAN ANTONIO INTERNATIONAL AIRPORT, TX US","2003-06-30","6.26","0.00",,"0.0","0.0","85","97","72",,,,,,,,,,,,,,,,,
"USW00012921","SAN ANTONIO INTERNATIONAL AIRPORT, TX US","2003-07-01","4.92","0.00",,"0.0","0.0","84","94","74",,,"    1",,,,,,,,,,,"    1",,,
"USW00012921","SAN ANTONIO INTERNATIONAL AIRPORT, TX US","2003-07-02","4.70","0.02",,"0.0","0.0","84","93","75",,,"    1",,,,,,,,,,,"    1",,,
"USW00012921","SAN ANTONIO INTERNATIONAL AIRPORT, TX US","2003-07-03","6.49","0.00",,"0.0","0.0","83","92","73",,,"    1",,,,,,,,,,,"    1",,,
"USW00012921","SAN ANTONIO INTERNATIONAL AIRPORT, TX US","2003-07-04","5.14","1.97",,"0.0","0.0","77","82","71","    1",,"    1",,,,,,,,"    1",,,"    1",,,
