"STATION","NAME","DATE","ACSH","AWND","PGTM","PRCP","SNOW","TAVG","TMAX","TMIN","TSUN","WT01","WT02","WT03","WT04","WT05","WT06","WT07","WT08","WT09","WT10","WT11","WT12","WT13","WT14","WT15","WT16","WT17","WT18","WT19","WT21"
"USW00012921","SAN ANTONIO INTERNATIONAL AIRPORT, TX US","2004-10-27",,"12.30"," 1612","0.00","0.0","83","89","76",,"    1",,,,,,,,,,,,"    1","    1",,"    1",,,,
"USW00012921","SAN ANTONIO INTERNATIONAL AIRPORT, TX US","2004-10-28",,"13.87"," 1247","0.00","0.0","82","88","75",,,,,,,,,,,,,,,,,,,,,
"USW00012921","SAN ANTONIO INTERNATIONAL AIRPORT, TX US","2004-10-29",,"12.08"," 1035","0.00","0.0","81","88","73",,,,,,,,,,,,,,,,,,,,,
"USW00012921","SAN ANTONIO INTERNATIONAL AIRPORT, TX US","2004-10-30",,"10.07"," 1543","0.00","0.0","78","87","69",,"    1",,,,,,,,,,,,"    1",,,,,,,
"USW00012921","SAN ANTONIO INTERNATIONAL AIRPORT, TX US","2004-10-31",,"14.54"," 2335","0.74","0.0","75","86","63",,"    1",,"    1",,,,,,,,,,"    1",,,"    1",,,,
"USW00012921","SAN ANTONIO INTERNATIONAL AIRPORT, TX US","2004-11-01",,"5.59"," 2102","1.32","0.0","67","73","60","    0","    1",,"    1",,,,,,,,,,"    1",,,"    1",,,,
"USW00012921","SAN ANTONIO INTERNATIONAL AIRPORT, TX US","2004-11-02",,"12.53"," 0252","0.00","0.0","56","65","47","    0",,,,,,,,,,,,,,,,,,,,
"USW00012921","SAN ANTONIO INTERNATIONAL AIRPORT, TX US","2004-11-03",,"9.62"," 1016","0.00","0.0","55","64","45",,,,,,,,,,,,,,,,,,,,,
"USW00012921","SAN ANTONIO INTERNATIONAL AIRPORT, TX US","2004-11-04",,"5.37"," 1213","0.00","0.0","59","77","41",,,,,,,,,,,,,,,,,,,,,
"USW00012921","SAN ANTONIO INTERNATIONAL AIRPORT, TX US","2004-11-05",,"4.70"," 1734","0.00","0.0","60","76","44",,,,,,,,,,,,,,,,,,,,,
"USW00012921","SAN ANTONIO INTERNATIONAL AIRPORT, TX US","2004-11-06",,"5.37"," 1132","0.00","0.0","62","78","45",,,,,,,,,,,,,,,,,,,,,
"USW00012921","SAN ANTONIO INTERNATIONAL AIRPORT, TX US","2004-11-07",,"4.70"," 1325","0.00","0.0","63","79","47",,,,,,,,,,,,,,,,,,,,,
"USW00012921","SAN ANTONIO INTERNATIONAL AIRPORT, TX US","2004-11-08",,"3.80"," 1537","0.00","0.0","66","79","52",,,,,,,,,,,,,,,,,,,,,
"USW00012921","SAN ANTONIO INTERNATIONAL AIRPORT, TX US","2004-11-09",,"8.05"," 1508","0.00","0.0","67","77","57",,,,,,,,,,,,,,,,,,,,,
"USW00012921","SAN ANTONIO INTERNATIONAL AIRPORT, TX US","2004-11-10",,"4.92"," 1306","0.00","0.0","68","80","55",,"    1",,,,,,,,,,,,"    1",,,,,,,"    1"
"USW00012921","SAN ANTONIO INTERNATIONAL AIRPORT, TX US","2004-11-11",,"10.74"," 0714","0.00","0.0","60","70","50",,,,,,,,,,,,,,,,,,,,,
"USW00012921","SAN ANTONIO INTERNATIONAL AIRPORT, TX US","2004-11-12",,"10.07"," 0848","0.00","0.0","50","57","43",,,,,,,,,,,,,,,,,,,,,
"USW00012921","SAN ANTONIO INTERNATIONAL AIRPORT, TX US","2004-11-13",,"9.62"," 2349","0.04","0.0","52","54","50",,"    1",,,,,,,,,,,,"    1","    1",,"    1",,,,
"USW00012921","SAN ANTONIO INTERNATIONAL AIRPORT, TX US","2004-11-14",,"11.86"," 0711","1.46","0.0","54","56","52",,"    1","    1","    1",,,,,,,,,,"    1","    1",,"    1",,,,
"USW00012921","SAN ANTONIO INTERNATIONAL AIRPORT, TX US","2004-11-15",,"8.72"," 1945","0.30","0.0","62","68","55",,"    1","    1",,,,,,,,,,,"    1","    1",,"    1",,,,
"USW00012921","SAN ANTONIO INTERNATIONAL AIRPORT, TX US","2004-11-16",,"10.74"," 1944","1.52","0.0","73","82","63",,"    1","    1","    1",,,,,,,,,,"    1","    1",,"    1",,,,
"USW00012921","SAN ANTONIO INTERNATIONAL AIRPORT, TX US","2004-11-17",,"4.03"," 1200","0.55","0.0","66","74","57",,"    1",,"    1",,,,,,,,,,"    1","    1",,"    1",,,,
"USW00012921","SAN ANTONIO INTERNATIONAL AIRPORT, TX US","2004-11-18",,"4.92"," 1345","0.00","0.0","65","77","53",,"    1","    1",,,,,,,,,,,"    1",,,,,,,
"USW00012921","SAN ANTONIO INTERNATIONAL AIRPORT, TX US","2004-11-19",,"3.80"," 1616","0.01","0.0","65","75","54",,,,,,,,,,,,,,,,,"    1",,,,
"USW00012921","SAN ANTONIO INTERNATIONAL AIRPORT, TX US","2004-11-20",,"6.04"," 0849","0.05","0.0","66","67","65",,"    1",,,,,,,,,,,,"    1","    1",,"    1",,,,
"USW00012921","SAN ANTONIO INTERNATIONAL AIRPORT, TX US","2004-11-21",,"6.93"," 1739","0.54","0.0","68","69","66",,"    1","    1","    1",,,,,,,,,,"    1","    1",,"    1",,,,
"USW00012921","SAN ANTONIO INTERNATIONAL AIRPORT, TX US","2004-11-22",,"5.59"," 1037","3.47","0.0","66","68","64",,"    1",,"    1",,,,,,,,,,"    1",,,"    1",,,,
"USW00012921","SAN ANTONIO INTERNATIONAL AIRPORT, TX US","2004-11-23",,"9.62"," 1853","0.10","0.0","68","78","58",,"    1","    1","    1",,,,,,,,,,"    1",,,"    1",,,,
"USW00012921","SAN ANTONIO INTERNATIONAL AIRPORT, TX US","2004-11-24",,"10.51"," 0929","0.00","0.0","54","65","43",,,,,,,,,,,,,,,,,,,,,
"USW00012921","SAN ANTONIO INTERNATIONAL AIRPORT, TX US","2004-11-25",,"6.26"," 1510","0.00","0.0","53","66","39",,,,,,,,,,,,,,,,,,,,,
"USW00012921","SAN ANTONIO INTERNATIONAL AIRPORT, TX US","2004-11-26",,"6.04"," 1301","0.00","0.0","61","74","47",,,,,,,,,,,,,,,,,,,,,
"USW00012921","SAN ANTONIO INTERNATIONAL AIRPORT, TX US","2004-11-27",,"8.72"," 1232","0.00","0.0","60","72","48",,,,,,,,,,,,,,,,,,,,,
"USW00012921","SAN ANTONIO INTERNATIONAL AIRPORT, TX US","2004-11-28",,"7.61"," 1439","0.00","0.0","62","76","47",,,,,,,,,,,,,,,,,,,,,
"USW00012921","SAN ANTONIO INTERNATIONAL AIRPORT, TX US","2004-11-29",,"8.28"," 2307","0.01","0.0","66","80","51",,"    1",,,,,,,,,,,,"    1","    1",,"    1",,,,
"USW00012921","SAN ANTONIO INTERNATIONAL AIRPORT, TX US","2004-11-30",,"10.74"," 0107","0.09","0.0","47","58","35",,,,,,,,,,,,,,,,,"    1",,,,
"USW00012921","SAN ANTONIO INTERNATIONAL AIRPORT, TX US","2004-12-01",,"5.59"," 1354","0.00","0.0","45","58","32",,,,,,,,,,,,,,,,,,,,,
"USW00012921","SAN ANTONIO INTERNATIONAL AIRPORT, TX US","2004-12-02",,"3.80"," 1444","0.00","0.0","56","70","41",,,,,,,,,,,,,,,,,,,,,
"USW00012921","SAN ANTONIO INTERNATIONAL AIRPORT, TX US","2004-12-03",,"3.36"," 0201","0.00","0.0","52","57","47",,,,,,,,,,,,,,,,,,,,,
"USW00012921","SAN ANTONIO INTERNATIONAL AIRPORT, TX US","2004-12-04",,"4.25"," 1319","0.00","0.0","61","68","53",,,,,,,,,,,,,,,"    1",,"    1",,,,
"USW00012921","SAN ANTONIO INTERNATIONAL AIRPORT, TX US","2004-12-05",,"4.03"," 0959","0.02","0.0","61","64","58",,"    1",,,,,,,,,,,,"    1","    1",,"    1",,,,
"USW00012921","SAN ANTONIO INTERNATIONAL AIRPORT, TX US","2004-12-06",,"7.16"," 1348","0.06","0.0","66","74","57",,"    1",,,,,,,,,,,,"    1",,,"    1",,,,
"USW00012921","SAN ANTONIO INTERNATIONAL AIRPORT, TX US","2004-12-07",,"4.47"," 0906","0.00","0.0","59","74","44","    0",,,,,,,,,,,,,,,,,,,,
"USW00012921","SAN ANTONIO INTERNATIONAL AIRPORT, TX US","2004-12-08",,"2.46"," 2034","0.00","0.0","56","66","45",,,,,,,,,,,,,,,,,,,,,
"USW00012921","SAN ANTONIO INTERNATIONAL AIRPORT, TX US","2004-12-09",,"6.93"," 1409","0.00","0.0","62","81","42",,,,,,,,,,,,,,,,,,,,,
"USW00012921","SAN ANTONIO INTERNATIONAL AIRPORT, TX US","2004-12-10",,"10.29"," 1242","0.00","0.0","60","74","46",,,,,,,,,,,,,,,,,,,,,
"USW00012921","SAN ANTONIO INTERNATIONAL AIRPORT, TX US","2004-12-11",,"6.93"," 1452","0.00","0.0","59","76","42",,,,,,,,,,,,,,,,,,,,,
"USW00012921","SAN ANTONIO INTERNATIONAL AIRPORT, TX US","2004-12-12",,"4.47"," 1338","0.00","0.0","60","79","41",,,,,,,,,"    1",,,,,,,,,,,,
"USW00012921","SAN ANTONIO INTERNATIONAL AIRPORT, TX US","2004-12-13",,"16.11"," 0808","0.00","0.0","55","62","47","    0",,,,,,,,,,,,,,,,,,,,
"USW00012921","SAN ANTONIO INTERNATIONAL AIRPORT, TX US","2004-12-14",,"8.72"," 1246","0.00","0.0","43","54","32","    0",,,,,,,,,,,,,,,,,,,,
"USW00012921","SAN ANTONIO INTERNATIONAL AIRPORT, TX US","2004-12-15",,"5.14"," 1538","0.00","0.0","43","57","29","    0",,,,,,,,,,,,,,,,,,,,
"USW00012921","SAN ANTONIO INTERNATIONAL AIRPORT, TX US","2004-12-16",,"7.61"," 1556","0.00","0.0","51","59","42",,,,,,,,,,,,,,,,,"    1",,,,
"USW00012921","SAN ANTONIO INTERNATIONAL AIRPORT, TX US","2004-12-17",,"6.04"," 1047","0.00","0.0","51","63","38",,"    1",,,,,,,"    1",,,,,"    1",,,,,,,
"USW00012921","SAN ANTONIO INTERNATIONAL AIRPORT, TX US","2004-12-18",,"6.26"," 1627","0.00","0.0","52","70","34",,,,,,,,,,,,,,,,,,,,,
"USW00012921","SAN ANTONIO INTERNATIONAL AIRPORT, TX US","2004-12-19",,"5.82"," 0945","0.00","0.0","53","67","38",,,,,,,,,,,,,,,,,,,,,
"USW00012921","SAN ANTONIO INTERNATIONAL AIRPORT, TX US","2004-12-20",,"9.17"," 1222","0.00","0.0","53","70","35",,,,,,,,,,,,,,,,,,,,,
"USW00012921","SAN ANTONIO INTERNATIONAL AIRPORT, TX US","2004-12-21",,"5.14"," 2224","0.00","0.0","58","75","41",,,,,,,,,,,,,,,,,,,,,
"USW00012921","SAN ANTONIO INTERNATIONAL AIRPORT, TX US","2004-12-22",,"15.21"," 1931","0.00","0.0","44","53","34",,,,,,,,,,,,,,,,,"    1",,,,
"USW00012921","SAN ANTONIO INTERNATIONAL AIRPORT, TX US","2004-12-23",,"10.29"," 0426","0.00","0.0","36","45","26",,,,,,,,,,,,,,,,,,,,,
"USW00012921","SAN ANTONIO INTERNATIONAL AIRPORT, TX US","2004-12-24",,"12.97"," 0303","0.00","0.0","31","34","28",,,,,,,,,,,,,,,,,,,,,
"USW00012921","SAN ANTONIO INTERNATIONAL AIRPORT, TX US","2004-12-25",,"4.25"," 1222","0.00","0.0","38","52","24",,,,,,,,,,,,,,,,,,,,,
"USW00012921","SAN ANTONIO INTERNATIONAL AIRPORT, TX US","2004-12-26",,"4.03"," 2026","0.00","0.0","45","64","26",,,,,,,,,,,,,,,,,,,,,
"USW00012921","SAN ANTONIO INTERNATIONAL AIRPORT, TX US","2004-12-27",,"6.26"," 2022","0.00","0.0","46","62","29","    0",,,,,,,,,,,,,,,,,,,,
"USW00012921","SAN ANTONIO INTERNATIONAL AIRPORT, TX US","2004-12-28",,"6.93"," 1349","0.00","0.0","61","72","50","    0","    1",,,,,,,,,,,,"    1",,,,,,,
"USW00012921","SAN ANTONIO INTERNATIONAL AIRPORT, TX US","2004-12-29",,"7.38"," 1514","0.00","0.0","61","74","48",,"    1","    1",,,,,,,,,,,"    1",,,,,,,
"USW00012921","SAN ANTONIO INTERNATIONAL AIRPORT, TX US","2004-12-30",,"8.95"," 1423","0.00","0.0","66","71","60",,"    1",,,,,,,,,,,,"    1",,,,,,,
"USW00012921","SAN ANTONIO INTERNATIONAL AIRPORT, TX US","2004-12-31",,"9.84"," 1746","0.00","0.0","70","79","61","    0","    1","    1",,,,,,,,,,,"    1",,,,,,,
"USW00012921","SAN ANTONIO INTERNATIONAL AIRPORT, TX US","2005-01-01",,"10.29"," 1541","0.02","0.0","69","76","61","    0","    1",,,,,,,,,,,,"    1","    1",,"    1",,,,
"USW00012921","SAN ANTONIO INTERNATIONAL AIRPORT, TX US","2005-01-02",,"11.41"," 2052","0.17","0.0","70","73","67","    0","    1",,,,,,,,,,,,"    1",,,"    1",,,,
"USW00012921","SAN ANTONIO INTERNATIONAL AIRPORT, TX US","2005-01-03",,"11.41"," 2310","0.23","0.0","72","76","68","    0","    1",,,,,,,,,,,,"    1",,,"    1",,,,
"USW00012921","SAN ANTONIO INTERNATIONAL AIRPORT, TX US","2005-01-04",,"14.09"," 2203","0.00","0.0","73","78","67","    0",,,,,,,,,,,,,,,,"    1",,,,
"USW00012921","SAN ANTONIO INTERNATIONAL AIRPORT, TX US","2005-01-05",,"12.30"," 1705","0.00","0.0","59","72","45","    0","    1",,,,,,,,,,,,"    1","    1",,"    1",,,,
"USW00012921","SAN ANTONIO INTERNATIONAL AIRPORT, TX US","2005-01-06",,"11.18"," 0833","0.00","0.0","41","45","37",,"    1",,,,,,,,,,,,"    1","    1",,"    1",,,,
"USW00012921","SAN ANTONIO INTERNATIONAL AIRPORT, TX US","2005-01-07",,"2.46"," 1426","0.02","0.0","51","64","37",,"    1",,,,,,,,,,,,"    1","    1",,"    1",,,,
"USW00012921","SAN ANTONIO INTERNATIONAL AIRPORT, TX US","2005-01-08",,"5.82"," 0922","0.00","0.0","52","64","39","    0","    1","    1",,,,,,,,,,,"    1",,,,,,,"    1"
"USW00012921","SAN ANTONIO INTERNATIONAL AIRPORT, TX US","2005-01-09",,"3.80"," 2339","0.00","0.0","63","69","57",,"    1",,,,,,,"    1",,,,,"    1","    1",,"    1",,,,
"USW00012921","SAN ANTONIO INTERNATIONAL AIRPORT, TX US","2005-01-10",,"9.62"," 1618","0.00","0.0","69","74","63",,"    1",,,,,,,,,,,,"    1",,,,,,,
"USW00012921","SAN ANTONIO INTERNATIONAL AIRPORT, TX US","2005-01-11",,"9.40"," 2151","0.00","0.0","71","79","63","    0",,,,,,,,,,,,,,,,,,,,
"USW00012921","SAN ANTONIO INTERNATIONAL AIRPORT, TX US","2005-01-12",,"11.41"," 2130","0.04","0.0","68","74","62",,,,"    1",,,,,,,,,,,,,"    1",,,,
"USW00012921","SAN ANTONIO INTERNATIONAL AIRPORT, TX US","2005-01-13",,"12.30"," 0425","0.00","0.0","51","63","38","    0",,,,,,,,,,,,,,,,,,,,
"USW00012921","SAN ANTONIO INTERNATIONAL AIRPORT, TX US","2005-01-14",,"5.14"," 0943","0.00","0.0","47","59","35","    0",,,,,,,,,,,,,,,,,,,,
"USW00012921","SAN ANTONIO INTERNATIONAL AIRPORT, TX US","2005-01-15",,"4.70"," 2151","0.00","0.0","48","59","37","    0",,,,,,,,,,,,,,,,,,,,
"USW00012921","SAN ANTONIO INTERNATIONAL AIRPORT, TX US","2005-01-16",,"8.72"," 0925","0.00","0.0","44","54","34",,,,,,,,,,,,,,,,,,,,,
"USW00012921","SAN ANTONIO INTERNATIONAL AIRPORT, TX US","2005-01-17",,"6.93"," 2213","0.00","0.0","43","56","29","    0",,,,,,,,,,,,,,,,,,,,
"USW00012921","SAN ANTONIO INTERNATIONAL AIRPORT, TX US","2005-01-18",,"7.38"," 1135","0.00","0.0","50","55","44","    0",,,,,,,,,,,,,,,,"    1",,,,
"USW00012921","SAN ANTONIO INTERNATIONAL AIRPORT, TX US","2005-01-19",,"4.25"," 1305","0.00","0.0","57","65","48","    0","    1",,,,,,,"    1",,,,,"    1","    1",,"    1",,,,
"USW00012921","SAN ANTONIO INTERNATIONAL AIRPORT, TX US","2005-01-20",,"6.49"," 1052","0.00","0.0","62","73","50",,,,,,,,,,,,,,,,,,,,,
"USW00012921","SAN ANTONIO INTERNATIONAL AIRPORT, TX US","2005-01-21",,"4.70"," 1506","0.00","0.0","62","76","48","    0","    1",,,,,,,,,,,,,,,,,,,
"USW00012921","SAN ANTONIO INTERNATIONAL AIRPORT, TX US","2005-01-22",,"11.63"," 1634","0.00","0.0","58","70","45","    0",,,,,,,,,,,,,,,,,,,,
"USW00012921","SAN ANTONIO INTERNATIONAL AIRPORT, TX US","2005-01-23",,"9.40"," 0203","0.00","0.0","41","51","31","    0",,,,,,,,,,,,,,,,,,,,
"USW00012921","SAN ANTONIO INTERNATIONAL AIRPORT, TX US","2005-01-24",,"5.59"," 1702","0.00","0.0","48","61","34","    0",,,,,,,,,,,,,,,,,,,,
"USW00012921","SAN ANTONIO INTERNATIONAL AIRPORT, TX US","2005-01-25",,"7.61"," 1712","0.00","0.0","61","78","44","    0",,,,,,,,,,,,,,,,,,,,
"USW00012921","SAN ANTONIO INTERNATIONAL AIRPORT, TX US","2005-01-26",,"5.37"," 2322","0.00","0.0","63","79","46",,,,,,,,,,,,,,,,,,,,,
"USW00012921","SAN ANTONIO INTERNATIONAL AIRPORT, TX US","2005-01-27",,"8.72"," 2327","1.57","0.0","54","62","46","    0","    1",,,,,,,,,,,,"    1",,,"    1",,,,
"USW00012921","SAN ANTONIO INTERNATIONAL AIRPORT, TX US","2005-01-28",,"5.82"," 0139","0.08","0.0","51","59","42",,"    1",,"    1",,,,,,,,,,"    1",,,"    1",,,,
"USW00012921","SAN ANTONIO INTERNATIONAL AIRPORT, TX US","2005-01-29",,"5.59"," 2222","0.00","0.0","51","56","45",,"    1","    1",,,,,,"    1",,,,,"    1","    1",,"    1",,,,
"USW00012921","SAN ANTONIO INTERNATIONAL AIRPORT, TX US","2005-01-30",,"9.84"," 2316","0.05","0.0","47","49","45","    0","    1",,,,,,,,,,,,"    1","    1",,"    1",,,,
"USW00012921","SAN ANTONIO INTERNATIONAL AIRPORT, TX US","2005-01-31",,"14.09"," 1210","0.00","0.0","44","45","43",,"    1",,,,,,,,,,,,"    1","    1",,"    1",,,,
"USW00012921","SAN ANTONIO INTERNATIONAL AIRPORT, TX US","2005-02-01",,"11.18"," 0407","0.67","0.0","43","45","41",,"    1",,"    1",,,,,,,,,,"    1","    1",,"    1",,,,
"USW00012921","SAN ANTONIO INTERNATIONAL AIRPORT, TX US","2005-02-02",,"8.95"," 0631","0.00","0.0","44","49","38",,,,,,,,,,,,,,,,,,,,,
"USW00012921","SAN ANTONIO INTERNATIONAL AIRPORT, TX US","2005-02-03",,"4.03"," 1445","0.00","0.0","44","53","35",,,,,,,,,,,,,,,,,,,,,
"USW00012921","SAN ANTONIO INTERNATIONAL AIRPORT, TX US","2005-02-04",,"3.36"," 1239","0.00","0.0","46","54","37",,,,,,,,,,,,,,,,,,,,,
"USW00012921","SAN ANTONIO INTERNATIONAL AIRPORT, TX US","2005-02-05",,"7.16"," 2121","0.00","0.0","51","56","45",,,,,,,,,,,,,,,"    1",,"    1",,,,
"USW00012921","SAN ANTONIO INTERNATIONAL AIRPORT, TX US","2005-02-06",,"6.04"," 0110","0.22","0.0","60","65","54",,"    1",,,,,,,,,,,,"    1","    1",,"    1",,,,
"USW00012921","SAN ANTONIO INTERNATIONAL AIRPORT, TX US","2005-02-07",,"5.82"," 1829","0.30","0.0","59","64","53",,"    1",,,,,,,,,,,,"    1",,,"    1",,,,
"USW00012921","SAN ANTONIO INTERNATIONAL AIRPORT, TX US","2005-02-08",,"5.14"," 0521","0.01","0.0","57","59","54",,"    1",,,,,,,,,,,,"    1","    1",,"    1",,,,
"USW00012921","SAN ANTONIO INTERNATIONAL AIRPORT, TX US","2005-02-09",,"9.62"," 1325","0.00","0.0","52","58","45",,"    1","    1",,,,,,,,,,,"    1","    1",,"    1",,,,
"USW00012921","SAN ANTONIO INTERNATIONAL AIRPORT, TX US","2005-02-10",,"7.83"," 1210","0.00","0.0","51","59","42",,,,,,,,,,,,,,,,,,,,,
"USW00012921","SAN ANTONIO INTERNATIONAL AIRPORT, TX US","2005-02-11",,"4.25"," 1533","0.00","0.0","52","56","48",,,,,,,,,,,,,,,,,,,,,
"USW00012921","SAN ANTONIO INTERNATIONAL AIRPORT, TX US","2005-02-12",,"5.59"," 2203","0.06","0.0","57","63","50",,"    1",,,,,,,,,,,,"    1","    1",,"    1",,,,
"USW00012921","SAN ANTONIO INTERNATIONAL AIRPORT, TX US","2005-02-13",,"8.50"," 1641","0.01","0.0","66","79","53",,,,,,,,,,,,,,,"    1",,"    1",,,,
"USW00012921","SAN ANTONIO INTERNATIONAL AIRPORT, TX US","2005-02-14",,"5.82"," 1303","0.00","0.0","64","81","47",,,,,,,,,,,,,,,,,,,,,
"USW00012921","SAN ANTONIO INTERNATIONAL AIRPORT, TX US","2005-02-15",,"5.59"," 1542","0.00","0.0","65","81","48","    0","    1","    1",,,,,,,,,,,"    1",,,,,,,
"USW00012921","SAN ANTONIO INTERNATIONAL AIRPORT, TX US","2005-02-16",,"8.95"," 1029","0.00","0.0","65","73","57",,"    1",,,,,,,,,,,,"    1",,,,,,,
"USW00012921","SAN ANTONIO INTERNATIONAL AIRPORT, TX US","2005-02-17",,"11.63"," 0752","0.00","0.0","55","59","51",,,,,,,,,,,,,,,,,,,,,
"USW00012921","SAN ANTONIO INTERNATIONAL AIRPORT, TX US","2005-02-18",,"7.83"," 0942","0.00","0.0","53","56","49",,,,,,,,,,,,,,,,,"    1",,,,
"USW00012921","SAN ANTONIO INTERNATIONAL AIRPORT, TX US","2005-02-19",,"4.70"," 1830","0.08","0.0","59","65","52",,"    1","    1",,,,,,,,,,,"    1","    1",,"    1",,,,
"USW00012921","SAN ANTONIO INTERNATIONAL AIRPORT, TX US","2005-02-20",,"7.16"," 1207","0.00","0.0","65","71","58",,"    1",,,,,,,,,,,,"    1","    1",,"    1",,,,
"USW00012921","SAN ANTONIO INTERNATIONAL AIRPORT, TX US","2005-02-21",,"4.25"," 1631","0.00","0.0","66","76","55",,"    1","    1",,,,,,,,,,,"    1",,,,,,,
"USW00012921","SAN ANTONIO INTERNATIONAL AIRPORT, TX US","2005-02-22",,"6.93"," 1635","0.00","0.0","70","75","64",,"    1","    1",,,,,,"    1",,,,,"    1",,,,,,,
"USW00012921","SAN ANTONIO INTERNATIONAL AIRPORT, TX US","2005-02-23",,"7.38"," 2352","0.01","0.0","71","76","65",,"    1",,,,,,,,,,,,"    1","    1",,"    1",,,,
"USW00012921","SAN ANTONIO INTERNATIONAL AIRPORT, TX US","2005-02-24",,"15.21"," 0327","0.37","0.0","58","67","48",,"    1",,"    1",,,,,,,,,,"    1","    1",,"    1",,,,
"USW00012921","SAN ANTONIO INTERNATIONAL AIRPORT, TX US","2005-02-25",,"7.61"," 0828","0.00","0.0","51","56","45",,,,,,,,,,,,,,,"    1",,"    1",,,,
"USW00012921","SAN ANTONIO INTERNATIONAL AIRPORT, TX US","2005-02-26",,"6.26"," 1147","0.69","0.0","49","51","46",,"    1",,,,,,,,,,,,"    1","    1",,"    1",,,,
"USW00012921","SAN ANTONIO INTERNATIONAL AIRPORT, TX US","2005-02-27",,"6.04"," 1424","0.00","0.0","55","69","41",,,,,,,,,,,,,,,,,,,,,
"USW00012921","SAN ANTONIO INTERNATIONAL AIRPORT, TX US","2005-02-28",,"5.82"," 0253","0.00","0.0","57","69","45",,,,,,,,,,,,,,,,,,,,,
"USW00012921","SAN ANTONIO INTERNATIONAL AIRPORT, TX US","2005-03-01",,"8.50"," 1421","0.00","0.0","58","73","42",,,,,,,,,,,,,,,,,,,,,
"USW00012921","SAN ANTONIO INTERNATIONAL AIRPORT, TX US","2005-03-02",,"7.16"," 0645","0.17","0.0","55","60","49",,"    1",,,,,,,,,,,,"    1",,,"    1",,,,
"USW00012921","SAN ANTONIO INTERNATIONAL AIRPORT, TX US","2005-03-03",,"6.71"," 1728","0.00","0.0","59","69","49",,"    1",,,,,,,,,,,,"    1",,,,,,,
"USW00012921","SAN ANTONIO INTERNATIONAL AIRPORT, TX US","2005-03-04",,"6.49"," 0213","0.00","0.0","58","65","50",,"    1",,,,,,,,,,,,"    1","    1",,"    1",,,,
"USW00012921","SAN ANTONIO INTERNATIONAL AIRPORT, TX US","2005-03-05",,"7.61"," 1946","0.67","0.0","62","69","54",,"    1",,,,,,,,,,,,"    1",,,"    1",,,,
"USW00012921","SAN ANTONIO INTERNATIONAL AIRPORT, TX US","2005-03-06",,"6.71"," 0939","0.25","0.0","59","61","56",,"    1","    1",,,,,,,,,,,"    1","    1",,"    1",,,,
"USW00012921","SAN ANTONIO INTERNATIONAL AIRPORT, TX US","2005-03-07",,"8.05"," 1634","0.09","0.0","70","81","59",,"    1","    1","    1",,,,,,,,,,"    1",,,"    1",,,,
"USW00012921","SAN ANTONIO INTERNATIONAL AIRPORT, TX US","2005-03-08",,"7.38"," 0909","0.00","0.0","58","67","48",,,,,,,,,,,,,,,,,"    1",,,,
"USW00012921","SAN ANTONIO INTERNATIONAL AIRPORT, TX US","2005-03-09",,"9.17"," 1420","0.00","0.0","61","75","47",,,,,,,,,,,,,,,,,,,,,
"USW00012921","SAN ANTONIO INTERNATIONAL AIRPORT, TX US","2005-03-10",,"6.93"," 1408","0.00","0.0","60","77","42",,,,,,,,,,,,,,,,,,,,,
"USW00012921","SAN ANTONIO INTERNATIONAL AIRPORT, TX US","2005-03-11",,"7.38"," 1025","0.00","0.0","63","76","50",,,,,,,,,,,,,,,,,,,,,
"USW00012921","SAN ANTONIO INTERNATIONAL AIRPORT, TX US","2005-03-12",,"10.29"," 1530","0.00","0.0","63","80","45",,,,,,,,,,,,,,,,,,,,,
"USW00012921","SAN ANTONIO INTERNATIONAL AIRPORT, TX US","2005-03-13",,"11.41"," 1725","0.00","0.0","72","89","55",,,,,,,,,,,,,,,,,,,,,
"USW00012921","SAN ANTONIO INTERNATIONAL AIRPORT, TX US","2005-03-14",,"10.74"," 0013","0.00","0.0","57","68","46",,,,,,,,,,,,,,,,,,,,,
"USW00012921","SAN ANTONIO INTERNATIONAL AIRPORT, TX US","2005-03-15",,"10.96"," 2227","0.02","0.0","53","58","48",,"    1",,,,,,,,,,,,"    1","    1",,"    1",,,,
"USW00012921","SAN ANTONIO INTERNATIONAL AIRPORT, TX US","2005-03-16",,"11.86"," 1426","0.43","0.0","48","56","39",,"    1",,,,,,,,,,,,"    1","    1",,"    1",,,,
"USW00012921","SAN ANTONIO INTERNATIONAL AIRPORT, TX US","2005-03-17",,"6.93"," 1720","0.00","0.0","49","65","33",,,,,,,,,,,,,,,,,,,,,
"USW00012921","SAN ANTONIO INTERNATIONAL AIRPORT, TX US","2005-03-18",,"9.84"," 1356","0.00","0.0","60","76","43",,,,,,,,,,,,,,,,,,,,,
"USW00012921","SAN ANTONIO INTERNATIONAL AIRPORT, TX US","2005-03-19",,"5.59"," 1730","0.00","0.0","65","75","54",,,,"    1",,,,,,,,,,,,,,,,,
"USW00012921","SAN ANTONIO INTERNATIONAL AIRPORT, TX US","2005-03-20",,"6.71"," 2300","0.00","0.0","65","78","51",,"    1",,,,,,,,,,,,"    1","    1",,"    1",,,,
"USW00012921","SAN ANTONIO INTERNATIONAL AIRPORT, TX US","2005-03-21",,"9.40"," 0054","0.02","0.0","69","81","56",,"    1",,,,,,,,,,,,"    1",,,"    1",,,,
