"STATION","NAME","DATE","AWND","PRCP","SNOW","TAVG","TMAX","TMIN","TSUN","WSFG","WT01","WT02","WT03","WT04","WT05","WT06","WT07","WT08","WT09","WT10","WT11","WT13","WT14","WT15","WT16","WT17","WT18","WT21","WT22","WV03"
"USW00013904","AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US","1951-05-11",,"0.00","0.0",,"82","61",,"27.1",,,,,,,,,,,,,,,,,,,,
"USW00013904","AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US","1951-05-12",,"0.00","0.0",,"83","61",,"21.0",,,,,,,,,,,,,,,,,,,,
"USW00013904","AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US","1951-05-13",,"0.02","0.0",,"78","60",,"25.1",,,,,,,,,,,,,,,"    1",,,,,
"USW00013904","AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US","1951-05-14",,"0.00","0.0",,"86","70",,"32.0",,,,,,,,,,,,,,,"    1",,,,,
"USW00013904","AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US","1951-05-15",,"1.24","0.0",,"76","65",,"66.9",,,"    1",,,,,,,,,,,,"    1",,,,,
"USW00013904","AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US","1951-05-16",,"0.01","0.0",,"83","68",,"30.0","    1",,,,,,,,,,,,,,"    1",,,,,
"USW00013904","AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US","1951-05-17",,"0.00","0.0",,"84","66",,"32.0",,,,,,,,,,,,,,,,,,,,
"USW00013904","AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US","1951-05-18",,"0.00","0.0",,"85","68",,"21.0",,,,,,,,,,,,,,,"    1",,,,,
"USW00013904","AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US","1951-05-19",,"0.00","0.0",,"86","65",,"21.0",,,,,,,,,,,,,,,,,,,,
"USW00013904","AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US","1951-05-20",,"0.00","0.0",,"92","66",,"28.0","    1",,,,,,,,,,,,,,,,,,,
"USW00013904","AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US","1951-05-21",,"0.00","0.0",,"91","67",,"31.1",,,,,,,,,,,,,,,,,,,,
"USW00013904","AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US","1951-05-22",,"0.00","0.0",,"92","69",,"16.1","    1",,,,,,,"    1",,,,,,,"    1",,,,,
"USW00013904","AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US","1951-05-23",,"0.01","0.0",,"85","67",,"25.1",,,"    1",,,,,,,,,,,,"    1",,,,,
"USW00013904","AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US","1951-05-24",,"0.04","0.0",,"82","65",,"45.0",,,"    1",,,,,,,,,,,,"    1",,,,,
"USW00013904","AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US","1951-05-25",,"0.19","0.0",,"84","60",,"15.0",,,"    1",,,,,,,,,,,,"    1",,,,,
"USW00013904","AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US","1951-05-26",,"0.00","0.0",,"89","64",,"19.9",,,,,,,,,,,,,,,,,,,,
"USW00013904","AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US","1951-05-27",,"0.00","0.0",,"93","65",,"21.9",,,,,,,,,,,,,,,,,,,,
"USW00013904","AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US","1951-05-28",,"0.00","0.0",,"94","68",,"23.0","    1",,,,,,,,,,,,,,,,,,,
"USW00013904","AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US","1951-05-29",,"0.00","0.0",,"98","70",,"29.1",,,,,,,,,,,,,,,,,,,,
"USW00013904","AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US","1951-05-30",,"0.00","0.0",,"96","70",,"30.0",,,,,,,,,,,,,,,,,,,,
"USW00013904","AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US","1951-05-31",,"0.00","0.0",,"95","75",,"33.1",,,,,,,,,,,,,,,,,,,,
"USW00013904","AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US","1951-06-01",,"0.00","0.0",,"95","75",,"34.9",,,,,,,,,,,,,,,,,,,,
"USW00013904","AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US","1951-06-02",,"0.00","0.0",,"93","76",,"30.0",,,,,,,,,,,,,,,,,,,,
"USW00013904","AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US","1951-06-03",,"4.95","0.0",,"75","64",,"27.1",,,"    1",,,,,,,,,,,,"    1",,,,,
"USW00013904","AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US","1951-06-04",,"0.12","0.0",,"73","65",,"19.9","    1",,,,,,,,,,,,,,"    1",,,,,
"USW00013904","AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US","1951-06-05",,"0.00","0.0",,"84","68",,"15.0","    1",,,,,,,,,,,,,,,,,,,
"USW00013904","AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US","1951-06-06",,"0.00","0.0",,"89","67",,"23.9","    1",,,,,,,,,,,,,,,,,,,
"USW00013904","AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US","1951-06-07",,"0.00","0.0",,"91","74",,"32.0",,,,,,,,,,,,,,,,,,,,
"USW00013904","AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US","1951-06-08",,"0.00","0.0",,"93","75",,"33.1",,,,,,,,,,,,,,,,,,,,
"USW00013904","AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US","1951-06-09",,"0.00","0.0",,"95","75",,"25.1",,,,,,,,,,,,,,,,,,,,
"USW00013904","AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US","1951-06-10",,"0.00","0.0",,"95","75",,"28.0",,,,,,,,,,,,,,,,,,,,
"USW00013904","AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US","1951-06-11",,"0.00","0.0",,"94","73",,"33.1",,,,,,,,,,,,,,,,,,,,
"USW00013904","AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US","1951-06-12",,"0.12","0.0",,"87","67",,"42.1",,,"    1",,,,,,,,,,,,"    1",,,,,
"USW00013904","AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US","1951-06-13",,"0.00","0.0",,"91","64",,"19.9",,,,,,,,,,,,,,,,,,,,
"USW00013904","AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US","1951-06-14",,"0.00","0.0",,"94","74",,"23.0",,,,,,,,,,,,,,,,,,,,
"USW00013904","AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US","1951-06-15",,"0.00","0.0",,"95","74",,"21.9",,,,,,,,,,,,,,,,,,,,
"USW00013904","AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US","1951-06-16",,"0.00","0.0",,"96","74",,"36.0",,,,,,,,,,,,,,,"    1",,,,,
"USW00013904","AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US","1951-06-17",,"0.00","0.0",,"97","74",,"17.9",,,,,,,,,,,,,,,,,,,,
"USW00013904","AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US","1951-06-18",,"0.00","0.0",,"97","75",,"27.1",,,,,,,,,,,,,,,,,,,,
"USW00013904","AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US","1951-06-19",,"0.00","0.0",,"97","76",,"31.1",,,,,,,,,,,,,,,,,,,,
"USW00013904","AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US","1951-06-20",,"0.00","0.0",,"95","76",,"33.1",,,,,,,,"    1",,,,,,,,,,,,
"USW00013904","AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US","1951-06-21",,"0.00","0.0",,"97","76",,"34.0",,,,,,,,"    1",,,,,,,,,,,,
"USW00013904","AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US","1951-06-22",,"0.00","0.0",,"95","75",,"34.9",,,,,,,,"    1",,,,,,,,,,,,
"USW00013904","AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US","1951-06-23",,"0.00","0.0",,"96","76",,"30.0","    1",,,,,,,"    1",,,,,,,,,,,,
"USW00013904","AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US","1951-06-24",,"0.00","0.0",,"93","75",,"31.1","    1",,,,,,,"    1",,,,,,,,,,,,
"USW00013904","AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US","1951-06-25",,"0.00","0.0",,"92","76",,"29.1",,,"    1",,,,,"    1",,,,,,,"    1",,,,,
"USW00013904","AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US","1951-06-26",,"0.00","0.0",,"94","73",,"25.9","    1",,,,,,,"    1",,,,,,,,,,,,
"USW00013904","AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US","1951-06-27",,"0.00","0.0",,"95","74",,"23.9","    1",,,,,,,"    1",,,,,,,,,,,,
"USW00013904","AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US","1951-06-28",,"0.00","0.0",,"96","75",,"23.9",,,,,,,,"    1",,,,,,,,,,,,
"USW00013904","AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US","1951-06-29",,"0.00","0.0",,"97","74",,"23.9",,,,,,,,,,,,,,,,,,,,
"USW00013904","AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US","1951-06-30",,"0.00","0.0",,"96","77",,"31.1",,,,,,,,,,,,,,,,,,,,
"USW00013904","AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US","1951-07-01",,"0.00","0.0",,"94","78",,"28.0",,,"    1",,,,,,,,,,,,"    1",,,,,
"USW00013904","AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US","1951-07-02",,"0.00","0.0",,"97","79",,"32.0",,,,,,,,,,,,,,,,,,,,
"USW00013904","AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US","1951-07-03",,"0.00","0.0",,"97","78",,"36.0",,,,,,,,,,,,,,,,,,,,
"USW00013904","AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US","1951-07-04",,"0.00","0.0",,"98","75",,"34.9",,,,,,,,,,,,,,,,,,,,
"USW00013904","AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US","1951-07-05",,"0.00","0.0",,"97","76",,"25.9",,,,,,,,,,,,,,,,,,,,
"USW00013904","AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US","1951-07-06",,"0.00","0.0",,"97","74",,"21.9",,,,,,,,,,,,,,,,,,,,
"USW00013904","AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US","1951-07-07",,"0.00","0.0",,"97","74",,"23.9",,,,,,,,,,,,,,,,,,,,
"USW00013904","AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US","1951-07-08",,"0.00","0.0",,"97","74",,"32.0",,,,,,,,,,,,,,,,,,,,
"USW00013904","AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US","1951-07-09",,"0.00","0.0",,"98","76",,"34.0",,,,,,,,,,,,,,,,,,,,
"USW00013904","AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US","1951-07-10",,"0.00","0.0",,"96","78",,"28.0",,,,,,,,,,,,,,,"    1",,,,,
"USW00013904","AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US","1951-07-11",,"0.00","0.0",,"96","76",,"32.0",,,,,,,,,,,,,,,"    1",,,,,
"USW00013904","AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US","1951-07-12",,"0.00","0.0",,"98","75",,"30.0",,,,,,,,,,,,,,,,,,,,
"USW00013904","AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US","1951-07-13",,"0.00","0.0",,"98","75",,"29.1",,,,,,,,,,,,,,,"    1",,,,,
"USW00013904","AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US","1951-07-14",,"0.00","0.0",,"98","75",,"28.0",,,"    1",,,,,,,,,,,,"    1",,,,,
"USW00013904","AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US","1951-07-15",,"0.02","0.0",,"91","76",,"29.1",,,"    1",,,,,,,,,,,,"    1",,,,,
"USW00013904","AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US","1951-07-16",,"0.00","0.0",,"98","74",,"19.9",,,,,,,,,,,,,,,,,,,,
"USW00013904","AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US","1951-07-17",,"0.00","0.0",,"100","75",,"17.9",,,,,,,,,,,,,,,,,,,,
"USW00013904","AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US","1951-07-18",,"0.00","0.0",,"103","77",,"17.9",,,,,,,,,,,,,,,,,,,,
"USW00013904","AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US","1951-07-19",,"0.00","0.0",,"106","77",,"21.9",,,,,,,,,,,,,,,,,,,,
"USW00013904","AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US","1951-07-20",,"0.00","0.0",,"101","79",,"29.1",,,,,,,,,,,,,,,,,,,,
"USW00013904","AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US","1951-07-21",,"0.00","0.0",,"100","76",,"33.1",,,,,,,,,,,,,,,,,,,,
"USW00013904","AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US","1951-07-22",,"0.00","0.0",,"100","78",,"34.9",,,,,,,,,,,,,,,,,,,,
"USW00013904","AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US","1951-07-23",,"0.00","0.0",,"98","76",,"30.0",,,,,,,,,,,,,,,,,,,,
"USW00013904","AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US","1951-07-24",,"0.00","0.0",,"99","76",,"25.9",,,,,,,,,,,,,,,,,,,,
"USW00013904","AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US","1951-07-25",,"0.00","0.0",,"98","78",,"21.0",,,,,,,,,,,,,,,,,,,,
"USW00013904","AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US","1951-07-26",,"0.00","0.0",,"99","77",,"25.1",,,,,,,,,,,,,,,,,,,,
"USW00013904","AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US","1951-07-27",,"0.00","0.0",,"102","77",,"42.9",,,,,,,,,,,,,,,,,,,,
"USW00013904","AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US","1951-07-28",,"0.00","0.0",,"100","78",,"23.0",,,,,,,,,,,,,,,,,,,,
"USW00013904","AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US","1951-07-29",,"0.00","0.0",,"100","78",,"23.9",,,,,,,,,,,,,,,,,,,,
"USW00013904","AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US","1951-07-30",,"0.00","0.0",,"101","76",,"23.9",,,,,,,,,,,,,,,,,,,,
"USW00013904","AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US","1951-07-31",,"0.00","0.0",,"100","77",,"28.0",,,,,,,,,,,,,,,,,,,,
"USW00013904","AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US","1951-08-01",,"0.00","0.0",,"101","78",,"31.1",,,,,,,,,,,,,,,,,,,,
"USW00013904","AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US","1951-08-02",,"0.00","0.0",,"100","75",,"28.0",,,,,,,,,,,,,,,,,,,,
"USW00013904","AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US","1951-08-03",,"0.00","0.0",,"102","76",,"21.0",,,,,,,,,,,,,,,,,,,,
"USW00013904","AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US","1951-08-04",,"0.00","0.0",,"104","78",,"17.0",,,,,,,,,,,,,,,,,,,,
"USW00013904","AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US","1951-08-05",,"0.00","0.0",,"105","80",,"21.0",,,,,,,,,,,,,,,,,,,,
"USW00013904","AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US","1951-08-06",,"0.00","0.0",,"104","81",,"23.0",,,,,,,,,,,,,,,,,,,,
"USW00013904","AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US","1951-08-07",,"0.00","0.0",,"102","79",,"29.1",,,,,,,,,,,,,,,,,,,,
"USW00013904","AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US","1951-08-08",,"0.00","0.0",,"103","78",,"30.0",,,,,,,,,,,,,,,,,,,,
"USW00013904","AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US","1951-08-09",,"0.00","0.0",,"101","77",,"33.1",,,,,,,,,,,,,,,,,,,,
"USW00013904","AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US","1951-08-10",,"0.00","0.0",,"100","76",,"31.1",,,,,,,,,,,,,,,,,,,,
"USW00013904","AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US","1951-08-11",,"0.00","0.0",,"102","78",,"25.9",,,,,,,,,,,,,,,,,,,,
"USW00013904","AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US","1951-08-12",,"0.00","0.0",,"102","73",,"21.0",,,,,,,,,,,,,,,,,,,,
"USW00013904","AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US","1951-08-13",,"0.00","0.0",,"103","74",,"21.9",,,,,,,,,,,,,,,,,,,,
"USW00013904","AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US","1951-08-14",,"0.00","0.0",,"103","77",,"28.0",,,,,,,,,,,,,,,,,,,,
"USW00013904","AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US","1951-08-15",,"0.00","0.0",,"104","76",,"21.9",,,,,,,,,,,,,,,,,,,,
"USW00013904","AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US","1951-08-16",,"0.00","0.0",,"104","76",,"25.1",,,,,,,,,,,,,,,,,,,,
"USW00013904","AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US","1951-08-17",,"0.00","0.0",,"105","77",,"28.0",,,,,,,,,,,,,,,,,,,,
"USW00013904","AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US","1951-08-18",,"0.02","0.0",,"102","77",,"28.0",,,"    1",,,,,,,,,,,,"    1",,,,,
"USW00013904","AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US","1951-08-19",,"1.18","0.0",,"85","74",,"25.9","    1",,"    1",,,,,,,,,,,,"    1",,,,,
"USW00013904","AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US","1951-08-20",,"0.18","0.0",,"95","75",,"48.1",,,"    1",,,,,,,,,,,,"    1",,,,,
"USW00013904","AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US","1951-08-21",,"0.00","0.0",,"97","74",,"15.0","    1",,,,,,,,,,,,,,,,,,,
"USW00013904","AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US","1951-08-22",,"0.00","0.0",,"99","74",,"19.9",,,,,,,,,,,,,,,,,,,,
"USW00013904","AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US","1951-08-23",,"0.00","0.0",,"98","75",,"19.9",,,,,,,,,,,,,,,,,,,,
"USW00013904","AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US","1951-08-24",,"0.00","0.0",,"100","75",,"21.0","    1",,,,,,,,,,,,,,,,,,,
"USW00013904","AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US","1951-08-25",,"0.00","0.0",,"100","76",,"19.9",,,,,,,,,,,,,,,,,,,,
"USW00013904","AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US","1951-08-26",,"0.00","0.0",,"100","76",,"25.1",,,,,,,,,,,,,,,,,,,,
"USW00013904","AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US","1951-08-27",,"0.00","0.0",,"101","76",,"29.1",,,,,,,,,,,,,,,,,,,,
"USW00013904","AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US","1951-08-28",,"0.00","0.0",,"101","75",,"29.1",,,,,,,,,,,,,,,,,,,,
"USW00013904","AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US","1951-08-29",,"0.00","0.0",,"102","77",,"30.0",,,,,,,,,,,,,,,,,,,,
"USW00013904","AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US","1951-08-30",,"0.00","0.0",,"101","76",,"23.9",,,,,,,,,,,,,,,,,,,,
"USW00013904","AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US","1951-08-31",,"0.00","0.0",,"103","77",,"19.9",,,,,,,,,,,,,,,,,,,,
"USW00013904","AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US","1951-09-01",,"0.00","0.0",,"107","74",,"21.0",,,,,,,,,,,,,,,,,,,,
"USW00013904","AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US","1951-09-02",,"0.00","0.0",,"103","77",,"19.0",,,,,,,,,,,,,,,,,,,,
"USW00013904","AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US","1951-09-03",,"0.00","0.0",,"102","78",,"36.0",,,,,,,,,,,,,,,,,,,,
"USW00013904","AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US","1951-09-04",,"0.00","0.0",,"98","75",,"27.1",,,,,,,,,,,,,,,,,,,,
"USW00013904","AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US","1951-09-05",,"0.00","0.0",,"100","76",,"25.9",,,,,,,,,,,,,,,,,,,,
"USW00013904","AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US","1951-09-06",,"0.00","0.0",,"100","77",,"19.9",,,,,,,,,,,,,,,,,,,,
"USW00013904","AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US","1951-09-07",,"0.00","0.0",,"100","77",,"30.0",,,,,,,,,,,,,,,"    1",,,,,
"USW00013904","AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US","1951-09-08",,"0.43","0.0",,"94","74",,"33.1",,,"    1",,,,,,,,,,,,"    1",,,,,
"USW00013904","AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US","1951-09-09",,"0.00","0.0",,"98","73",,"30.0",,,,,,,,,,,,,,,,,,,,
"USW00013904","AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US","1951-09-10",,"0.48","0.0",,"91","69",,"34.0","    1",,"    1",,,,,,,,,,,,"    1",,,,,
"USW00013904","AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US","1951-09-11",,"0.12","0.0",,"93","73",,"38.0",,,,,,,,,,,,,,,"    1",,,,,
"USW00013904","AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US","1951-09-12",,"0.16","0.0",,"89","75",,"36.9",,,"    1",,,,,,,,,,,,"    1",,,,,
"USW00013904","AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US","1951-09-13",,"1.14","0.0",,"78","69",,"25.9","    1",,"    1",,,,,,,,,,,,"    1",,,,,
"USW00013904","AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US","1951-09-14",,"1.01","0.0",,"76","70",,"17.0","    1",,,,,,,,,,,,,,"    1",,,,,
"USW00013904","AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US","1951-09-15",,"0.00","0.0",,"85","72",,"17.9","    1",,,,,,,,,,,,,,,,,,,
"USW00013904","AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US","1951-09-16",,"0.00","0.0",,"79","63",,"34.0",,,,,,,,,,,,,,,,,,,,
"USW00013904","AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US","1951-09-17",,"0.00","0.0",,"80","59",,"21.0",,,,,,,,,,,,,,,,,,,,
"USW00013904","AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US","1951-09-18",,"0.00","0.0",,"85","57",,"15.0",,,,,,,,,,,,,,,,,,,,
"USW00013904","AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US","1951-09-19",,"0.00","0.0",,"88","58",,"21.0",,,,,,,,,,,,,,,,,,,,
"USW00013904","AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US","1951-09-20",,"0.00","0.0",,"90","61",,"17.0","    1",,,,,,,,,,,,,,,,,,,
"USW00013904","AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US","1951-09-21",,"0.00","0.0",,"93","67",,"25.1",,,,,,,,,,,,,,,,,,,,
"USW00013904","AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US","1951-09-22",,"0.00","0.0",,"87","64",,"23.9",,,,,,,,,,,,,,,"    1",,,,,
"USW00013904","AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US","1951-09-23",,"0.04","0.0",,"88","73",,"38.0",,,"    1",,,,,,,,,,,,"    1",,,,,
"USW00013904","AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US","1951-09-24",,"0.40","0.0",,"90","74",,"23.0",,,"    1",,,,,,,,,,,,"    1",,,,,
"USW00013904","AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US","1951-09-25",,"0.87","0.0",,"93","70",,"36.0",,,"    1",,,,,,,,,,,,"    1",,,,,
"USW00013904","AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US","1951-09-26",,"0.00","0.0",,"92","70",,"23.9",,,,,,,,,,,,,,,,,,,,
"USW00013904","AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US","1951-09-27",,"0.00","0.0",,"96","75",,"21.9",,,,,,,,,,,,,,,,,,,,
"USW00013904","AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US","1951-09-28",,"0.00","0.0",,"82","68",,"27.1","    1",,,,,,,,,,,,,,"    1",,,,,
"USW00013904","AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US","1951-09-29",,"0.00","0.0",,"85","66",,"14.1",,,,,,,,,,,,,,,,,,,,
"USW00013904","AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US","1951-09-30",,"0.00","0.0",,"89","67",,"14.1",,,,,,,,,,,,,,,,,,,,
"USW00013904","AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US","1951-10-01",,"0.00","0.0",,"92","65",,"17.0",,,,,,,,,,,,,,,,,,,,
"USW00013904","AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US","1951-10-02",,"0.00","0.0",,"93","67",,"28.0",,,,,,,,,,,,,,,,,,,,
"USW00013904","AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US","1951-10-03",,"0.00","0.0",,"95","70",,"25.9",,,,,,,,,,,,,,,,,,,,
"USW00013904","AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US","1951-10-04",,"0.00","0.0",,"94","72",,"29.1",,,,,,,,,,,,,,,,,,,,
"USW00013904","AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US","1951-10-05",,"0.00","0.0",,"93","75",,"25.1",,,,,,,,,,,,,,,"    1",,,,,
"USW00013904","AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US","1951-10-06",,"0.00","0.0",,"92","64",,"38.0",,,,,,,,,,,,,,,"    1",,,,,
"USW00013904","AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US","1951-10-07",,"0.00","0.0",,"74","57",,"36.0",,,,,,,,,,,,,,,,,,,,
"USW00013904","AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US","1951-10-08",,"0.00","0.0",,"78","54",,"21.9",,,,,,,,,,,,,,,,,,,,
"USW00013904","AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US","1951-10-09",,"0.00","0.0",,"90","50",,"21.0",,,,,,,,,,,,,,,,,,,,
"USW00013904","AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US","1951-10-10",,"0.00","0.0",,"82","54",,"17.9",,,,,,,,,,,,,,,,,,,,
