"STATION","NAME","DATE","AWND","PGTM","PRCP","SNOW","TMAX","TMIN","WT01","WT02","WT03","WT06","WT08"
"USW00012979","SAN MARCOS MUNICIPAL AIRPORT, TX US","2018-12-04","11.63",,"0.00",,"58","38",,,,,
"USW00012979","SAN MARCOS MUNICIPAL AIRPORT, TX US","2018-12-05","7.61",,"0.00",,"55","41",,,,,
"USW00012979","SAN MARCOS MUNICIPAL AIRPORT, TX US","2018-12-06","0.45",,"0.19",,"61","50","    1",,"    1",,
"USW00012979","SAN MARCOS MUNICIPAL AIRPORT, TX US","2018-12-07","14.09",,"3.25",,"56","47","    1",,,,
"USW00012979","SAN MARCOS MUNICIPAL AIRPORT, TX US","2018-12-08","20.13",,"0.04",,"48","42","    1",,,,
"USW00012979","SAN MARCOS MUNICIPAL AIRPORT, TX US","2018-12-09","12.30",,"0.00",,"56","35",,,,,
"USW00012979","SAN MARCOS MUNICIPAL AIRPORT, TX US","2018-12-10","5.14",,"0.00",,"60","30",,,,,
"USW00012979","SAN MARCOS MUNICIPAL AIRPORT, TX US","2018-12-11","6.04",,"0.00",,"63","30",,,,,
"USW00012979","SAN MARCOS MUNICIPAL AIRPORT, TX US","2018-12-12","6.49",,"0.00",,"67","47","    1",,,,
"USW00012979","SAN MARCOS MUNICIPAL AIRPORT, TX US","2018-12-13","15.21",,"0.00",,"72","47","    1",,,,
"USW00012979","SAN MARCOS MUNICIPAL AIRPORT, TX US","2018-12-14","20.58",,"0.00",,"56","43",,,,,
"USW00012979","SAN MARCOS MUNICIPAL AIRPORT, TX US","2018-12-15","9.62",,"0.00",,"69","37",,,,,
"USW00012979","SAN MARCOS MUNICIPAL AIRPORT, TX US","2018-12-16","4.92",,"0.00",,"67","32",,,,,
"USW00012979","SAN MARCOS MUNICIPAL AIRPORT, TX US","2018-12-17","3.36",,"0.00",,"71","40",,,,,
"USW00012979","SAN MARCOS MUNICIPAL AIRPORT, TX US","2018-12-18","4.92",,"0.16",,"67","36","    1","    1",,,
"USW00012979","SAN MARCOS MUNICIPAL AIRPORT, TX US","2018-12-19","4.92",,"0.03",,"69","53","    1","    1","    1",,"    1"
"USW00012979","SAN MARCOS MUNICIPAL AIRPORT, TX US","2018-12-20","16.11",,"0.00",,"65","41","    1",,,,
"USW00012979","SAN MARCOS MUNICIPAL AIRPORT, TX US","2018-12-21","8.05",,"0.00",,"67","33",,,,,
"USW00012979","SAN MARCOS MUNICIPAL AIRPORT, TX US","2018-12-22","8.05",,"0.00",,"78","39",,,,,
"USW00012979","SAN MARCOS MUNICIPAL AIRPORT, TX US","2018-12-23","11.41",,"0.00",,"64","38",,,,,
"USW00012979","SAN MARCOS MUNICIPAL AIRPORT, TX US","2018-12-24","4.03",,"0.00",,"65","36",,,,,
"USW00012979","SAN MARCOS MUNICIPAL AIRPORT, TX US","2018-12-25","9.40",,"0.00",,"77","51","    1","    1",,,
"USW00012979","SAN MARCOS MUNICIPAL AIRPORT, TX US","2018-12-26","17.22",,"0.10",,"72","63","    1",,"    1",,
"USW00012979","SAN MARCOS MUNICIPAL AIRPORT, TX US","2018-12-27","6.71",,"1.02",,"72","49","    1",,"    1",,
"USW00012979","SAN MARCOS MUNICIPAL AIRPORT, TX US","2018-12-28","14.76",,"0.00",,"55","40",,,,,
"USW00012979","SAN MARCOS MUNICIPAL AIRPORT, TX US","2018-12-29","14.76",,"0.00",,"46","41",,,,,
"USW00012979","SAN MARCOS MUNICIPAL AIRPORT, TX US","2018-12-30","8.50",,"0.15",,"42","39","    1",,,,
"USW00012979","SAN MARCOS MUNICIPAL AIRPORT, TX US","2018-12-31","8.28",,"0.02",,"60","38","    1","    1",,,
"USW00012979","SAN MARCOS MUNICIPAL AIRPORT, TX US","2019-01-01","13.65",,"0.00",,"49","36","    1","    1",,,
"USW00012979","SAN MARCOS MUNICIPAL AIRPORT, TX US","2019-01-02","13.42",,"2.02",,"42","37","    1",,,,
"USW00012979","SAN MARCOS MUNICIPAL AIRPORT, TX US","2019-01-03","9.17",,"0.07",,"55","34","    1",,,,
"USW00012979","SAN MARCOS MUNICIPAL AIRPORT, TX US","2019-01-04","4.47",,"0.00",,"70","31",,,,,
"USW00012979","SAN MARCOS MUNICIPAL AIRPORT, TX US","2019-01-05","5.82",,"0.00",,"74","33",,,,,
"USW00012979","SAN MARCOS MUNICIPAL AIRPORT, TX US","2019-01-06","8.95",,"0.00",,"75","37",,,,,
"USW00012979","SAN MARCOS MUNICIPAL AIRPORT, TX US","2019-01-07","7.38",,"0.00",,"77","53","    1","    1",,,
"USW00012979","SAN MARCOS MUNICIPAL AIRPORT, TX US","2019-01-08","4.92",,"0.01",,"76","51","    1","    1",,,
"USW00012979","SAN MARCOS MUNICIPAL AIRPORT, TX US","2019-01-09","12.75",,"0.00",,"62","44",,,,,
"USW00012979","SAN MARCOS MUNICIPAL AIRPORT, TX US","2019-01-10","4.92",,"0.01",,"62","41",,,,,
"USW00012979","SAN MARCOS MUNICIPAL AIRPORT, TX US","2019-01-11","3.80",,"0.45",,"59","42","    1","    1",,,
"USW00012979","SAN MARCOS MUNICIPAL AIRPORT, TX US","2019-01-12","10.96",,"0.01",,"64","39","    1","    1",,,
"USW00012979","SAN MARCOS MUNICIPAL AIRPORT, TX US","2019-01-13","11.18",,"0.00",,"54","35",,,,,
"USW00012979","SAN MARCOS MUNICIPAL AIRPORT, TX US","2019-01-14","5.59",,"0.00",,"49","32","    1",,,,"    1"
"USW00012979","SAN MARCOS MUNICIPAL AIRPORT, TX US","2019-01-15","2.68",,"0.00",,"51","45","    1",,,,"    1"
"USW00012979","SAN MARCOS MUNICIPAL AIRPORT, TX US","2019-01-16","2.01",,"0.07",,"56","49","    1",,,,
"USW00012979","SAN MARCOS MUNICIPAL AIRPORT, TX US","2019-01-17","6.71",,"0.00",,"74","50","    1",,,,
"USW00012979","SAN MARCOS MUNICIPAL AIRPORT, TX US","2019-01-18","6.71",,"0.03",,"63","51","    1","    1",,,
"USW00012979","SAN MARCOS MUNICIPAL AIRPORT, TX US","2019-01-19","19.46",,"0.00",,"62","36",,,,,
"USW00012979","SAN MARCOS MUNICIPAL AIRPORT, TX US","2019-01-20","7.38",,"0.00",,"56","30",,,,,
"USW00012979","SAN MARCOS MUNICIPAL AIRPORT, TX US","2019-01-21","9.84",,"0.00",,"68","29",,,,,
"USW00012979","SAN MARCOS MUNICIPAL AIRPORT, TX US","2019-01-22","10.74",,"0.11",,"72","42",,,"    1",,
"USW00012979","SAN MARCOS MUNICIPAL AIRPORT, TX US","2019-01-23","14.99",,"0.03",,"56","31",,,,,
"USW00012979","SAN MARCOS MUNICIPAL AIRPORT, TX US","2019-01-24","7.83",,"0.00",,"64","26",,,,,
"USW00012979","SAN MARCOS MUNICIPAL AIRPORT, TX US","2019-01-25","5.82",,"0.00",,"63","35",,,,,
"USW00012979","SAN MARCOS MUNICIPAL AIRPORT, TX US","2019-01-26","5.82",,"0.00",,"66","40",,,,,
"USW00012979","SAN MARCOS MUNICIPAL AIRPORT, TX US","2019-01-27","5.82",,"0.17",,"68","39","    1",,,,
"USW00012979","SAN MARCOS MUNICIPAL AIRPORT, TX US","2019-01-28","11.63",,"0.00",,"71","37",,,,,
"USW00012979","SAN MARCOS MUNICIPAL AIRPORT, TX US","2019-01-29","12.75",,"0.00",,"51","36",,,,,
"USW00012979","SAN MARCOS MUNICIPAL AIRPORT, TX US","2019-01-30","6.49",,"0.00",,"56","35",,,,,
"USW00012979","SAN MARCOS MUNICIPAL AIRPORT, TX US","2019-01-31","5.59",,"0.00",,"61","47",,,,,
"USW00012979","SAN MARCOS MUNICIPAL AIRPORT, TX US","2019-02-01","4.47",,"0.00",,"67","56","    1",,,,
"USW00012979","SAN MARCOS MUNICIPAL AIRPORT, TX US","2019-02-02","6.26",,"0.00",,"65","59","    1","    1",,,
"USW00012979","SAN MARCOS MUNICIPAL AIRPORT, TX US","2019-02-03","8.72",,"0.01",,"76","51","    1","    1",,,
"USW00012979","SAN MARCOS MUNICIPAL AIRPORT, TX US","2019-02-04","7.83",,"0.00",,,,"    1",,,,
"USW00012979","SAN MARCOS MUNICIPAL AIRPORT, TX US","2019-02-05","9.84",,"0.00",,"80","66","    1",,,,
"USW00012979","SAN MARCOS MUNICIPAL AIRPORT, TX US","2019-02-06","11.18",,"0.01",,"78","62","    1",,,,"    1"
"USW00012979","SAN MARCOS MUNICIPAL AIRPORT, TX US","2019-02-07","16.11",,"0.06",,"71","40","    1",,,,"    1"
"USW00012979","SAN MARCOS MUNICIPAL AIRPORT, TX US","2019-02-08","18.12",,"0.00",,"40","34",,,,,
"USW00012979","SAN MARCOS MUNICIPAL AIRPORT, TX US","2019-02-09","10.96",,"0.03",,"40","33","    1",,,,
"USW00012979","SAN MARCOS MUNICIPAL AIRPORT, TX US","2019-02-10","6.26",,"0.05",,"48","38","    1",,,,
"USW00012979","SAN MARCOS MUNICIPAL AIRPORT, TX US","2019-02-11","6.71",,"0.02",,"61","48","    1",,,,
"USW00012979","SAN MARCOS MUNICIPAL AIRPORT, TX US","2019-02-12","10.29",,"0.00",,"66","36","    1",,,,"    1"
"USW00012979","SAN MARCOS MUNICIPAL AIRPORT, TX US","2019-02-13","8.50",,"0.00",,"67","26",,,,,
"USW00012979","SAN MARCOS MUNICIPAL AIRPORT, TX US","2019-02-14","10.96",,"0.00",,"75","47",,,,,
"USW00012979","SAN MARCOS MUNICIPAL AIRPORT, TX US","2019-02-15","7.16",,"0.00",,"85","50","    1","    1",,,
"USW00012979","SAN MARCOS MUNICIPAL AIRPORT, TX US","2019-02-16","9.84",,"0.00",,"63","45","    1",,,,"    1"
"USW00012979","SAN MARCOS MUNICIPAL AIRPORT, TX US","2019-02-17","13.65",,"0.00",,"66","48","    1",,,,
"USW00012979","SAN MARCOS MUNICIPAL AIRPORT, TX US","2019-02-18","16.33",,"0.00",,"63","42",,,,,
"USW00012979","SAN MARCOS MUNICIPAL AIRPORT, TX US","2019-02-19","13.42",,"0.10",,"46","41","    1",,,,
"USW00012979","SAN MARCOS MUNICIPAL AIRPORT, TX US","2019-02-20","5.82",,"0.00",,"66","39","    1",,,,
"USW00012979","SAN MARCOS MUNICIPAL AIRPORT, TX US","2019-02-21","8.05",,"0.00",,"57","40",,,,,
"USW00012979","SAN MARCOS MUNICIPAL AIRPORT, TX US","2019-02-22","6.71",,"0.02",,"59","49","    1",,,,
"USW00012979","SAN MARCOS MUNICIPAL AIRPORT, TX US","2019-02-23","9.40",,"0.01",,"77","45","    1","    1",,,
"USW00012979","SAN MARCOS MUNICIPAL AIRPORT, TX US","2019-02-24","10.29",,"0.00",,"65","41",,,,,
"USW00012979","SAN MARCOS MUNICIPAL AIRPORT, TX US","2019-02-25","9.40",,"0.00",,"68","41",,,,,
"USW00012979","SAN MARCOS MUNICIPAL AIRPORT, TX US","2019-02-26","6.49",,"0.02",,"68","54","    1",,,,
"USW00012979","SAN MARCOS MUNICIPAL AIRPORT, TX US","2019-02-27","4.03",,"0.00",,"80","58","    1","    1",,,
"USW00012979","SAN MARCOS MUNICIPAL AIRPORT, TX US","2019-02-28","12.30",,"0.01",,"57","40","    1",,,,
"USW00012979","SAN MARCOS MUNICIPAL AIRPORT, TX US","2019-03-01","5.37",,"0.00",,"55","42","    1",,,,"    1"
"USW00012979","SAN MARCOS MUNICIPAL AIRPORT, TX US","2019-03-02","9.40",,"0.00",,"55","47","    1","    1",,,
"USW00012979","SAN MARCOS MUNICIPAL AIRPORT, TX US","2019-03-03","17.00",,"0.00",,"48","33","    1",,,,
"USW00012979","SAN MARCOS MUNICIPAL AIRPORT, TX US","2019-03-04","17.22",,"0.00",,"41","29",,,,,
"USW00012979","SAN MARCOS MUNICIPAL AIRPORT, TX US","2019-03-05","11.18",,"0.00",,"51","26",,,,,
"USW00012979","SAN MARCOS MUNICIPAL AIRPORT, TX US","2019-03-06","9.84",,"0.00",,"60","28",,,,,
"USW00012979","SAN MARCOS MUNICIPAL AIRPORT, TX US","2019-03-07","10.51",,"0.00",,"72","50","    1",,,,
"USW00012979","SAN MARCOS MUNICIPAL AIRPORT, TX US","2019-03-08","13.65",,"0.00",,"84","63","    1",,,,
"USW00012979","SAN MARCOS MUNICIPAL AIRPORT, TX US","2019-03-09","9.17",,"0.02",,"87","55","    1",,,,
"USW00012979","SAN MARCOS MUNICIPAL AIRPORT, TX US","2019-03-10","7.61",,"0.00",,"80","56","    1",,,,"    1"
"USW00012979","SAN MARCOS MUNICIPAL AIRPORT, TX US","2019-03-11","11.63",,"0.00",,"66","58","    1",,,,
"USW00012979","SAN MARCOS MUNICIPAL AIRPORT, TX US","2019-03-12","14.54",,"0.00",,"81","58","    1","    1",,,
"USW00012979","SAN MARCOS MUNICIPAL AIRPORT, TX US","2019-03-13","12.53",,"0.24",,"84","56","    1",,"    1",,
"USW00012979","SAN MARCOS MUNICIPAL AIRPORT, TX US","2019-03-14","13.20",,"0.01",,"76","51","    1",,"    1",,
"USW00012979","SAN MARCOS MUNICIPAL AIRPORT, TX US","2019-03-15","14.32",,"0.00",,"61","48",,,,,
"USW00012979","SAN MARCOS MUNICIPAL AIRPORT, TX US","2019-03-16","6.93",,"0.00",,"60","42",,,,,
"USW00012979","SAN MARCOS MUNICIPAL AIRPORT, TX US","2019-03-17","5.82",,"0.00",,"65","42",,,,,
"USW00012979","SAN MARCOS MUNICIPAL AIRPORT, TX US","2019-03-18","7.38",,"0.00",,"70","41",,,,,
"USW00012979","SAN MARCOS MUNICIPAL AIRPORT, TX US","2019-03-19","6.71",,"0.00",,"72","40",,,,,
"USW00012979","SAN MARCOS MUNICIPAL AIRPORT, TX US","2019-03-20","4.70",,"0.00",,"78","48",,,,,
"USW00012979","SAN MARCOS MUNICIPAL AIRPORT, TX US","2019-03-21","4.70",,"0.00",,"79","48",,,,,
"USW00012979","SAN MARCOS MUNICIPAL AIRPORT, TX US","2019-03-22","8.05",,"0.00",,"80","46",,,,,
"USW00012979","SAN MARCOS MUNICIPAL AIRPORT, TX US","2019-03-23","10.07",,"0.00",,"76","60",,,,,
"USW00012979","SAN MARCOS MUNICIPAL AIRPORT, TX US","2019-03-24","9.17",,"0.00",,"84","65",,,,,
"USW00012979","SAN MARCOS MUNICIPAL AIRPORT, TX US","2019-03-25","10.29",,"0.00",,"85","61","    1",,,,"    1"
"USW00012979","SAN MARCOS MUNICIPAL AIRPORT, TX US","2019-03-26","9.62",,"0.18",,"79","53",,,,,"    1"
"USW00012979","SAN MARCOS MUNICIPAL AIRPORT, TX US","2019-03-27","8.50",,"0.00",,"80","46",,,,,
"USW00012979","SAN MARCOS MUNICIPAL AIRPORT, TX US","2019-03-28","10.51",,"0.00",,"81","54",,,,,
"USW00012979","SAN MARCOS MUNICIPAL AIRPORT, TX US","2019-03-29","12.75",,"0.00",,"82","60",,,,,"    1"
"USW00012979","SAN MARCOS MUNICIPAL AIRPORT, TX US","2019-03-30","16.55",,"0.00",,"71","51",,,,,
"USW00012979","SAN MARCOS MUNICIPAL AIRPORT, TX US","2019-03-31","14.76",,"0.00",,"59","40",,,,,
"USW00012979","SAN MARCOS MUNICIPAL AIRPORT, TX US","2019-04-01","6.26",,"0.00",,"61","38",,,,,
"USW00012979","SAN MARCOS MUNICIPAL AIRPORT, TX US","2019-04-02","6.93",,"0.00",,"75","34",,,,,
"USW00012979","SAN MARCOS MUNICIPAL AIRPORT, TX US","2019-04-03","10.29",,"0.03",,"70","56","    1",,,,
"USW00012979","SAN MARCOS MUNICIPAL AIRPORT, TX US","2019-04-04","7.83",,"0.03",,"88","62","    1",,,,
"USW00012979","SAN MARCOS MUNICIPAL AIRPORT, TX US","2019-04-05","6.71",,"0.00",,"85","59","    1","    1",,,"    1"
"USW00012979","SAN MARCOS MUNICIPAL AIRPORT, TX US","2019-04-06","8.72",,"1.03",,"79","66","    1",,"    1",,
"USW00012979","SAN MARCOS MUNICIPAL AIRPORT, TX US","2019-04-07","8.95",,"1.61",,"72","60","    1",,"    1",,"    1"
"USW00012979","SAN MARCOS MUNICIPAL AIRPORT, TX US","2019-04-08","8.95",,"0.00",,"86","59",,,,,
"USW00012979","SAN MARCOS MUNICIPAL AIRPORT, TX US","2019-04-09","5.82",,"0.00",,"91","55",,,,,
"USW00012979","SAN MARCOS MUNICIPAL AIRPORT, TX US","2019-04-10","11.18",,"0.00",,"94","56",,,,,
"USW00012979","SAN MARCOS MUNICIPAL AIRPORT, TX US","2019-04-11","8.50",,"0.00",,"83","57",,,,,
"USW00012979","SAN MARCOS MUNICIPAL AIRPORT, TX US","2019-04-12","9.84",,"0.00",,"81","54",,,,,
"USW00012979","SAN MARCOS MUNICIPAL AIRPORT, TX US","2019-04-13","17.67",,"0.29",,"75","47","    1",,"    1",,
"USW00012979","SAN MARCOS MUNICIPAL AIRPORT, TX US","2019-04-14","10.51",,"0.00",,"75","45",,,,,
"USW00012979","SAN MARCOS MUNICIPAL AIRPORT, TX US","2019-04-15","10.51",,"0.00",,"82","45",,,,,
"USW00012979","SAN MARCOS MUNICIPAL AIRPORT, TX US","2019-04-16","15.21",,"0.00",,"83","61",,,,,
"USW00012979","SAN MARCOS MUNICIPAL AIRPORT, TX US","2019-04-17","14.76",,"0.75",,"85","69","    1",,"    1",,"    1"
"USW00012979","SAN MARCOS MUNICIPAL AIRPORT, TX US","2019-04-18","14.76",,"0.71",,"75","53","    1",,"    1",,
"USW00012979","SAN MARCOS MUNICIPAL AIRPORT, TX US","2019-04-19","11.41",,"0.00",,"76","51",,,,,
"USW00012979","SAN MARCOS MUNICIPAL AIRPORT, TX US","2019-04-20","7.61",,"0.00",,"83","45",,,,,
"USW00012979","SAN MARCOS MUNICIPAL AIRPORT, TX US","2019-04-21","12.30",,"0.00",,"85","50","    1","    1",,,
"USW00012979","SAN MARCOS MUNICIPAL AIRPORT, TX US","2019-04-22","11.41",,"0.00",,"83","64","    1",,,,
"USW00012979","SAN MARCOS MUNICIPAL AIRPORT, TX US","2019-04-23","11.41",,"0.00",,"79","67","    1",,,,"    1"
"USW00012979","SAN MARCOS MUNICIPAL AIRPORT, TX US","2019-04-24","9.84",,"0.71",,"69","56","    1",,"    1",,
"USW00012979","SAN MARCOS MUNICIPAL AIRPORT, TX US","2019-04-25","6.26",,"0.00",,"87","52",,,,,
"USW00012979","SAN MARCOS MUNICIPAL AIRPORT, TX US","2019-04-26","8.95",,"0.00",,"83","57",,,,,
"USW00012979","SAN MARCOS MUNICIPAL AIRPORT, TX US","2019-04-27","10.29",,"0.00",,"86","57",,,,,
"USW00012979","SAN MARCOS MUNICIPAL AIRPORT, TX US","2019-04-28","9.40",,"0.00",,"87","63","    1","    1",,,
"USW00012979","SAN MARCOS MUNICIPAL AIRPORT, TX US","2019-04-29","11.86",,"0.00",,"86","67","    1",,,,
"USW00012979","SAN MARCOS MUNICIPAL AIRPORT, TX US","2019-04-30","15.21",,"0.00",,"84","72","    1",,,,
"USW00012979","SAN MARCOS MUNICIPAL AIRPORT, TX US","2019-05-01","12.97",,"0.00",,"86","74",,,,,
"USW00012979","SAN MARCOS MUNICIPAL AIRPORT, TX US","2019-05-02","10.51",,"0.00",,"84","63","    1",,,,
"USW00012979","SAN MARCOS MUNICIPAL AIRPORT, TX US","2019-05-03","8.72",,"1.83",,,,"    1",,"    1",,"    1"
"USW00012979","SAN MARCOS MUNICIPAL AIRPORT, TX US","2019-05-04","8.05",,"0.00",,"81","59",,,,,
"USW00012979","SAN MARCOS MUNICIPAL AIRPORT, TX US","2019-05-05","7.38",,"0.00",,"88","58",,,,,"    1"
"USW00012979","SAN MARCOS MUNICIPAL AIRPORT, TX US","2019-05-06","7.38",,"0.02",,"74","65","    1",,,,
"USW00012979","SAN MARCOS MUNICIPAL AIRPORT, TX US","2019-05-07","8.95",,"0.06",,"86","67","    1",,"    1",,"    1"
"USW00012979","SAN MARCOS MUNICIPAL AIRPORT, TX US","2019-05-08","9.17",,"0.65",,"78","67","    1",,"    1",,
"USW00012979","SAN MARCOS MUNICIPAL AIRPORT, TX US","2019-05-09","7.61",,"0.02",,"86","63","    1",,"    1",,"    1"
"USW00012979","SAN MARCOS MUNICIPAL AIRPORT, TX US","2019-05-10","14.09",,"0.01",,"67","55",,,"    1",,
"USW00012979","SAN MARCOS MUNICIPAL AIRPORT, TX US","2019-05-11","9.17",,"0.03",,"68","58","    1",,"    1",,
"USW00012979","SAN MARCOS MUNICIPAL AIRPORT, TX US","2019-05-12","8.05",,"0.00",,"79","60",,,,,
"USW00012979","SAN MARCOS MUNICIPAL AIRPORT, TX US","2019-05-13","6.04",,"0.00",,"84","55",,,,,
"USW00012979","SAN MARCOS MUNICIPAL AIRPORT, TX US","2019-05-14","5.59",,"0.00",,"84","60","    1",,,,
"USW00012979","SAN MARCOS MUNICIPAL AIRPORT, TX US","2019-05-15","4.47",,"0.00",,"87","63","    1",,,,
"USW00012979","SAN MARCOS MUNICIPAL AIRPORT, TX US","2019-05-16","7.16",,"0.00",,"89","64","    1",,,,
"USW00012979","SAN MARCOS MUNICIPAL AIRPORT, TX US","2019-05-17","14.09",,"0.00",,"91","72",,,,,
"USW00012979","SAN MARCOS MUNICIPAL AIRPORT, TX US","2019-05-18","13.20",,"0.01",,"85","75","    1",,,,
"USW00012979","SAN MARCOS MUNICIPAL AIRPORT, TX US","2019-05-19","6.26",,"0.00",,"92","74","    1",,,,"    1"
"USW00012979","SAN MARCOS MUNICIPAL AIRPORT, TX US","2019-05-20","17.45",,"0.00",,"92","77","    1",,,,
"USW00012979","SAN MARCOS MUNICIPAL AIRPORT, TX US","2019-05-21","10.29",,"0.01",,"89","66",,,,,
"USW00012979","SAN MARCOS MUNICIPAL AIRPORT, TX US","2019-05-22","13.65",,"0.00",,"92","73","    1",,,,"    1"
"USW00012979","SAN MARCOS MUNICIPAL AIRPORT, TX US","2019-05-23","16.11",,"0.00",,"94","75",,,,,
"USW00012979","SAN MARCOS MUNICIPAL AIRPORT, TX US","2019-05-24","14.09",,"0.00",,"92","74",,,,,
"USW00012979","SAN MARCOS MUNICIPAL AIRPORT, TX US","2019-05-25","13.65",,"0.00",,"92","74",,,,,
"USW00012979","SAN MARCOS MUNICIPAL AIRPORT, TX US","2019-05-26","12.08",,"0.00",,"93","70","    1",,,,"    1"
"USW00012979","SAN MARCOS MUNICIPAL AIRPORT, TX US","2019-05-27","13.20",,"0.00",,"91","72",,,,,
"USW00012979","SAN MARCOS MUNICIPAL AIRPORT, TX US","2019-05-28","13.42",,"0.02",,"90","72",,,"    1",,
"USW00012979","SAN MARCOS MUNICIPAL AIRPORT, TX US","2019-05-29","13.87",,"0.00",,"93","76",,,,,
"USW00012979","SAN MARCOS MUNICIPAL AIRPORT, TX US","2019-05-30","8.95",,"0.51",,"88","70","    1",,"    1",,
"USW00012979","SAN MARCOS MUNICIPAL AIRPORT, TX US","2019-05-31","4.92",,"0.00",,"92","69","    1",,,,"    1"
"USW00012979","SAN MARCOS MUNICIPAL AIRPORT, TX US","2019-06-01","4.92",,"0.00",,"93","72","    1",,,,
"USW00012979","SAN MARCOS MUNICIPAL AIRPORT, TX US","2019-06-02","4.92",,"0.00",,"94","69","    1","    1",,,"    1"
"USW00012979","SAN MARCOS MUNICIPAL AIRPORT, TX US","2019-06-03","7.61",,"0.00",,"95","72","    1","    1",,,
"USW00012979","SAN MARCOS MUNICIPAL AIRPORT, TX US","2019-06-04","4.03",,"0.19",,"85","71","    1",,,,
"USW00012979","SAN MARCOS MUNICIPAL AIRPORT, TX US","2019-06-05","5.82",,"0.16",,"92","73","    1",,,,
"USW00012979","SAN MARCOS MUNICIPAL AIRPORT, TX US","2019-06-06","6.04",,"0.15",,"94","67",,,"    1",,
"USW00012979","SAN MARCOS MUNICIPAL AIRPORT, TX US","2019-06-07","6.04",,"0.00",,"97","66",,,,,
"USW00012979","SAN MARCOS MUNICIPAL AIRPORT, TX US","2019-06-08","3.80",,"0.00",,"97","65",,,,,
"USW00012979","SAN MARCOS MUNICIPAL AIRPORT, TX US","2019-06-09","4.70",,,,,,,,,,
"USW00012979","SAN MARCOS MUNICIPAL AIRPORT, TX US","2019-06-10","12.30",,"0.00",,"87","73",,,,,
"USW00012979","SAN MARCOS MUNICIPAL AIRPORT, TX US","2019-06-11","4.70",,"0.13",,"79","67","    1",,,,"    1"
"USW00012979","SAN MARCOS MUNICIPAL AIRPORT, TX US","2019-06-12","3.58",,"0.01",,"88","63","    1",,,,
"USW00012979","SAN MARCOS MUNICIPAL AIRPORT, TX US","2019-06-13","6.04",,"0.00",,"90","67",,,,,
"USW00012979","SAN MARCOS MUNICIPAL AIRPORT, TX US","2019-06-14","9.62",,"0.00",,"92","67",,,,,
"USW00012979","SAN MARCOS MUNICIPAL AIRPORT, TX US","2019-06-15","13.87",,"0.00",,"96","75",,,,,
"USW00012979","SAN MARCOS MUNICIPAL AIRPORT, TX US","2019-06-16","13.42",,"0.00",,"95","76","    1",,"    1",,
"USW00012979","SAN MARCOS MUNICIPAL AIRPORT, TX US","2019-06-17","5.14",,"1.21",,"88","67","    1",,"    1",,
"USW00012979","SAN MARCOS MUNICIPAL AIRPORT, TX US","2019-06-18","4.03",,"0.00",,"94","69","    1",,,,"    1"
"USW00012979","SAN MARCOS MUNICIPAL AIRPORT, TX US","2019-06-19","10.96",,"0.00",,"98","76","    1",,,,
"USW00012979","SAN MARCOS MUNICIPAL AIRPORT, TX US","2019-06-20","12.30",,"0.00",,"97","78",,,,,
"USW00012979","SAN MARCOS MUNICIPAL AIRPORT, TX US","2019-06-21","12.53",,"0.00",,"96","79",,,,,
"USW00012979","SAN MARCOS MUNICIPAL AIRPORT, TX US","2019-06-22","10.07",,"0.03",,"94","72",,,"    1",,"    1"
"USW00012979","SAN MARCOS MUNICIPAL AIRPORT, TX US","2019-06-23","14.32",,"0.00",,"96","79",,,,,
"USW00012979","SAN MARCOS MUNICIPAL AIRPORT, TX US","2019-06-24","8.72",,"1.17",,"85","67","    1",,"    1",,
"USW00012979","SAN MARCOS MUNICIPAL AIRPORT, TX US","2019-06-25","8.05",,"0.00",,"93","69",,,,,
"USW00012979","SAN MARCOS MUNICIPAL AIRPORT, TX US","2019-06-26","5.59",,"0.00",,"92","69","    1",,"    1",,
"USW00012979","SAN MARCOS MUNICIPAL AIRPORT, TX US","2019-06-27","4.47",,"0.38",,"94","71","    1",,"    1",,
"USW00012979","SAN MARCOS MUNICIPAL AIRPORT, TX US","2019-06-28","4.92",,"0.00",,"94","71","    1","    1",,,
"USW00012979","SAN MARCOS MUNICIPAL AIRPORT, TX US","2019-06-29","6.26",,"0.00",,"95","68","    1",,"    1",,"    1"
"USW00012979","SAN MARCOS MUNICIPAL AIRPORT, TX US","2019-06-30","6.71",,"0.08",,"86","68",,,"    1",,
"USW00012979","SAN MARCOS MUNICIPAL AIRPORT, TX US","2019-07-01","7.38",,"0.00",,"93","71",,,,,
"USW00012979","SAN MARCOS MUNICIPAL AIRPORT, TX US","2019-07-02","7.38",,"0.00",,"95","72","    1","    1",,,
"USW00012979","SAN MARCOS MUNICIPAL AIRPORT, TX US","2019-07-03","7.38",,"0.29",,"93","74","    1","    1","    1",,"    1"
"USW00012979","SAN MARCOS MUNICIPAL AIRPORT, TX US","2019-07-04","9.62",,"0.00",,"94","73","    1",,,,
"USW00012979","SAN MARCOS MUNICIPAL AIRPORT, TX US","2019-07-05","10.51",,"0.00",,"96","77",,,,,
"USW00012979","SAN MARCOS MUNICIPAL AIRPORT, TX US","2019-07-06","8.28",,"0.00",,"94","74",,,,,
"USW00012979","SAN MARCOS MUNICIPAL AIRPORT, TX US","2019-07-07","7.83",,"0.00",,"96","76",,,,,
"USW00012979","SAN MARCOS MUNICIPAL AIRPORT, TX US","2019-07-08","7.83",,"0.00",,"97","75",,,,,
