"STATION","NAME","DATE","AWND","PGTM","PRCP","SNOW","TMAX","TMIN","WT01","WT02","WT03","WT06","WT08"
"USW00012979","SAN MARCOS MUNICIPAL AIRPORT, TX US","2021-03-09","12.53",,"0.00",,"77","48","    1","    1",,,
"USW00012979","SAN MARCOS MUNICIPAL AIRPORT, TX US","2021-03-10","18.57",,"0.00",,"83","63",,,,,
"USW00012979","SAN MARCOS MUNICIPAL AIRPORT, TX US","2021-03-11","15.43",,"0.00",,"80","66",,,,,
"USW00012979","SAN MARCOS MUNICIPAL AIRPORT, TX US","2021-03-12","14.76",,"0.00",,"81","66",,,,,
"USW00012979","SAN MARCOS MUNICIPAL AIRPORT, TX US","2021-03-13","16.78",,"0.00",,"79","66","    1",,,,
"USW00012979","SAN MARCOS MUNICIPAL AIRPORT, TX US","2021-03-14","8.28",,"0.00",,"73","47","    1",,,,
"USW00012979","SAN MARCOS MUNICIPAL AIRPORT, TX US","2021-03-15","6.26",,"0.00",,"84","39",,,,,
"USW00012979","SAN MARCOS MUNICIPAL AIRPORT, TX US","2021-03-16","10.74",,"0.00",,"82","66","    1",,,,
"USW00012979","SAN MARCOS MUNICIPAL AIRPORT, TX US","2021-03-17","19.46",,"0.00",,"81","53","    1",,,,"    1"
"USW00012979","SAN MARCOS MUNICIPAL AIRPORT, TX US","2021-03-18","17.22",,"0.00",,"74","46",,,,,
"USW00012979","SAN MARCOS MUNICIPAL AIRPORT, TX US","2021-03-19","9.84",,"0.00",,"71","40",,,,,
"USW00012979","SAN MARCOS MUNICIPAL AIRPORT, TX US","2021-03-20","5.59",,"0.00",,"71","37",,,,,
"USW00012979","SAN MARCOS MUNICIPAL AIRPORT, TX US","2021-03-21","7.61",,"0.00",,"74","41",,,,,
"USW00012979","SAN MARCOS MUNICIPAL AIRPORT, TX US","2021-03-22","13.42",,"0.00",,"72","55","    1",,,,
"USW00012979","SAN MARCOS MUNICIPAL AIRPORT, TX US","2021-03-23","5.59",,"0.00",,"80","52","    1",,"    1",,"    1"
"USW00012979","SAN MARCOS MUNICIPAL AIRPORT, TX US","2021-03-24","8.28",,"0.00",,"71","48","    1","    1",,,
"USW00012979","SAN MARCOS MUNICIPAL AIRPORT, TX US","2021-03-25","9.40",,"0.00",,"76","49","    1",,,,
"USW00012979","SAN MARCOS MUNICIPAL AIRPORT, TX US","2021-03-26","6.49",,"0.00",,"84","44",,,,,
"USW00012979","SAN MARCOS MUNICIPAL AIRPORT, TX US","2021-03-27","8.50",,"0.00",,"86","65","    1",,,,
"USW00012979","SAN MARCOS MUNICIPAL AIRPORT, TX US","2021-03-28","16.78",,"0.00",,"73","47","    1",,"    1",,
"USW00012979","SAN MARCOS MUNICIPAL AIRPORT, TX US","2021-03-29","8.28",,"0.00",,"76","41",,,,,"    1"
"USW00012979","SAN MARCOS MUNICIPAL AIRPORT, TX US","2021-03-30","11.18",,"0.00",,"81","60","    1","    1",,,
"USW00012979","SAN MARCOS MUNICIPAL AIRPORT, TX US","2021-03-31","15.21",,"0.00",,"74","56","    1",,,,
"USW00012979","SAN MARCOS MUNICIPAL AIRPORT, TX US","2021-04-01","8.05",,"0.00",,"71","42",,,,,
"USW00012979","SAN MARCOS MUNICIPAL AIRPORT, TX US","2021-04-02","9.17",,"0.00",,"72","42",,,,,
"USW00012979","SAN MARCOS MUNICIPAL AIRPORT, TX US","2021-04-03","7.61",,"0.00",,"69","51",,,,,
"USW00012979","SAN MARCOS MUNICIPAL AIRPORT, TX US","2021-04-04","6.49",,"0.00",,"77","52",,,,,
"USW00012979","SAN MARCOS MUNICIPAL AIRPORT, TX US","2021-04-05","8.72",,"0.00",,"82","52","    1","    1",,,
"USW00012979","SAN MARCOS MUNICIPAL AIRPORT, TX US","2021-04-06","17.90",,"0.00",,"87","66",,,,,
"USW00012979","SAN MARCOS MUNICIPAL AIRPORT, TX US","2021-04-07","10.96",,"0.00",,"90","57",,,,,
"USW00012979","SAN MARCOS MUNICIPAL AIRPORT, TX US","2021-04-08","8.95",,"0.00",,"92","53","    1","    1",,,
"USW00012979","SAN MARCOS MUNICIPAL AIRPORT, TX US","2021-04-09","12.30",,"0.00",,"92","69","    1",,,,
"USW00012979","SAN MARCOS MUNICIPAL AIRPORT, TX US","2021-04-10","14.32",,"0.00",,"83","54","    1",,,,
"USW00012979","SAN MARCOS MUNICIPAL AIRPORT, TX US","2021-04-11","8.72",,"0.00",,"89","43",,,,,
"USW00012979","SAN MARCOS MUNICIPAL AIRPORT, TX US","2021-04-12","10.74",,"0.00",,"89","65",,,,,"    1"
"USW00012979","SAN MARCOS MUNICIPAL AIRPORT, TX US","2021-04-13","9.62",,"0.00",,"85","71",,,,,
"USW00012979","SAN MARCOS MUNICIPAL AIRPORT, TX US","2021-04-14","8.50",,"0.00",,"83","69","    1",,,,
"USW00012979","SAN MARCOS MUNICIPAL AIRPORT, TX US","2021-04-15","10.51",,"0.00",,"73","63","    1",,,,
"USW00012979","SAN MARCOS MUNICIPAL AIRPORT, TX US","2021-04-16","9.17",,"0.00",,"69","60","    1",,,,
"USW00012979","SAN MARCOS MUNICIPAL AIRPORT, TX US","2021-04-17","17.22",,"0.00",,"70","52",,,,,
"USW00012979","SAN MARCOS MUNICIPAL AIRPORT, TX US","2021-04-18","9.40",,"0.00",,"70","48",,,,,
"USW00012979","SAN MARCOS MUNICIPAL AIRPORT, TX US","2021-04-19","5.37",,"0.00",,"77","46",,,,,
"USW00012979","SAN MARCOS MUNICIPAL AIRPORT, TX US","2021-04-20","8.50",,"0.00",,"83","46",,,,,
"USW00012979","SAN MARCOS MUNICIPAL AIRPORT, TX US","2021-04-21","14.09",,"0.00",,"67","44",,,,,
"USW00012979","SAN MARCOS MUNICIPAL AIRPORT, TX US","2021-04-22","6.93",,"0.00",,"67","45","    1",,,,
"USW00012979","SAN MARCOS MUNICIPAL AIRPORT, TX US","2021-04-23","7.83",,"0.00",,"76","64","    1","    1","    1",,
"USW00012979","SAN MARCOS MUNICIPAL AIRPORT, TX US","2021-04-24","10.51",,"0.00",,"86","57",,,,,
"USW00012979","SAN MARCOS MUNICIPAL AIRPORT, TX US","2021-04-25","9.17",,"0.00",,"88","54",,,,,
"USW00012979","SAN MARCOS MUNICIPAL AIRPORT, TX US","2021-04-26","12.53",,"0.00",,"87","64","    1",,,,
"USW00012979","SAN MARCOS MUNICIPAL AIRPORT, TX US","2021-04-27","12.75",,"0.00",,"79","69",,,,,
"USW00012979","SAN MARCOS MUNICIPAL AIRPORT, TX US","2021-04-28","17.00",,"0.00",,"87","72",,,"    1",,
"USW00012979","SAN MARCOS MUNICIPAL AIRPORT, TX US","2021-04-29","10.51",,"0.00",,"76","67","    1",,"    1",,
"USW00012979","SAN MARCOS MUNICIPAL AIRPORT, TX US","2021-04-30","11.86",,"0.00",,"72","66","    1",,"    1",,
"USW00012979","SAN MARCOS MUNICIPAL AIRPORT, TX US","2021-05-01","9.40",,"0.00",,"72","65","    1",,"    1",,
"USW00012979","SAN MARCOS MUNICIPAL AIRPORT, TX US","2021-05-02","10.07",,"0.00",,"89","62","    1","    1",,,
"USW00012979","SAN MARCOS MUNICIPAL AIRPORT, TX US","2021-05-03","10.07",,"0.00",,"94","68","    1",,,,
"USW00012979","SAN MARCOS MUNICIPAL AIRPORT, TX US","2021-05-04","11.41",,"0.00",,"81","63","    1",,"    1",,
"USW00012979","SAN MARCOS MUNICIPAL AIRPORT, TX US","2021-05-05","8.95",,"0.00",,"80","57",,,,,
"USW00012979","SAN MARCOS MUNICIPAL AIRPORT, TX US","2021-05-06","6.49",,"0.00",,"86","55",,,,,
"USW00012979","SAN MARCOS MUNICIPAL AIRPORT, TX US","2021-05-07","6.26",,"0.00",,"86","57",,,,,
"USW00012979","SAN MARCOS MUNICIPAL AIRPORT, TX US","2021-05-08","15.21",,"0.00",,"89","67",,,,,
"USW00012979","SAN MARCOS MUNICIPAL AIRPORT, TX US","2021-05-09","10.07",,"0.00",,"89","75",,,,,
"USW00012979","SAN MARCOS MUNICIPAL AIRPORT, TX US","2021-05-10","8.50",,"0.00",,"86","64","    1",,"    1",,
"USW00012979","SAN MARCOS MUNICIPAL AIRPORT, TX US","2021-05-11","10.51",,"0.00",,"85","62","    1",,"    1",,
"USW00012979","SAN MARCOS MUNICIPAL AIRPORT, TX US","2021-05-12","14.09",,"0.00",,"75","61",,,,,
"USW00012979","SAN MARCOS MUNICIPAL AIRPORT, TX US","2021-05-13","8.28",,"0.00",,"75","59",,,,,
"USW00012979","SAN MARCOS MUNICIPAL AIRPORT, TX US","2021-05-14","6.93",,"0.00",,"83","57",,,,,
"USW00012979","SAN MARCOS MUNICIPAL AIRPORT, TX US","2021-05-15","7.83",,"0.00",,"78","65","    1",,,,
"USW00012979","SAN MARCOS MUNICIPAL AIRPORT, TX US","2021-05-16","10.29",,"0.00",,"81","70","    1",,,,
"USW00012979","SAN MARCOS MUNICIPAL AIRPORT, TX US","2021-05-17","9.40",,"0.00",,"86","67","    1",,"    1",,
"USW00012979","SAN MARCOS MUNICIPAL AIRPORT, TX US","2021-05-18","10.51",,"0.00",,"81","63","    1","    1","    1",,
"USW00012979","SAN MARCOS MUNICIPAL AIRPORT, TX US","2021-05-19","7.38",,"0.00",,"71","62",,,"    1",,
"USW00012979","SAN MARCOS MUNICIPAL AIRPORT, TX US","2021-05-20","4.03",,"0.00",,"83","59",,,,,
"USW00012979","SAN MARCOS MUNICIPAL AIRPORT, TX US","2021-05-21","6.26",,"0.00",,"86","63","    1","    1",,,
"USW00012979","SAN MARCOS MUNICIPAL AIRPORT, TX US","2021-05-22","12.30",,"0.00",,"83","71","    1",,,,
"USW00012979","SAN MARCOS MUNICIPAL AIRPORT, TX US","2021-05-23","7.83",,"0.00",,"71","70","    1",,,,
"USW00012979","SAN MARCOS MUNICIPAL AIRPORT, TX US","2021-05-24","8.50",,"0.00",,"87","69","    1",,"    1",,
"USW00012979","SAN MARCOS MUNICIPAL AIRPORT, TX US","2021-05-25","11.18",,"0.00",,"88","72","    1",,,,
"USW00012979","SAN MARCOS MUNICIPAL AIRPORT, TX US","2021-05-26","9.40",,"0.00",,"90","72","    1",,,,
"USW00012979","SAN MARCOS MUNICIPAL AIRPORT, TX US","2021-05-27","10.51",,"0.00",,"90","74",,,,,
"USW00012979","SAN MARCOS MUNICIPAL AIRPORT, TX US","2021-05-28","12.08",,"0.00",,"90","67","    1",,"    1",,
"USW00012979","SAN MARCOS MUNICIPAL AIRPORT, TX US","2021-05-29","6.93",,"0.00",,"85","66",,,,,
"USW00012979","SAN MARCOS MUNICIPAL AIRPORT, TX US","2021-05-30","6.49",,"0.00",,"86","66","    1","    1",,,
"USW00012979","SAN MARCOS MUNICIPAL AIRPORT, TX US","2021-05-31","9.62",,"0.00",,"88","70","    1",,,,
"USW00012979","SAN MARCOS MUNICIPAL AIRPORT, TX US","2021-06-01","6.49",,"0.00",,"84","68","    1",,"    1",,
"USW00012979","SAN MARCOS MUNICIPAL AIRPORT, TX US","2021-06-02","5.82",,"0.00",,"88","65",,,,,
"USW00012979","SAN MARCOS MUNICIPAL AIRPORT, TX US","2021-06-03","6.04",,"0.00",,"75","65","    1",,,,
"USW00012979","SAN MARCOS MUNICIPAL AIRPORT, TX US","2021-06-04","4.47",,"0.00",,"83","68",,,,,
"USW00012979","SAN MARCOS MUNICIPAL AIRPORT, TX US","2021-06-05","3.58",,"0.00",,"84","67","    1",,,,
"USW00012979","SAN MARCOS MUNICIPAL AIRPORT, TX US","2021-06-06","7.61",,"0.00",,"91","66","    1",,,,
"USW00012979","SAN MARCOS MUNICIPAL AIRPORT, TX US","2021-06-07","11.41",,"0.00",,"92","78","    1",,,,
"USW00012979","SAN MARCOS MUNICIPAL AIRPORT, TX US","2021-06-08","11.18",,"0.00",,"92","77","    1",,,,"    1"
"USW00012979","SAN MARCOS MUNICIPAL AIRPORT, TX US","2021-06-09","9.84",,"0.00",,"94","75","    1",,,,
"USW00012979","SAN MARCOS MUNICIPAL AIRPORT, TX US","2021-06-10","11.18",,"0.00",,"93","76",,,,,
"USW00012979","SAN MARCOS MUNICIPAL AIRPORT, TX US","2021-06-11","10.29",,"0.00",,"93","76",,,,,
"USW00012979","SAN MARCOS MUNICIPAL AIRPORT, TX US","2021-06-12","5.82",,"0.00",,"94","75",,,,,
"USW00012979","SAN MARCOS MUNICIPAL AIRPORT, TX US","2021-06-13","4.25",,"0.00",,"96","71","    1",,,,
"USW00012979","SAN MARCOS MUNICIPAL AIRPORT, TX US","2021-06-14","4.03",,"0.00",,"98","71",,,,,
"USW00012979","SAN MARCOS MUNICIPAL AIRPORT, TX US","2021-06-15","5.82",,"0.00",,"95","75",,,,,
"USW00012979","SAN MARCOS MUNICIPAL AIRPORT, TX US","2021-06-16","5.82",,"0.00",,"94","69",,,,,"    1"
"USW00012979","SAN MARCOS MUNICIPAL AIRPORT, TX US","2021-06-17","4.03",,"0.00",,"95","71",,,,,"    1"
"USW00012979","SAN MARCOS MUNICIPAL AIRPORT, TX US","2021-06-18","4.03",,"0.00",,"92","71",,,,,
"USW00012979","SAN MARCOS MUNICIPAL AIRPORT, TX US","2021-06-19","6.49",,"0.00",,"94","66",,,,,
"USW00012979","SAN MARCOS MUNICIPAL AIRPORT, TX US","2021-06-20","9.62",,"0.00",,"93","72",,,,,
"USW00012979","SAN MARCOS MUNICIPAL AIRPORT, TX US","2021-06-21","9.62",,"0.00",,"94","79","    1",,,,
"USW00012979","SAN MARCOS MUNICIPAL AIRPORT, TX US","2021-06-22","6.93",,"0.00",,"90","73","    1",,"    1",,
"USW00012979","SAN MARCOS MUNICIPAL AIRPORT, TX US","2021-06-23","8.28",,"0.00",,"96","75","    1",,,,
"USW00012979","SAN MARCOS MUNICIPAL AIRPORT, TX US","2021-06-24","10.51",,"0.00","0.0","95","76",,,,,
"USW00012979","SAN MARCOS MUNICIPAL AIRPORT, TX US","2021-06-25","12.08",,"0.00","0.0","95","77",,,,,
"USW00012979","SAN MARCOS MUNICIPAL AIRPORT, TX US","2021-06-26","13.65",,"0.00","0.0","95","74",,,,,
"USW00012979","SAN MARCOS MUNICIPAL AIRPORT, TX US","2021-06-27","5.59",,"0.00",,"90","72","    1",,"    1",,
"USW00012979","SAN MARCOS MUNICIPAL AIRPORT, TX US","2021-06-28","6.26",,"0.00",,"90","71","    1",,,,
"USW00012979","SAN MARCOS MUNICIPAL AIRPORT, TX US","2021-06-29","6.26",,"0.00",,"88","73","    1",,,,
"USW00012979","SAN MARCOS MUNICIPAL AIRPORT, TX US","2021-06-30","4.92",,"0.00","0.0","92","73","    1",,,,
"USW00012979","SAN MARCOS MUNICIPAL AIRPORT, TX US","2021-07-01","4.47",,"0.00",,"95","70","    1",,,,
"USW00012979","SAN MARCOS MUNICIPAL AIRPORT, TX US","2021-07-02","5.37",,"0.00",,"95","73",,,,,
"USW00012979","SAN MARCOS MUNICIPAL AIRPORT, TX US","2021-07-03","5.82",,"0.00",,"93","75",,,,,
"USW00012979","SAN MARCOS MUNICIPAL AIRPORT, TX US","2021-07-04","4.92",,"0.00",,"89","74","    1","    1","    1",,
"USW00012979","SAN MARCOS MUNICIPAL AIRPORT, TX US","2021-07-05","4.25",,"0.00",,"88","73","    1",,,,
"USW00012979","SAN MARCOS MUNICIPAL AIRPORT, TX US","2021-07-06","9.40",,"0.00",,"88","73",,,,,
"USW00012979","SAN MARCOS MUNICIPAL AIRPORT, TX US","2021-07-07","7.16",,"0.00",,"87","71",,,,,
"USW00012979","SAN MARCOS MUNICIPAL AIRPORT, TX US","2021-07-08","9.40",,"0.00",,"88","73","    1",,,,
"USW00012979","SAN MARCOS MUNICIPAL AIRPORT, TX US","2021-07-09","10.07",,"0.00",,"80","74","    1",,,,
"USW00012979","SAN MARCOS MUNICIPAL AIRPORT, TX US","2021-07-10","9.84",,"0.00",,"92","74","    1",,,,
"USW00012979","SAN MARCOS MUNICIPAL AIRPORT, TX US","2021-07-11","7.38",,"0.00",,"92","75",,,,,
"USW00012979","SAN MARCOS MUNICIPAL AIRPORT, TX US","2021-07-12","8.50",,"0.00",,"90","72",,,,,
"USW00012979","SAN MARCOS MUNICIPAL AIRPORT, TX US","2021-07-13","3.13",,"0.00",,"91","69","    1",,"    1",,
"USW00012979","SAN MARCOS MUNICIPAL AIRPORT, TX US","2021-07-14","6.04",,"0.00",,"90","70","    1",,,,
"USW00012979","SAN MARCOS MUNICIPAL AIRPORT, TX US","2021-07-15","8.72",,"0.00",,"93","72","    1","    1",,,
"USW00012979","SAN MARCOS MUNICIPAL AIRPORT, TX US","2021-07-16","11.41",,"0.00",,"93","74",,,,,
"USW00012979","SAN MARCOS MUNICIPAL AIRPORT, TX US","2021-07-17","9.40",,"0.00",,"93","76",,,,,
"USW00012979","SAN MARCOS MUNICIPAL AIRPORT, TX US","2021-07-18","6.04",,"0.00",,"94","71",,,,,
"USW00012979","SAN MARCOS MUNICIPAL AIRPORT, TX US","2021-07-19","6.26",,"0.00",,"96","73","    1",,"    1",,
"USW00012979","SAN MARCOS MUNICIPAL AIRPORT, TX US","2021-07-20","6.26",,"0.00",,"90","72","    1",,,,
"USW00012979","SAN MARCOS MUNICIPAL AIRPORT, TX US","2021-07-21","5.59",,"0.00",,"92","71",,,,,
"USW00012979","SAN MARCOS MUNICIPAL AIRPORT, TX US","2021-07-22","6.49",,"0.00",,"93","68","    1",,"    1",,
"USW00012979","SAN MARCOS MUNICIPAL AIRPORT, TX US","2021-07-23","9.62",,"0.00",,"94","72","    1",,,,
"USW00012979","SAN MARCOS MUNICIPAL AIRPORT, TX US","2021-07-24","11.41",,"0.00",,"96","75",,,,,
"USW00012979","SAN MARCOS MUNICIPAL AIRPORT, TX US","2021-07-25","7.38",,"0.00",,"96","74",,,,,
"USW00012979","SAN MARCOS MUNICIPAL AIRPORT, TX US","2021-07-26","6.49",,"0.00",,"96","74",,,,,
"USW00012979","SAN MARCOS MUNICIPAL AIRPORT, TX US","2021-07-27","5.37",,"0.00",,"95","70","    1","    1",,,
"USW00012979","SAN MARCOS MUNICIPAL AIRPORT, TX US","2021-07-28","4.92",,"0.00",,"95","73",,,,,
"USW00012979","SAN MARCOS MUNICIPAL AIRPORT, TX US","2021-07-29","3.13",,"0.00",,"94","72",,,"    1",,
"USW00012979","SAN MARCOS MUNICIPAL AIRPORT, TX US","2021-07-30","4.25",,"0.00",,"95","69","    1",,,,
"USW00012979","SAN MARCOS MUNICIPAL AIRPORT, TX US","2021-07-31","7.16",,"0.00",,"96","74",,,,,
"USW00012979","SAN MARCOS MUNICIPAL AIRPORT, TX US","2021-08-01","6.93",,"0.00",,"98","73","    1",,"    1",,
"USW00012979","SAN MARCOS MUNICIPAL AIRPORT, TX US","2021-08-02","4.70",,"0.00",,"90","73","    1",,"    1",,
"USW00012979","SAN MARCOS MUNICIPAL AIRPORT, TX US","2021-08-03","6.04",,"0.00",,"92","73",,,,,
"USW00012979","SAN MARCOS MUNICIPAL AIRPORT, TX US","2021-08-04","6.26",,"0.00",,"92","73","    1",,,,
"USW00012979","SAN MARCOS MUNICIPAL AIRPORT, TX US","2021-08-05","4.47",,"0.00","0.0","84","73","    1",,"    1",,
"USW00012979","SAN MARCOS MUNICIPAL AIRPORT, TX US","2021-08-06","6.26",,"0.00",,"93","76","    1",,,,"    1"
"USW00012979","SAN MARCOS MUNICIPAL AIRPORT, TX US","2021-08-07","9.17",,"0.00",,"93","73","    1",,,,
"USW00012979","SAN MARCOS MUNICIPAL AIRPORT, TX US","2021-08-08","13.20",,"0.00",,"94","78",,,,,
"USW00012979","SAN MARCOS MUNICIPAL AIRPORT, TX US","2021-08-09","12.97",,"0.00",,"95","75",,,,,
"USW00012979","SAN MARCOS MUNICIPAL AIRPORT, TX US","2021-08-10","9.62",,"0.00",,"95","72","    1",,,,
"USW00012979","SAN MARCOS MUNICIPAL AIRPORT, TX US","2021-08-11","8.05",,"0.00",,"95","71","    1","    1",,,
"USW00012979","SAN MARCOS MUNICIPAL AIRPORT, TX US","2021-08-12","8.05",,"0.00",,"95","74","    1",,,,
"USW00012979","SAN MARCOS MUNICIPAL AIRPORT, TX US","2021-08-13","6.71",,"0.00",,"96","72",,,,,
"USW00012979","SAN MARCOS MUNICIPAL AIRPORT, TX US","2021-08-14","3.58",,"0.00",,"96","71",,,,,"    1"
"USW00012979","SAN MARCOS MUNICIPAL AIRPORT, TX US","2021-08-15","3.58",,"0.00",,"93","72","    1","    1","    1",,"    1"
"USW00012979","SAN MARCOS MUNICIPAL AIRPORT, TX US","2021-08-16","3.80",,"0.00",,"92","70",,,,,
"USW00012979","SAN MARCOS MUNICIPAL AIRPORT, TX US","2021-08-17","6.71",,"0.00",,"95","71","    1",,,,
"USW00012979","SAN MARCOS MUNICIPAL AIRPORT, TX US","2021-08-18","10.07",,"0.00",,"96","77",,,,,
"USW00012979","SAN MARCOS MUNICIPAL AIRPORT, TX US","2021-08-19","11.41",,"0.00",,"96","78",,,,,
"USW00012979","SAN MARCOS MUNICIPAL AIRPORT, TX US","2021-08-20","10.07",,"0.00",,"95","75",,,,,
"USW00012979","SAN MARCOS MUNICIPAL AIRPORT, TX US","2021-08-21","7.83",,"0.00",,"96","74","    1",,,,
"USW00012979","SAN MARCOS MUNICIPAL AIRPORT, TX US","2021-08-22","6.71",,"0.00",,"96","71","    1",,,,
"USW00012979","SAN MARCOS MUNICIPAL AIRPORT, TX US","2021-08-23","6.93",,"0.00",,"96","72",,,,,
"USW00012979","SAN MARCOS MUNICIPAL AIRPORT, TX US","2021-08-24","6.71",,"0.00",,"97","72",,,,,
"USW00012979","SAN MARCOS MUNICIPAL AIRPORT, TX US","2021-08-25","4.92",,"0.00",,"96","71",,,,,"    1"
"USW00012979","SAN MARCOS MUNICIPAL AIRPORT, TX US","2021-08-26","4.70",,"0.00",,"97","74",,,,,
"USW00012979","SAN MARCOS MUNICIPAL AIRPORT, TX US","2021-08-27","3.36",,"0.00",,"88","72","    1",,"    1",,"    1"
"USW00012979","SAN MARCOS MUNICIPAL AIRPORT, TX US","2021-08-28","6.04",,"0.00",,"91","73","    1",,,,"    1"
"USW00012979","SAN MARCOS MUNICIPAL AIRPORT, TX US","2021-08-29","4.92",,"0.00",,"94","72",,,,,
"USW00012979","SAN MARCOS MUNICIPAL AIRPORT, TX US","2021-08-30","4.25",,"0.00",,"93","73",,,,,
"USW00012979","SAN MARCOS MUNICIPAL AIRPORT, TX US","2021-08-31","5.82",,"0.00",,"98","71",,,,,
"USW00012979","SAN MARCOS MUNICIPAL AIRPORT, TX US","2021-09-01","6.26",,"0.00",,"97","74","    1",,,,
"USW00012979","SAN MARCOS MUNICIPAL AIRPORT, TX US","2021-09-02","6.71",,"0.00",,"97","77","    1",,,,
"USW00012979","SAN MARCOS MUNICIPAL AIRPORT, TX US","2021-09-03","5.82",,"0.00",,"97","73","    1",,,,
"USW00012979","SAN MARCOS MUNICIPAL AIRPORT, TX US","2021-09-04","7.16",,"0.00",,"97","74",,,,,
"USW00012979","SAN MARCOS MUNICIPAL AIRPORT, TX US","2021-09-05","6.71",,"0.00",,"99","74",,,,,
"USW00012979","SAN MARCOS MUNICIPAL AIRPORT, TX US","2021-09-06","4.70",,"0.00",,"98","72","    1",,"    1",,"    1"
"USW00012979","SAN MARCOS MUNICIPAL AIRPORT, TX US","2021-09-07","4.03",,"0.00",,"98","70",,,,,
"USW00012979","SAN MARCOS MUNICIPAL AIRPORT, TX US","2021-09-08","5.82",,"0.00",,"99","65","    1",,,,
"USW00012979","SAN MARCOS MUNICIPAL AIRPORT, TX US","2021-09-09","8.50",,"0.00",,"95","64",,,,,
"USW00012979","SAN MARCOS MUNICIPAL AIRPORT, TX US","2021-09-10","5.59",,"0.00",,"94","65",,,,,
"USW00012979","SAN MARCOS MUNICIPAL AIRPORT, TX US","2021-09-11","5.82",,"0.00",,"93","60",,,,,
"USW00012979","SAN MARCOS MUNICIPAL AIRPORT, TX US","2021-09-12","5.82",,"0.00",,"92","66",,,,,
"USW00012979","SAN MARCOS MUNICIPAL AIRPORT, TX US","2021-09-13","9.62",,"0.00",,"88","72",,,,,
"USW00012979","SAN MARCOS MUNICIPAL AIRPORT, TX US","2021-09-14","10.51",,"0.00",,"90","70",,,,,
"USW00012979","SAN MARCOS MUNICIPAL AIRPORT, TX US","2021-09-15","8.50",,"0.00",,"90","71",,,,,
"USW00012979","SAN MARCOS MUNICIPAL AIRPORT, TX US","2021-09-16","6.04",,"0.00",,"94","67",,,,,
"USW00012979","SAN MARCOS MUNICIPAL AIRPORT, TX US","2021-09-17","4.03",,"0.00",,"96","66",,,,,
"USW00012979","SAN MARCOS MUNICIPAL AIRPORT, TX US","2021-09-18","4.03",,"0.00",,"98","69",,,,,
"USW00012979","SAN MARCOS MUNICIPAL AIRPORT, TX US","2021-09-19","4.03",,"0.00",,"98","68",,,,,"    1"
"USW00012979","SAN MARCOS MUNICIPAL AIRPORT, TX US","2021-09-20","7.83",,"0.00",,"99","73",,,,,
"USW00012979","SAN MARCOS MUNICIPAL AIRPORT, TX US","2021-09-21","9.84",,"0.00",,"95","78",,,,,
"USW00012979","SAN MARCOS MUNICIPAL AIRPORT, TX US","2021-09-22","13.65",,"0.00",,"86","56",,,,,
"USW00012979","SAN MARCOS MUNICIPAL AIRPORT, TX US","2021-09-23","4.92",,"0.00",,"88","53",,,,,
"USW00012979","SAN MARCOS MUNICIPAL AIRPORT, TX US","2021-09-24","4.47",,"0.00",,"87","51",,,,,
"USW00012979","SAN MARCOS MUNICIPAL AIRPORT, TX US","2021-09-25","4.70",,"0.00",,"89","55",,,,,
"USW00012979","SAN MARCOS MUNICIPAL AIRPORT, TX US","2021-09-26","5.37",,"0.00",,"89","56",,,,,
"USW00012979","SAN MARCOS MUNICIPAL AIRPORT, TX US","2021-09-27","4.70",,"0.00",,"91","61",,,,,
"USW00012979","SAN MARCOS MUNICIPAL AIRPORT, TX US","2021-09-28","7.38",,"0.00",,"96","68","    1",,"    1",,
"USW00012979","SAN MARCOS MUNICIPAL AIRPORT, TX US","2021-09-29","7.61",,"0.00",,"87","67","    1",,"    1",,
"USW00012979","SAN MARCOS MUNICIPAL AIRPORT, TX US","2021-09-30","5.82",,"0.00",,"93","73","    1","    1",,,
"USW00012979","SAN MARCOS MUNICIPAL AIRPORT, TX US","2021-10-01","6.04",,"0.00",,"87","68","    1",,,,
"USW00012979","SAN MARCOS MUNICIPAL AIRPORT, TX US","2021-10-02","2.46",,"0.00",,"86","69",,,,,
"USW00012979","SAN MARCOS MUNICIPAL AIRPORT, TX US","2021-10-03","5.82",,"0.00",,"90","70",,,,,
"USW00012979","SAN MARCOS MUNICIPAL AIRPORT, TX US","2021-10-04","6.93",,"0.00",,"90","62",,,,,"    1"
"USW00012979","SAN MARCOS MUNICIPAL AIRPORT, TX US","2021-10-05","7.83",,"0.00",,"90","57",,,,,"    1"
"USW00012979","SAN MARCOS MUNICIPAL AIRPORT, TX US","2021-10-06","4.47",,"0.00",,"89","56",,,,,
"USW00012979","SAN MARCOS MUNICIPAL AIRPORT, TX US","2021-10-07","4.25",,"0.00",,"89","59",,,,,
"USW00012979","SAN MARCOS MUNICIPAL AIRPORT, TX US","2021-10-08","4.47",,"0.00",,"90","60","    1",,,,
"USW00012979","SAN MARCOS MUNICIPAL AIRPORT, TX US","2021-10-09","6.26",,"0.00",,"88","57","    1","    1",,,
"USW00012979","SAN MARCOS MUNICIPAL AIRPORT, TX US","2021-10-10","13.20",,"0.00",,"92","66","    1",,,,
"USW00012979","SAN MARCOS MUNICIPAL AIRPORT, TX US","2021-10-11","6.49",,"0.00",,"83","62","    1",,,,"    1"
"USW00012979","SAN MARCOS MUNICIPAL AIRPORT, TX US","2021-10-12","10.51",,"0.00",,"88","72","    1",,,,
