"STATION","NAME","DATE","AWND","PRCP","SNWD","TAVG","TMAX","TMIN","TSUN","WT01","WT02","WT03","WT05","WT06","WT07","WT08","WT09","WT11","WT13","WT16","WT17","WT18","WT19"
"USW00012970","SAN ANTONIO STINSON MUNICIPAL AIRPORT, TX US","2010-09-10","6.71","0.00",,,"94","78",,,,,,,,,,,,,,,
"USW00012970","SAN ANTONIO STINSON MUNICIPAL AIRPORT, TX US","2010-09-11","4.47","0.00",,,"93","78",,,,,,,,,,,,,,,
"USW00012970","SAN ANTONIO STINSON MUNICIPAL AIRPORT, TX US","2010-09-12","3.13","0.00",,,"94","78",,,,,,,,,,,,,,,
"USW00012970","SAN ANTONIO STINSON MUNICIPAL AIRPORT, TX US","2010-09-13","3.36","0.00",,,"93","76",,,,,,,,,,,,,,,
"USW00012970","SAN ANTONIO STINSON MUNICIPAL AIRPORT, TX US","2010-09-14","3.80","0.00",,,"95","76",,,,,"    1",,,,,,,"    1",,,
"USW00012970","SAN ANTONIO STINSON MUNICIPAL AIRPORT, TX US","2010-09-15","4.70","0.00",,,"93","77",,"    1",,,"    1",,"    1","    1",,,"    1","    1",,,
"USW00012970","SAN ANTONIO STINSON MUNICIPAL AIRPORT, TX US","2010-09-16","2.91","0.00",,,"93","73",,"    1",,,,,,,,,"    1",,,,
"USW00012970","SAN ANTONIO STINSON MUNICIPAL AIRPORT, TX US","2010-09-17","4.25","0.33",,,"94","72",,"    1",,"    1","    1",,,,,,"    1","    1",,,
"USW00012970","SAN ANTONIO STINSON MUNICIPAL AIRPORT, TX US","2010-09-18","7.38","0.28",,,"84","74",,"    1",,,"    1",,,"    1",,,"    1","    1",,,
"USW00012970","SAN ANTONIO STINSON MUNICIPAL AIRPORT, TX US","2010-09-19","7.83","0.47",,,"82","70",,"    1",,,"    1",,,,,,"    1","    1",,,
"USW00012970","SAN ANTONIO STINSON MUNICIPAL AIRPORT, TX US","2010-09-20","5.82","0.02",,,"83","70",,,,,"    1",,,,,,,"    1",,,
"USW00012970","SAN ANTONIO STINSON MUNICIPAL AIRPORT, TX US","2010-09-21","5.14","0.17",,,"87","73",,"    1",,,"    1",,,,,,"    1","    1",,,
"USW00012970","SAN ANTONIO STINSON MUNICIPAL AIRPORT, TX US","2010-09-22","7.16","0.00",,,"87","74",,"    1",,"    1","    1",,,,,,"    1","    1",,,
"USW00012970","SAN ANTONIO STINSON MUNICIPAL AIRPORT, TX US","2010-09-23","7.38","0.03",,,"90","75",,"    1",,,"    1",,,,,,"    1","    1",,,
"USW00012970","SAN ANTONIO STINSON MUNICIPAL AIRPORT, TX US","2010-09-24","3.80","0.00",,,"91","76",,"    1",,,,,,,,,"    1","    1",,,
"USW00012970","SAN ANTONIO STINSON MUNICIPAL AIRPORT, TX US","2010-09-25","2.01","0.03",,,"92","73",,,,,,,,,,,,"    1",,,
"USW00012970","SAN ANTONIO STINSON MUNICIPAL AIRPORT, TX US","2010-09-26","7.61","0.00",,,"87","69",,,,,,,,,,,,,,,
"USW00012970","SAN ANTONIO STINSON MUNICIPAL AIRPORT, TX US","2010-09-27","6.26","0.00",,,"82","59",,,,,,,,,,,,,,,
"USW00012970","SAN ANTONIO STINSON MUNICIPAL AIRPORT, TX US","2010-09-28","1.34","0.00",,,"87","56",,,,,,,,,,,,,,,
"USW00012970","SAN ANTONIO STINSON MUNICIPAL AIRPORT, TX US","2010-09-29","1.12","0.00",,,"92","61",,,,,,,,,,,,,,,
"USW00012970","SAN ANTONIO STINSON MUNICIPAL AIRPORT, TX US","2010-09-30","3.80","0.00",,,"89","60",,,,,,,,,,,,,,,
"USW00012970","SAN ANTONIO STINSON MUNICIPAL AIRPORT, TX US","2010-10-01","4.70","0.00",,,"90","62",,,,,,,,,,,,,,,
"USW00012970","SAN ANTONIO STINSON MUNICIPAL AIRPORT, TX US","2010-10-02","5.82","0.00",,,"87","65",,,,,,,,,,,,,,,
"USW00012970","SAN ANTONIO STINSON MUNICIPAL AIRPORT, TX US","2010-10-03","7.61","0.00",,,"83","64",,,,,,,,,,,,,,,
"USW00012970","SAN ANTONIO STINSON MUNICIPAL AIRPORT, TX US","2010-10-04","5.82","0.00",,,"79","56",,,,,,,,,,,,,,,
"USW00012970","SAN ANTONIO STINSON MUNICIPAL AIRPORT, TX US","2010-10-05","2.91","0.00",,,"80","52",,,,,,,,,,,,,,,
"USW00012970","SAN ANTONIO STINSON MUNICIPAL AIRPORT, TX US","2010-10-06","1.57","0.00",,,"82","54",,"    1",,,,,,"    1",,,,,,,
"USW00012970","SAN ANTONIO STINSON MUNICIPAL AIRPORT, TX US","2010-10-07","0.89","0.00",,,"83","50",,,,,,,,,,,,,,,
"USW00012970","SAN ANTONIO STINSON MUNICIPAL AIRPORT, TX US","2010-10-08","2.24","0.00",,,"84","52",,,,,,,,,,,,,,,
"USW00012970","SAN ANTONIO STINSON MUNICIPAL AIRPORT, TX US","2010-10-09","3.13","0.00",,,"85","56",,,,,,,,,,,,,,,
"USW00012970","SAN ANTONIO STINSON MUNICIPAL AIRPORT, TX US","2010-10-10","5.14","0.00",,,"87","62",,,,,,,,,,,,,,,
"USW00012970","SAN ANTONIO STINSON MUNICIPAL AIRPORT, TX US","2010-10-11","4.25","0.00",,,"88","64",,"    1",,,,,,,,,"    1",,,,
"USW00012970","SAN ANTONIO STINSON MUNICIPAL AIRPORT, TX US","2010-10-12","2.24","0.00",,,"90","64",,"    1",,,,,,,,,"    1",,,,
"USW00012970","SAN ANTONIO STINSON MUNICIPAL AIRPORT, TX US","2010-10-13","5.82","0.00",,,"86","58",,,,,,,,,,,,,,,
"USW00012970","SAN ANTONIO STINSON MUNICIPAL AIRPORT, TX US","2010-10-14","4.92","0.00",,,"83","54",,,,,,,,,,,,,,,
"USW00012970","SAN ANTONIO STINSON MUNICIPAL AIRPORT, TX US","2010-10-15","0.67","0.00",,,"85","46",,,,,,,,,,,,,,,
"USW00012970","SAN ANTONIO STINSON MUNICIPAL AIRPORT, TX US","2010-10-16","1.79","0.00",,,"83","52",,,,,,,,,,,,,,,
"USW00012970","SAN ANTONIO STINSON MUNICIPAL AIRPORT, TX US","2010-10-17","4.03","0.00",,,"86","57",,"    1",,,,,,,,,"    1",,,,
"USW00012970","SAN ANTONIO STINSON MUNICIPAL AIRPORT, TX US","2010-10-18","4.70","0.00",,,"86","60",,"    1",,,,,,,,,"    1",,,,
"USW00012970","SAN ANTONIO STINSON MUNICIPAL AIRPORT, TX US","2010-10-19","4.25","0.00",,,"87","64",,,,,,,,,,,,,,,
"USW00012970","SAN ANTONIO STINSON MUNICIPAL AIRPORT, TX US","2010-10-20","3.36","0.00",,,"87","63",,,,,,,,,,,,,,,
"USW00012970","SAN ANTONIO STINSON MUNICIPAL AIRPORT, TX US","2010-10-21","7.38","0.00",,,"88","64",,"    1",,,,,,,,,"    1",,,,
"USW00012970","SAN ANTONIO STINSON MUNICIPAL AIRPORT, TX US","2010-10-22","10.51","0.01",,,"87","70",,"    1",,"    1","    1",,,,,,,"    1",,,
"USW00012970","SAN ANTONIO STINSON MUNICIPAL AIRPORT, TX US","2010-10-23","7.38","0.00",,,"86","67",,"    1",,"    1","    1",,,,,,,"    1",,,
"USW00012970","SAN ANTONIO STINSON MUNICIPAL AIRPORT, TX US","2010-10-24","4.47","0.00",,,"89","67",,"    1",,,,,,,,,"    1",,,,
"USW00012970","SAN ANTONIO STINSON MUNICIPAL AIRPORT, TX US","2010-10-25","8.72","0.00",,,"93","68",,"    1",,,,,"    1","    1",,,"    1",,,,
"USW00012970","SAN ANTONIO STINSON MUNICIPAL AIRPORT, TX US","2010-10-26","2.91","0.00",,,"89","61",,"    1",,,,,"    1","    1",,,"    1",,,,
"USW00012970","SAN ANTONIO STINSON MUNICIPAL AIRPORT, TX US","2010-10-27","2.46","0.00",,,"89","60",,"    1","    1",,,,"    1","    1",,,"    1",,,,
"USW00012970","SAN ANTONIO STINSON MUNICIPAL AIRPORT, TX US","2010-10-28","12.75","0.00",,,"80","58",,,,,"    1",,,,,,,"    1",,,
"USW00012970","SAN ANTONIO STINSON MUNICIPAL AIRPORT, TX US","2010-10-29","4.03","0.00",,,"76","47",,,,,,,,,,,,,,,
"USW00012970","SAN ANTONIO STINSON MUNICIPAL AIRPORT, TX US","2010-10-30","2.46","0.00",,,"81","39",,,,,,,,,,,,,,,
"USW00012970","SAN ANTONIO STINSON MUNICIPAL AIRPORT, TX US","2010-10-31","2.68","0.00",,,"88","50",,,,,,,,,,,,,,,
"USW00012970","SAN ANTONIO STINSON MUNICIPAL AIRPORT, TX US","2010-11-01","3.80","0.51",,,"88","63",,"    1",,"    1","    1",,,"    1",,,"    1","    1",,,
"USW00012970","SAN ANTONIO STINSON MUNICIPAL AIRPORT, TX US","2010-11-02","10.74","0.23",,,"77","56",,"    1",,"    1",,,,,,,,"    1",,,
"USW00012970","SAN ANTONIO STINSON MUNICIPAL AIRPORT, TX US","2010-11-03","10.96","0.01",,,"68","58",,,,,,,,,,,,"    1",,,
"USW00012970","SAN ANTONIO STINSON MUNICIPAL AIRPORT, TX US","2010-11-04","8.72","0.00",,,"73","45",,,,,,,,,,,,,,,
"USW00012970","SAN ANTONIO STINSON MUNICIPAL AIRPORT, TX US","2010-11-05","3.80","0.00",,,"72","42",,,,,,,,,,,,,,,
"USW00012970","SAN ANTONIO STINSON MUNICIPAL AIRPORT, TX US","2010-11-06","2.24","0.00",,,"71","39",,,,,,,,,,,,,,,
"USW00012970","SAN ANTONIO STINSON MUNICIPAL AIRPORT, TX US","2010-11-07","3.80","0.00",,,"76","39",,,,,,,,,,,,,,,
"USW00012970","SAN ANTONIO STINSON MUNICIPAL AIRPORT, TX US","2010-11-08","4.92","0.00",,,"78","47",,,,,,,,,,,,,,,
"USW00012970","SAN ANTONIO STINSON MUNICIPAL AIRPORT, TX US","2010-11-09","6.04","0.00",,,"81","48",,"    1",,,,,,,,,"    1","    1",,,
"USW00012970","SAN ANTONIO STINSON MUNICIPAL AIRPORT, TX US","2010-11-10","5.14","0.00",,,"84","52",,"    1","    1",,,,,,"    1",,"    1",,,,
"USW00012970","SAN ANTONIO STINSON MUNICIPAL AIRPORT, TX US","2010-11-11","6.93","0.00",,,"84","62",,"    1","    1",,,,,,"    1",,"    1","    1",,,
"USW00012970","SAN ANTONIO STINSON MUNICIPAL AIRPORT, TX US","2010-11-12","8.05","0.13",,,"84","62",,"    1",,"    1","    1",,,,,,"    1","    1",,,
"USW00012970","SAN ANTONIO STINSON MUNICIPAL AIRPORT, TX US","2010-11-13","9.17","0.00",,,"69","52",,,,,,,,,,,,,,,
"USW00012970","SAN ANTONIO STINSON MUNICIPAL AIRPORT, TX US","2010-11-14","6.04","0.00",,,"61","53",,,,,,,,,,,,,,,
"USW00012970","SAN ANTONIO STINSON MUNICIPAL AIRPORT, TX US","2010-11-15","3.13","0.00",,,"75","52",,"    1",,,,,,,,,"    1","    1",,,
"USW00012970","SAN ANTONIO STINSON MUNICIPAL AIRPORT, TX US","2010-11-16","4.03","0.00",,,"74","45",,,,,,,,,,,,,,,
"USW00012970","SAN ANTONIO STINSON MUNICIPAL AIRPORT, TX US","2010-11-17","5.82","0.00",,,"82","42",,,,,,,,,,,,,,,
"USW00012970","SAN ANTONIO STINSON MUNICIPAL AIRPORT, TX US","2010-11-18","4.92","0.00",,,"69","41",,,,,,,,,,,,,,,
"USW00012970","SAN ANTONIO STINSON MUNICIPAL AIRPORT, TX US","2010-11-19","2.01","0.00",,,"73","35",,,,,,,,,,,,,,,
"USW00012970","SAN ANTONIO STINSON MUNICIPAL AIRPORT, TX US","2010-11-20","5.82","0.00",,,"80","46",,"    1",,,,,,"    1",,,"    1",,,,
"USW00012970","SAN ANTONIO STINSON MUNICIPAL AIRPORT, TX US","2010-11-21","12.30","0.00",,,"84","71",,,,,,,,,,,,,,,
"USW00012970","SAN ANTONIO STINSON MUNICIPAL AIRPORT, TX US","2010-11-22","7.61","0.00",,,"86","71",,,,,,,,,,,,,,,
"USW00012970","SAN ANTONIO STINSON MUNICIPAL AIRPORT, TX US","2010-11-23","8.28","0.00",,,"84","72",,"    1",,,,,,"    1",,,"    1","    1",,,
"USW00012970","SAN ANTONIO STINSON MUNICIPAL AIRPORT, TX US","2010-11-24","11.41","0.00",,,"87","72",,,,,"    1",,,,,,,"    1",,,
"USW00012970","SAN ANTONIO STINSON MUNICIPAL AIRPORT, TX US","2010-11-25","10.07","0.00",,,"85","50",,,,,,,,,,,,,,,
"USW00012970","SAN ANTONIO STINSON MUNICIPAL AIRPORT, TX US","2010-11-26","9.17","0.00",,,"62","37",,,,,,,,,,,,"    1",,,
"USW00012970","SAN ANTONIO STINSON MUNICIPAL AIRPORT, TX US","2010-11-27","2.68","0.00",,,"64","29",,,,,,,,,,,,,,,
"USW00012970","SAN ANTONIO STINSON MUNICIPAL AIRPORT, TX US","2010-11-28","6.93","0.00",,,"74","41",,,,,,,,,,,,,,,
"USW00012970","SAN ANTONIO STINSON MUNICIPAL AIRPORT, TX US","2010-11-29","7.38","0.00",,,"83","66",,,,,,,,,,,,"    1",,,
"USW00012970","SAN ANTONIO STINSON MUNICIPAL AIRPORT, TX US","2010-11-30","9.62","0.00",,,"66","36",,,,,,,,,,,,,,,
"USW00012970","SAN ANTONIO STINSON MUNICIPAL AIRPORT, TX US","2010-12-01","4.25","0.00",,,"68","29",,,,,,,,,,,,,,,
"USW00012970","SAN ANTONIO STINSON MUNICIPAL AIRPORT, TX US","2010-12-02","2.91","0.00",,,"74","35",,,,,,,,,,,,,,,
"USW00012970","SAN ANTONIO STINSON MUNICIPAL AIRPORT, TX US","2010-12-03","4.47","0.00",,,"79","45",,,,,,,,,,,,,,,
"USW00012970","SAN ANTONIO STINSON MUNICIPAL AIRPORT, TX US","2010-12-04","6.04","0.00",,,"81","50",,"    1","    1",,,,,,"    1",,"    1","    1",,,
"USW00012970","SAN ANTONIO STINSON MUNICIPAL AIRPORT, TX US","2010-12-05","9.40","0.00",,,"62","45",,,,,,,,,,,,,,,
"USW00012970","SAN ANTONIO STINSON MUNICIPAL AIRPORT, TX US","2010-12-06","4.03","0.00",,,"60","38",,,,,,,,,,,,,,,
"USW00012970","SAN ANTONIO STINSON MUNICIPAL AIRPORT, TX US","2010-12-07","2.46","0.00",,,"64","37",,,,,,,,,,,,,,,
"USW00012970","SAN ANTONIO STINSON MUNICIPAL AIRPORT, TX US","2010-12-08","6.93","0.00",,,"62","35",,,,,,,,,,,,,,,
"USW00012970","SAN ANTONIO STINSON MUNICIPAL AIRPORT, TX US","2010-12-09","4.47","0.00",,,"69","31",,"    1","    1",,,,,"    1","    1",,"    1",,,,
"USW00012970","SAN ANTONIO STINSON MUNICIPAL AIRPORT, TX US","2010-12-10","3.58","0.00",,,"76","38",,"    1","    1",,,,,,"    1",,"    1",,,,
"USW00012970","SAN ANTONIO STINSON MUNICIPAL AIRPORT, TX US","2010-12-11","6.49","0.00",,,"77","42",,"    1","    1",,,,,"    1","    1",,"    1",,,,
"USW00012970","SAN ANTONIO STINSON MUNICIPAL AIRPORT, TX US","2010-12-12","7.83","0.00",,,"61","37",,,,,,,,,,,,,,,
"USW00012970","SAN ANTONIO STINSON MUNICIPAL AIRPORT, TX US","2010-12-13","2.91","0.00",,,"63","29",,,,,,,,,,,,,,,
"USW00012970","SAN ANTONIO STINSON MUNICIPAL AIRPORT, TX US","2010-12-14","5.59","0.00",,,"75","34",,,,,,,,,,,,,,,
"USW00012970","SAN ANTONIO STINSON MUNICIPAL AIRPORT, TX US","2010-12-15","4.92","0.00",,,"79","45",,"    1","    1",,,,,,"    1",,"    1",,,,
"USW00012970","SAN ANTONIO STINSON MUNICIPAL AIRPORT, TX US","2010-12-16","6.93","0.00",,,"67","47",,"    1","    1",,,,,"    1","    1",,"    1",,,,
"USW00012970","SAN ANTONIO STINSON MUNICIPAL AIRPORT, TX US","2010-12-17","7.83","0.00",,,"59","44",,,,,,,,,,,,,,,
"USW00012970","SAN ANTONIO STINSON MUNICIPAL AIRPORT, TX US","2010-12-18","3.80","0.00",,,"62","39",,,,,,,,,,,,,,,
"USW00012970","SAN ANTONIO STINSON MUNICIPAL AIRPORT, TX US","2010-12-19","2.24","0.00",,,"70","34",,,,,,,,,,,,,,,
"USW00012970","SAN ANTONIO STINSON MUNICIPAL AIRPORT, TX US","2010-12-20","2.91","0.00",,,"79","46",,"    1","    1",,,,,"    1","    1",,"    1",,,,
"USW00012970","SAN ANTONIO STINSON MUNICIPAL AIRPORT, TX US","2010-12-21","3.13","0.00",,,"81","54",,"    1","    1",,,,"    1","    1",,,"    1",,,,
"USW00012970","SAN ANTONIO STINSON MUNICIPAL AIRPORT, TX US","2010-12-22","6.04","0.00",,,"70","58",,"    1",,,,,"    1","    1",,,"    1",,,,
"USW00012970","SAN ANTONIO STINSON MUNICIPAL AIRPORT, TX US","2010-12-23","10.29","0.00",,,"73","57",,,,,,,,,,,,,,,
"USW00012970","SAN ANTONIO STINSON MUNICIPAL AIRPORT, TX US","2010-12-24","10.96","0.39",,,"74","50",,"    1",,"    1","    1",,,"    1",,,"    1","    1",,,
"USW00012970","SAN ANTONIO STINSON MUNICIPAL AIRPORT, TX US","2010-12-25","9.84","0.00",,,"56","38",,,,,,,,,,,,,,,
"USW00012970","SAN ANTONIO STINSON MUNICIPAL AIRPORT, TX US","2010-12-26","3.13","0.00",,,"55","28",,,,,,,,,,,,,,,
"USW00012970","SAN ANTONIO STINSON MUNICIPAL AIRPORT, TX US","2010-12-27","5.37","0.00",,,"64","29",,,,,,,,,,,,,,,
"USW00012970","SAN ANTONIO STINSON MUNICIPAL AIRPORT, TX US","2010-12-28","6.71","0.13",,,"63","53",,"    1",,,"    1",,,"    1",,,"    1","    1",,,
"USW00012970","SAN ANTONIO STINSON MUNICIPAL AIRPORT, TX US","2010-12-29","4.47","0.00",,,"75","54",,,,,,,,,,,,,,,
"USW00012970","SAN ANTONIO STINSON MUNICIPAL AIRPORT, TX US","2010-12-30","5.37","0.00",,,"81","52",,"    1","    1",,,,"    1","    1",,,"    1",,,,
"USW00012970","SAN ANTONIO STINSON MUNICIPAL AIRPORT, TX US","2010-12-31","8.50","0.00",,,"71","54",,"    1","    1",,,,,,"    1",,"    1",,,,
"USW00012970","SAN ANTONIO STINSON MUNICIPAL AIRPORT, TX US","2011-01-01","9.17","0.00",,,"65","43",,,,,,,,,,,,,,,
"USW00012970","SAN ANTONIO STINSON MUNICIPAL AIRPORT, TX US","2011-01-02","5.14","0.00",,,"62","37",,,,,,,,,,,,,,,
"USW00012970","SAN ANTONIO STINSON MUNICIPAL AIRPORT, TX US","2011-01-03","3.80","0.00",,,"62","37",,,,,,,,,,,,,,,
"USW00012970","SAN ANTONIO STINSON MUNICIPAL AIRPORT, TX US","2011-01-04","3.13","0.04",,,"62","56",,"    1",,,,,,,,,"    1","    1",,,
"USW00012970","SAN ANTONIO STINSON MUNICIPAL AIRPORT, TX US","2011-01-05","4.47","0.00",,,"75","43",,"    1","    1",,,,,,,,"    1",,,,
"USW00012970","SAN ANTONIO STINSON MUNICIPAL AIRPORT, TX US","2011-01-06","1.12","0.00",,,"68","33",,,,,,,,,,,,,,,
"USW00012970","SAN ANTONIO STINSON MUNICIPAL AIRPORT, TX US","2011-01-07","2.01","0.00",,,"75","36",,,,,,,,,,,,,,,
"USW00012970","SAN ANTONIO STINSON MUNICIPAL AIRPORT, TX US","2011-01-08","10.51","0.32",,,"66","50",,,,"    1",,,,,,,,"    1",,,
"USW00012970","SAN ANTONIO STINSON MUNICIPAL AIRPORT, TX US","2011-01-09","7.61","1.18",,,"56","44",,"    1",,"    1",,,,,,,"    1","    1",,,
"USW00012970","SAN ANTONIO STINSON MUNICIPAL AIRPORT, TX US","2011-01-10","7.61","0.00",,,"46","42",,"    1",,,,,,,,,"    1",,,,
"USW00012970","SAN ANTONIO STINSON MUNICIPAL AIRPORT, TX US","2011-01-11","11.63","0.00",,,"48","37",,,,,,,,,,,,,,,
"USW00012970","SAN ANTONIO STINSON MUNICIPAL AIRPORT, TX US","2011-01-12","9.62","0.00",,,"42","35",,,,,,,,,,,,,,,
"USW00012970","SAN ANTONIO STINSON MUNICIPAL AIRPORT, TX US","2011-01-13","4.92","0.00",,,"44","37",,,,,,,,,,,,,,,
"USW00012970","SAN ANTONIO STINSON MUNICIPAL AIRPORT, TX US","2011-01-14","4.70","0.08",,,"52","39",,"    1",,,,,,"    1",,,"    1","    1",,,
"USW00012970","SAN ANTONIO STINSON MUNICIPAL AIRPORT, TX US","2011-01-15","6.93","0.92",,,"55","51",,"    1",,,,,,,,,"    1","    1",,,
"USW00012970","SAN ANTONIO STINSON MUNICIPAL AIRPORT, TX US","2011-01-16","2.91","0.10",,,"56","45",,"    1","    1",,,,,,,,"    1","    1",,,
"USW00012970","SAN ANTONIO STINSON MUNICIPAL AIRPORT, TX US","2011-01-17","2.91","0.00",,,"55","36",,"    1","    1",,,,,"    1",,,"    1",,,,
"USW00012970","SAN ANTONIO STINSON MUNICIPAL AIRPORT, TX US","2011-01-18","6.49","0.00",,,"74","47",,"    1","    1",,,,,,,,"    1",,,,
"USW00012970","SAN ANTONIO STINSON MUNICIPAL AIRPORT, TX US","2011-01-19","5.37","0.00",,,"70","41",,"    1",,,,,,"    1",,,"    1",,,,
"USW00012970","SAN ANTONIO STINSON MUNICIPAL AIRPORT, TX US","2011-01-20","10.74","0.00",,,"67","39",,"    1",,,,,,"    1",,,"    1",,,,
"USW00012970","SAN ANTONIO STINSON MUNICIPAL AIRPORT, TX US","2011-01-21","3.36","0.00",,,"55","29",,,,,,,,,,,,,,,
"USW00012970","SAN ANTONIO STINSON MUNICIPAL AIRPORT, TX US","2011-01-22","3.80","0.00",,,"65","27",,,,,,,,,,,,,,,
"USW00012970","SAN ANTONIO STINSON MUNICIPAL AIRPORT, TX US","2011-01-23","5.14","0.00",,,"60","36",,,,,,,,,,,,,,,
"USW00012970","SAN ANTONIO STINSON MUNICIPAL AIRPORT, TX US","2011-01-24","6.93","0.00",,,"66","45",,,,,,,,,,,,,,,
"USW00012970","SAN ANTONIO STINSON MUNICIPAL AIRPORT, TX US","2011-01-25","6.93","0.00",,,"63","42",,,,,,,,,,,,,,,
"USW00012970","SAN ANTONIO STINSON MUNICIPAL AIRPORT, TX US","2011-01-26","2.24","0.00",,,"65","30",,,,,,,,,,,,,,,
"USW00012970","SAN ANTONIO STINSON MUNICIPAL AIRPORT, TX US","2011-01-27","5.14","0.00",,,"71","36",,,,,,,,,,,,,,,
"USW00012970","SAN ANTONIO STINSON MUNICIPAL AIRPORT, TX US","2011-01-28","3.58","0.00",,,"75","37",,,,,,,,,,,,,,,
"USW00012970","SAN ANTONIO STINSON MUNICIPAL AIRPORT, TX US","2011-01-29","5.37","0.00",,,"77","49",,,,,,,,,,,,,,,
"USW00012970","SAN ANTONIO STINSON MUNICIPAL AIRPORT, TX US","2011-01-30","4.70","0.00",,,"82","54",,,,,,,,,,,,"    1",,,
"USW00012970","SAN ANTONIO STINSON MUNICIPAL AIRPORT, TX US","2011-01-31","8.05","0.00",,,"80","54",,"    1","    1",,,,,"    1",,,"    1",,,,
"USW00012970","SAN ANTONIO STINSON MUNICIPAL AIRPORT, TX US","2011-02-01","14.76","0.21",,,"68","25",,"    1",,,,,,,,,,"    1",,,
"USW00012970","SAN ANTONIO STINSON MUNICIPAL AIRPORT, TX US","2011-02-02","13.42","0.00",,,"31","22",,,,,,,,,,,,,,,
"USW00012970","SAN ANTONIO STINSON MUNICIPAL AIRPORT, TX US","2011-02-03","9.62","0.00",,,"30","23",,"    1",,,,,,,,,"    1","    1","    1",,"    1"
"USW00012970","SAN ANTONIO STINSON MUNICIPAL AIRPORT, TX US","2011-02-04","6.04","0.02",,,"47","24",,"    1",,,,,,,,"    1",,"    1","    1","    1",
"USW00012970","SAN ANTONIO STINSON MUNICIPAL AIRPORT, TX US","2011-02-05","6.04","0.00",,,"66","24",,,,,,,,,,,,,,,
"USW00012970","SAN ANTONIO STINSON MUNICIPAL AIRPORT, TX US","2011-02-06","8.72","0.00",,,"78","33",,,,,,,,,,,,,,,
"USW00012970","SAN ANTONIO STINSON MUNICIPAL AIRPORT, TX US","2011-02-07","7.16","0.00",,,"62","36",,,,,,,,,,,,,,,
"USW00012970","SAN ANTONIO STINSON MUNICIPAL AIRPORT, TX US","2011-02-08","10.29","0.00",,,"70","32",,,,,,,,,,,,,,,
"USW00012970","SAN ANTONIO STINSON MUNICIPAL AIRPORT, TX US","2011-02-09","14.09","0.03",,,"59","28",,"    1",,,,,,,,,"    1","    1",,"    1",
"USW00012970","SAN ANTONIO STINSON MUNICIPAL AIRPORT, TX US","2011-02-10","6.04","0.00",,,"49","23",,,,,,,,,,,,,,,
"USW00012970","SAN ANTONIO STINSON MUNICIPAL AIRPORT, TX US","2011-02-11","1.12","0.00",,,"59","24",,,,,,,,,,,,,,,
"USW00012970","SAN ANTONIO STINSON MUNICIPAL AIRPORT, TX US","2011-02-12","3.58","0.00",,,"67","27",,,,,,,,,,,,,,,
"USW00012970","SAN ANTONIO STINSON MUNICIPAL AIRPORT, TX US","2011-02-13","6.04","0.00",,,"76","32",,,,,,,,,,,,,,,
"USW00012970","SAN ANTONIO STINSON MUNICIPAL AIRPORT, TX US","2011-02-14","4.47","0.00",,,"80","42",,"    1","    1",,,,,,,,"    1",,,,
"USW00012970","SAN ANTONIO STINSON MUNICIPAL AIRPORT, TX US","2011-02-15","7.38","0.00",,,"81","60",,"    1",,,,,,,,,,"    1",,,
"USW00012970","SAN ANTONIO STINSON MUNICIPAL AIRPORT, TX US","2011-02-16","7.38","0.00",,,"76","57",,"    1",,,,,,,,,"    1",,,,
"USW00012970","SAN ANTONIO STINSON MUNICIPAL AIRPORT, TX US","2011-02-17","9.84","0.00",,,"81","66",,,,,,,,,,,,,,,
"USW00012970","SAN ANTONIO STINSON MUNICIPAL AIRPORT, TX US","2011-02-18","8.50","0.00",,,"82","64",,,,,,,,,,,,,,,
"USW00012970","SAN ANTONIO STINSON MUNICIPAL AIRPORT, TX US","2011-02-19","7.83","0.02",,,"82","62",,"    1",,,,,,"    1",,,"    1","    1",,,
"USW00012970","SAN ANTONIO STINSON MUNICIPAL AIRPORT, TX US","2011-02-20","11.86","0.00",,,"84","65",,,,,,,,,,,,,,,
"USW00012970","SAN ANTONIO STINSON MUNICIPAL AIRPORT, TX US","2011-02-21","5.59","0.00",,,"79","65",,,,,,,,,,,,,,,
"USW00012970","SAN ANTONIO STINSON MUNICIPAL AIRPORT, TX US","2011-02-22","8.95","0.00",,,"70","58",,,,,,,,,,,,,,,
"USW00012970","SAN ANTONIO STINSON MUNICIPAL AIRPORT, TX US","2011-02-23","8.72","0.00",,,"80","66",,"    1",,,,,,,,,"    1",,,,
"USW00012970","SAN ANTONIO STINSON MUNICIPAL AIRPORT, TX US","2011-02-24","7.16","0.04",,,"88","63",,"    1",,,,,,"    1",,,"    1","    1",,,
"USW00012970","SAN ANTONIO STINSON MUNICIPAL AIRPORT, TX US","2011-02-25","5.37","0.00",,,"79","43",,,,,,,,,,,,,,,
"USW00012970","SAN ANTONIO STINSON MUNICIPAL AIRPORT, TX US","2011-02-26","7.38","0.00",,,"82","51",,"    1",,,,,,"    1",,,"    1",,,,
"USW00012970","SAN ANTONIO STINSON MUNICIPAL AIRPORT, TX US","2011-02-27","7.83","0.00",,,"92","68",,"    1",,,,,,"    1",,,"    1",,,,
"USW00012970","SAN ANTONIO STINSON MUNICIPAL AIRPORT, TX US","2011-02-28","11.63","0.00",,,"78","57",,"    1",,,,,,"    1",,,,,,,
"USW00012970","SAN ANTONIO STINSON MUNICIPAL AIRPORT, TX US","2011-03-01","3.58","0.00",,,"76","48",,,,,,,,,,,,,,,
