"STATION","NAME","DATE","AWND","PRCP","SNWD","TAVG","TMAX","TMIN","TSUN","WT01","WT02","WT03","WT05","WT06","WT07","WT08","WT09","WT11","WT13","WT16","WT17","WT18","WT19"
"USW00012970","SAN ANTONIO STINSON MUNICIPAL AIRPORT, TX US","2003-05-02","6.71","0.00",,"81","90","72",,"    1",,,,,,"    1",,,"    1","    1",,,
"USW00012970","SAN ANTONIO STINSON MUNICIPAL AIRPORT, TX US","2003-05-03","8.28","0.00",,"78","85","70",,"    1",,,,,,"    1",,,"    1","    1",,,
"USW00012970","SAN ANTONIO STINSON MUNICIPAL AIRPORT, TX US","2003-05-04","9.84","0.00",,"83","91","74",,"    1",,,,,,"    1",,,"    1",,,,
"USW00012970","SAN ANTONIO STINSON MUNICIPAL AIRPORT, TX US","2003-05-05","6.93","0.00",,"85","93","76",,"    1",,,,,,"    1",,,"    1",,,,
"USW00012970","SAN ANTONIO STINSON MUNICIPAL AIRPORT, TX US","2003-05-06","7.61","0.02",,"83","89","76",,"    1",,,,,,"    1",,,"    1","    1",,,
"USW00012970","SAN ANTONIO STINSON MUNICIPAL AIRPORT, TX US","2003-05-07","8.72","0.01",,"85","94","75",,"    1",,,,,,"    1",,,"    1","    1",,,
"USW00012970","SAN ANTONIO STINSON MUNICIPAL AIRPORT, TX US","2003-05-08","12.75","0.00",,"85","94","76",,"    1",,,,,,"    1",,,"    1",,,,
"USW00012970","SAN ANTONIO STINSON MUNICIPAL AIRPORT, TX US","2003-05-09","12.75","0.00",,"84","92","76",,,,,,,,"    1",,,,,,,
"USW00012970","SAN ANTONIO STINSON MUNICIPAL AIRPORT, TX US","2003-05-10","8.95","0.00",,"83","90","75",,"    1",,,,,,"    1",,,"    1",,,,
"USW00012970","SAN ANTONIO STINSON MUNICIPAL AIRPORT, TX US","2003-05-11","10.07","0.00",,"79","86","72",,"    1",,,,,,"    1",,,"    1","    1",,,
"USW00012970","SAN ANTONIO STINSON MUNICIPAL AIRPORT, TX US","2003-05-12","9.62","0.00",,"77","83","70",,,,,,,,,,,,"    1",,,
"USW00012970","SAN ANTONIO STINSON MUNICIPAL AIRPORT, TX US","2003-05-13","9.17","0.00",,"82","93","70",,,,,,,,,,,,"    1",,,
"USW00012970","SAN ANTONIO STINSON MUNICIPAL AIRPORT, TX US","2003-05-14","10.29","0.00",,"85","98","72",,,,,,,,,,,,,,,
"USW00012970","SAN ANTONIO STINSON MUNICIPAL AIRPORT, TX US","2003-05-15","10.96","0.00",,"86","98","74",,,,,,,,"    1",,,,,,,
"USW00012970","SAN ANTONIO STINSON MUNICIPAL AIRPORT, TX US","2003-05-16","6.49","0.00",,"86","98","73",,"    1",,,,,,"    1",,,"    1",,,,
"USW00012970","SAN ANTONIO STINSON MUNICIPAL AIRPORT, TX US","2003-05-17","6.71","0.00",,"84","97","71",,,,"    1",,,,,,,,,,,
"USW00012970","SAN ANTONIO STINSON MUNICIPAL AIRPORT, TX US","2003-05-18","7.38","0.00",,"82","96","68",,,,,,,,,,,,,,,
"USW00012970","SAN ANTONIO STINSON MUNICIPAL AIRPORT, TX US","2003-05-19","8.28","0.00",,"85","98","72",,"    1",,,,,,"    1",,,"    1",,,,
"USW00012970","SAN ANTONIO STINSON MUNICIPAL AIRPORT, TX US","2003-05-20","9.40","0.00",,"79","90","68",,,,,,,,,,,,,,,
"USW00012970","SAN ANTONIO STINSON MUNICIPAL AIRPORT, TX US","2003-05-21","8.95","0.00",,"75","86","64",,,,,,,,,,,,"    1",,,
"USW00012970","SAN ANTONIO STINSON MUNICIPAL AIRPORT, TX US","2003-05-22","6.71","0.00",,"77","87","66",,,,,,,,,,,,,,,
"USW00012970","SAN ANTONIO STINSON MUNICIPAL AIRPORT, TX US","2003-05-23","5.37","0.00",,"81","92","69",,,,,,,,,,,,,,,
"USW00012970","SAN ANTONIO STINSON MUNICIPAL AIRPORT, TX US","2003-05-24","7.16","0.00",,"81","94","68",,"    1",,,,,,,,,"    1",,,,
"USW00012970","SAN ANTONIO STINSON MUNICIPAL AIRPORT, TX US","2003-05-25","8.72","0.00",,"83","93","72",,,,,,,,,,,,,,,
"USW00012970","SAN ANTONIO STINSON MUNICIPAL AIRPORT, TX US","2003-05-26","6.04","0.01",,"77","86","68",,,,,,,,,,,,"    1",,,
"USW00012970","SAN ANTONIO STINSON MUNICIPAL AIRPORT, TX US","2003-05-27","9.17","0.70",,"78","85","70",,"    1",,,,,,,,,"    1","    1",,,
"USW00012970","SAN ANTONIO STINSON MUNICIPAL AIRPORT, TX US","2003-05-28","5.37","0.00",,"78","90","66",,,,,,,,,,,,,,,
"USW00012970","SAN ANTONIO STINSON MUNICIPAL AIRPORT, TX US","2003-05-29","3.80","0.00",,"79","96","62",,,,,,,,,,,,,,,
"USW00012970","SAN ANTONIO STINSON MUNICIPAL AIRPORT, TX US","2003-05-30","5.82","0.00",,"83","98","67",,,,,,,,,,,,,,,
"USW00012970","SAN ANTONIO STINSON MUNICIPAL AIRPORT, TX US","2003-05-31","5.82","0.00",,"81","97","64",,,,,,,,,,,,,,,
"USW00012970","SAN ANTONIO STINSON MUNICIPAL AIRPORT, TX US","2003-06-01","8.28","0.00",,"84","96","72",,,,,,,,,,,,,,,
"USW00012970","SAN ANTONIO STINSON MUNICIPAL AIRPORT, TX US","2003-06-02","7.16","0.39",,"84","96","71",,"    1","    1",,,,,,,"    1",,"    1",,,
"USW00012970","SAN ANTONIO STINSON MUNICIPAL AIRPORT, TX US","2003-06-03","4.70","0.10",,"85","97","72",,,,"    1",,,,,,,,"    1",,,
"USW00012970","SAN ANTONIO STINSON MUNICIPAL AIRPORT, TX US","2003-06-04","7.61","0.37",,"79","91","67",,"    1",,"    1",,,,,,,"    1","    1",,,
"USW00012970","SAN ANTONIO STINSON MUNICIPAL AIRPORT, TX US","2003-06-05","6.26","1.42",,"76","84","68",,"    1",,,,,,,,,"    1","    1",,,
"USW00012970","SAN ANTONIO STINSON MUNICIPAL AIRPORT, TX US","2003-06-06","8.50","0.01",,"79","89","69",,,,,,,,,,,,"    1",,,
"USW00012970","SAN ANTONIO STINSON MUNICIPAL AIRPORT, TX US","2003-06-07","3.80","0.00",,"78","91","65",,,,,,,,,,,,,,,
"USW00012970","SAN ANTONIO STINSON MUNICIPAL AIRPORT, TX US","2003-06-08","6.93","0.00",,"79","89","69",,"    1",,,,,,,,,"    1","    1",,,
"USW00012970","SAN ANTONIO STINSON MUNICIPAL AIRPORT, TX US","2003-06-09","8.05","0.00",,"82","94","70",,"    1",,,,,,,,,"    1",,,,
"USW00012970","SAN ANTONIO STINSON MUNICIPAL AIRPORT, TX US","2003-06-10","6.04","0.65",,"78","87","68",,"    1",,"    1",,,,,,,"    1","    1",,,
"USW00012970","SAN ANTONIO STINSON MUNICIPAL AIRPORT, TX US","2003-06-11","9.40","0.00",,"85","94","76",,,,,,,,,,,,,,,
"USW00012970","SAN ANTONIO STINSON MUNICIPAL AIRPORT, TX US","2003-06-12","11.41","0.00",,"87","95","78",,,,,,,,,,,,,,,
"USW00012970","SAN ANTONIO STINSON MUNICIPAL AIRPORT, TX US","2003-06-13","11.63","1.12",,"81","94","68",,"    1",,"    1",,,,,,,"    1","    1",,,
"USW00012970","SAN ANTONIO STINSON MUNICIPAL AIRPORT, TX US","2003-06-14","4.47","0.00",,"78","89","66",,,,,,,,,,,,,,,
"USW00012970","SAN ANTONIO STINSON MUNICIPAL AIRPORT, TX US","2003-06-15","7.61","0.94",,"76","87","65",,"    1",,"    1",,,,,,,"    1","    1",,,
"USW00012970","SAN ANTONIO STINSON MUNICIPAL AIRPORT, TX US","2003-06-16","3.36","0.00",,"79","91","67",,,,,,,,,,,,,,,
"USW00012970","SAN ANTONIO STINSON MUNICIPAL AIRPORT, TX US","2003-06-17","2.91","0.00",,"81","92","69",,,,,,,,,,,,,,,
"USW00012970","SAN ANTONIO STINSON MUNICIPAL AIRPORT, TX US","2003-06-18","2.46","0.00",,"81","92","69",,,,,,,,,,,,,,,
"USW00012970","SAN ANTONIO STINSON MUNICIPAL AIRPORT, TX US","2003-06-19","2.91","0.00",,"83","93","72",,,,,,,,,,,,,,,
"USW00012970","SAN ANTONIO STINSON MUNICIPAL AIRPORT, TX US","2003-06-20","4.25","0.00",,"82","93","71",,,,,,,,,,,,,,,
"USW00012970","SAN ANTONIO STINSON MUNICIPAL AIRPORT, TX US","2003-06-21","4.25","0.00",,"83","93","73",,,,,,,,,,,,,,,
"USW00012970","SAN ANTONIO STINSON MUNICIPAL AIRPORT, TX US","2003-06-22","7.61","0.00",,"85","94","76",,"    1",,,,,,,,,"    1",,,,
"USW00012970","SAN ANTONIO STINSON MUNICIPAL AIRPORT, TX US","2003-06-23","10.07","0.00",,"87","96","77",,,,,,,,,,,,,,,
"USW00012970","SAN ANTONIO STINSON MUNICIPAL AIRPORT, TX US","2003-06-24","11.41","0.00",,"87","96","78",,,,,,,,,,,,,,,
"USW00012970","SAN ANTONIO STINSON MUNICIPAL AIRPORT, TX US","2003-06-25","10.29","0.00",,"87","97","77",,,,,,,,,,,,,,,
"USW00012970","SAN ANTONIO STINSON MUNICIPAL AIRPORT, TX US","2003-06-26","6.71","0.00",,"86","95","77",,,,,,,,,,,,,,,
"USW00012970","SAN ANTONIO STINSON MUNICIPAL AIRPORT, TX US","2003-06-27","6.49","0.00",,"83","89","76",,,,,,,,,,,,,,,
"USW00012970","SAN ANTONIO STINSON MUNICIPAL AIRPORT, TX US","2003-06-28","3.58","0.00",,"84","93","74",,,,,,,,,,,,"    1",,,
"USW00012970","SAN ANTONIO STINSON MUNICIPAL AIRPORT, TX US","2003-06-29","6.04","0.00",,"84","93","74",,,,,,,,,,,,,,,
"USW00012970","SAN ANTONIO STINSON MUNICIPAL AIRPORT, TX US","2003-06-30","4.92","0.00",,"86","96","76",,,,,,,,,,,,,,,
"USW00012970","SAN ANTONIO STINSON MUNICIPAL AIRPORT, TX US","2003-07-01","3.36","0.00",,"83","94","72",,,,,,,,,,,,"    1",,,
"USW00012970","SAN ANTONIO STINSON MUNICIPAL AIRPORT, TX US","2003-07-02","3.80","0.00",,"84","93","74",,,,,,,,,,,,"    1",,,
"USW00012970","SAN ANTONIO STINSON MUNICIPAL AIRPORT, TX US","2003-07-03","4.70","0.00",,"82","91","73",,,,,,,,,,,,"    1",,,
"USW00012970","SAN ANTONIO STINSON MUNICIPAL AIRPORT, TX US","2003-07-04","5.14","0.23",,"78","84","72",,"    1",,"    1",,,,,,,"    1","    1",,,
"USW00012970","SAN ANTONIO STINSON MUNICIPAL AIRPORT, TX US","2003-07-05","6.93","1.78",,"77","83","70",,"    1",,"    1",,,,,,,"    1","    1",,,
"USW00012970","SAN ANTONIO STINSON MUNICIPAL AIRPORT, TX US","2003-07-06","9.17","0.20",,"83","90","75",,"    1",,,,,,,,,"    1","    1",,,
"USW00012970","SAN ANTONIO STINSON MUNICIPAL AIRPORT, TX US","2003-07-07","8.05","0.00",,"82","90","74",,"    1",,,,,,,,,"    1","    1",,,
"USW00012970","SAN ANTONIO STINSON MUNICIPAL AIRPORT, TX US","2003-07-08","5.14","0.39",,"77","80","73",,"    1",,"    1",,,,,,,"    1","    1",,,
"USW00012970","SAN ANTONIO STINSON MUNICIPAL AIRPORT, TX US","2003-07-09","6.26","0.00",,"82","89","75",,"    1",,,,,,,,,"    1",,,,
"USW00012970","SAN ANTONIO STINSON MUNICIPAL AIRPORT, TX US","2003-07-10","6.71","0.00",,"84","91","76",,,,,,,,,,,,,,,
"USW00012970","SAN ANTONIO STINSON MUNICIPAL AIRPORT, TX US","2003-07-11","4.25","0.00",,"84","93","74",,"    1",,,,,,,,,"    1",,,,
"USW00012970","SAN ANTONIO STINSON MUNICIPAL AIRPORT, TX US","2003-07-12","3.58","0.00",,"83","93","73",,,,,,,,,,,,,,,
"USW00012970","SAN ANTONIO STINSON MUNICIPAL AIRPORT, TX US","2003-07-13","3.80","0.00",,"82","92","72",,,,,,,,,,,,,,,
"USW00012970","SAN ANTONIO STINSON MUNICIPAL AIRPORT, TX US","2003-07-14","2.91","0.00",,"83","94","72",,,,,,,,,,,,,,,
"USW00012970","SAN ANTONIO STINSON MUNICIPAL AIRPORT, TX US","2003-07-15","15.21","1.29",,"80","87","73",,"    1",,,,,,,,,"    1","    1",,,
"USW00012970","SAN ANTONIO STINSON MUNICIPAL AIRPORT, TX US","2003-07-16","10.51","0.25",,"79","84","73",,"    1",,"    1",,,,,,,"    1","    1",,,
"USW00012970","SAN ANTONIO STINSON MUNICIPAL AIRPORT, TX US","2003-07-17","5.59","0.00",,"83","90","75",,"    1",,,,,,,,,"    1","    1",,,
"USW00012970","SAN ANTONIO STINSON MUNICIPAL AIRPORT, TX US","2003-07-18","3.36","0.00",,"81","91","71",,,,,,,,,,,,,,,
"USW00012970","SAN ANTONIO STINSON MUNICIPAL AIRPORT, TX US","2003-07-19","4.03","0.00",,"81","90","72",,,,,,,,,,,,,,,
"USW00012970","SAN ANTONIO STINSON MUNICIPAL AIRPORT, TX US","2003-07-20","5.14","0.00",,"82","90","73",,,,,,,,,,,,,,,
"USW00012970","SAN ANTONIO STINSON MUNICIPAL AIRPORT, TX US","2003-07-21","6.49","0.00",,"83","92","73",,,,,,,,,,,,,,,
"USW00012970","SAN ANTONIO STINSON MUNICIPAL AIRPORT, TX US","2003-07-22","5.82","0.00",,"84","93","75",,,,,,,,,,,,,,,
"USW00012970","SAN ANTONIO STINSON MUNICIPAL AIRPORT, TX US","2003-07-23","4.47","0.00",,"85","92","77",,,,"    1",,,,,,,,"    1",,,
"USW00012970","SAN ANTONIO STINSON MUNICIPAL AIRPORT, TX US","2003-07-24","5.59","0.00",,"85","93","76",,"    1",,,,,,,,,"    1",,,,
"USW00012970","SAN ANTONIO STINSON MUNICIPAL AIRPORT, TX US","2003-07-25","8.28","0.00",,"84","92","76",,,,,,,,,,,,,,,
"USW00012970","SAN ANTONIO STINSON MUNICIPAL AIRPORT, TX US","2003-07-26","8.50","0.00",,"84","92","75",,,,,,,,,,,,,,,
"USW00012970","SAN ANTONIO STINSON MUNICIPAL AIRPORT, TX US","2003-07-27","5.82","0.49",,"83","92","73",,"    1",,,,,,,,,"    1","    1",,,
"USW00012970","SAN ANTONIO STINSON MUNICIPAL AIRPORT, TX US","2003-07-28","4.25","0.00",,"81","89","72",,"    1",,,,,,,,,"    1","    1",,,
"USW00012970","SAN ANTONIO STINSON MUNICIPAL AIRPORT, TX US","2003-07-29","4.25","0.00",,"82","92","72",,"    1",,,,,,,,,"    1",,,,
"USW00012970","SAN ANTONIO STINSON MUNICIPAL AIRPORT, TX US","2003-07-30","5.14","0.00",,"84","94","73",,"    1",,,,,,,,,"    1",,,,
"USW00012970","SAN ANTONIO STINSON MUNICIPAL AIRPORT, TX US","2003-07-31","4.92","0.00",,"84","93","74",,"    1",,,,,,,,,"    1",,,,
"USW00012970","SAN ANTONIO STINSON MUNICIPAL AIRPORT, TX US","2003-08-01","6.93","0.00",,"85","94","75",,"    1",,,,,,,,,"    1",,,,
"USW00012970","SAN ANTONIO STINSON MUNICIPAL AIRPORT, TX US","2003-08-02","6.71","0.00",,"85","95","75",,,,,,,,,,,,,,,
"USW00012970","SAN ANTONIO STINSON MUNICIPAL AIRPORT, TX US","2003-08-03","6.93","0.00",,"84","93","74",,,,,,,,,,,,,,,
"USW00012970","SAN ANTONIO STINSON MUNICIPAL AIRPORT, TX US","2003-08-04","8.28","0.00",,"84","94","74",,,,,,,,,,,,,,,
"USW00012970","SAN ANTONIO STINSON MUNICIPAL AIRPORT, TX US","2003-08-05","7.38","0.00",,"84","94","74",,,,,,,,,,,,,,,
"USW00012970","SAN ANTONIO STINSON MUNICIPAL AIRPORT, TX US","2003-08-06","3.58","0.00",,"84","96","72",,"    1",,,,,,,,,"    1",,,,
"USW00012970","SAN ANTONIO STINSON MUNICIPAL AIRPORT, TX US","2003-08-07","3.36","0.00",,"87","101","73",,,,,,,,,,,,,,,
"USW00012970","SAN ANTONIO STINSON MUNICIPAL AIRPORT, TX US","2003-08-08","4.70","0.00",,"89","102","75",,,,"    1",,,,,,,,"    1",,,
"USW00012970","SAN ANTONIO STINSON MUNICIPAL AIRPORT, TX US","2003-08-09","5.14","0.00",,"88","102","74",,,,,,,,,,,,"    1",,,
"USW00012970","SAN ANTONIO STINSON MUNICIPAL AIRPORT, TX US","2003-08-10","5.14","0.01",,"86","94","77",,,,,,,,,,,,"    1",,,
"USW00012970","SAN ANTONIO STINSON MUNICIPAL AIRPORT, TX US","2003-08-11","5.82","0.56",,"83","95","70",,"    1",,"    1",,,,,,,"    1","    1",,,
"USW00012970","SAN ANTONIO STINSON MUNICIPAL AIRPORT, TX US","2003-08-12","8.05","0.15",,"79","88","69",,"    1",,"    1",,,,,,,"    1","    1",,,
"USW00012970","SAN ANTONIO STINSON MUNICIPAL AIRPORT, TX US","2003-08-13","7.16","0.00",,"80","89","70",,,,,,,,,,,,,,,
"USW00012970","SAN ANTONIO STINSON MUNICIPAL AIRPORT, TX US","2003-08-14","5.37","0.00",,"75","80","70",,,,,,,,,,,,"    1",,,
"USW00012970","SAN ANTONIO STINSON MUNICIPAL AIRPORT, TX US","2003-08-15","7.38","0.00",,"83","94","71",,,,,,,,,,,,,,,
"USW00012970","SAN ANTONIO STINSON MUNICIPAL AIRPORT, TX US","2003-08-16","7.61","0.01",,"85","94","75",,"    1",,"    1",,,,,,,"    1","    1",,,
"USW00012970","SAN ANTONIO STINSON MUNICIPAL AIRPORT, TX US","2003-08-17","3.36","0.00",,"82","94","70",,"    1",,,,,,,,,"    1",,,,
"USW00012970","SAN ANTONIO STINSON MUNICIPAL AIRPORT, TX US","2003-08-18","5.37","0.00",,"85","97","72",,,,,,,,,,,,,,,
"USW00012970","SAN ANTONIO STINSON MUNICIPAL AIRPORT, TX US","2003-08-19","7.38","0.00",,"85","97","73",,,,,,,,,,,,,,,
"USW00012970","SAN ANTONIO STINSON MUNICIPAL AIRPORT, TX US","2003-08-20","5.82","0.00",,"86","97","75",,,,,,,,,,,,,,,
"USW00012970","SAN ANTONIO STINSON MUNICIPAL AIRPORT, TX US","2003-08-21","6.04","0.00",,"85","95","75",,,,,,,,,,,,,,,
"USW00012970","SAN ANTONIO STINSON MUNICIPAL AIRPORT, TX US","2003-08-22","4.92","0.00",,"82","93","70",,,,,,,,,,,,"    1",,,
"USW00012970","SAN ANTONIO STINSON MUNICIPAL AIRPORT, TX US","2003-08-23","2.91","0.00",,"80","88","72",,,,,,,,,,,,,,,
"USW00012970","SAN ANTONIO STINSON MUNICIPAL AIRPORT, TX US","2003-08-24","3.58","0.00",,"83","95","71",,,,,,,,,,,,,,,
"USW00012970","SAN ANTONIO STINSON MUNICIPAL AIRPORT, TX US","2003-08-25","4.47","0.00",,"85","97","72",,,,,,,,,,,,,,,
"USW00012970","SAN ANTONIO STINSON MUNICIPAL AIRPORT, TX US","2003-08-26","4.70","0.00",,"86","96","75",,,,,,,,,,,,,,,
"USW00012970","SAN ANTONIO STINSON MUNICIPAL AIRPORT, TX US","2003-08-27","5.59","0.00",,"85","97","73",,,,,,,,,,,,,,,
"USW00012970","SAN ANTONIO STINSON MUNICIPAL AIRPORT, TX US","2003-08-28","7.61","0.00",,"86","97","75",,,,,,,,,,,,,,,
"USW00012970","SAN ANTONIO STINSON MUNICIPAL AIRPORT, TX US","2003-08-29","6.04","0.00",,"87","97","76",,,,,,,,,,,,,,,
"USW00012970","SAN ANTONIO STINSON MUNICIPAL AIRPORT, TX US","2003-08-30","5.37","0.00",,"87","98","75",,,,,,,,,,,,,,,
"USW00012970","SAN ANTONIO STINSON MUNICIPAL AIRPORT, TX US","2003-08-31","6.49","0.92",,"84","94","74",,"    1","    1","    1",,,,,,,"    1","    1",,,
"USW00012970","SAN ANTONIO STINSON MUNICIPAL AIRPORT, TX US","2003-09-01","4.25","0.01",,"83","90","75",,,,,,,,,,,,"    1",,,
"USW00012970","SAN ANTONIO STINSON MUNICIPAL AIRPORT, TX US","2003-09-02","4.03","0.02",,"81","88","73",,"    1",,,,,,,,,"    1","    1",,,
"USW00012970","SAN ANTONIO STINSON MUNICIPAL AIRPORT, TX US","2003-09-03","2.24","0.36",,"79","85","73",,"    1",,,,,,,,,"    1","    1",,,
"USW00012970","SAN ANTONIO STINSON MUNICIPAL AIRPORT, TX US","2003-09-04","3.58","0.00",,"82","91","73",,,,,,,,,,,,,,,
"USW00012970","SAN ANTONIO STINSON MUNICIPAL AIRPORT, TX US","2003-09-05","3.58","0.46",,"79","87","71",,"    1",,,,,,,,,"    1","    1",,,
"USW00012970","SAN ANTONIO STINSON MUNICIPAL AIRPORT, TX US","2003-09-06","2.91","0.00",,"80","90","69",,"    1",,,,,,,,,"    1",,,,
"USW00012970","SAN ANTONIO STINSON MUNICIPAL AIRPORT, TX US","2003-09-07","2.68","0.00",,"77","88","66",,"    1",,,,,,,,,"    1",,,,
"USW00012970","SAN ANTONIO STINSON MUNICIPAL AIRPORT, TX US","2003-09-08","5.14","0.00",,"79","89","68",,"    1",,,,,,,,,"    1",,,,
"USW00012970","SAN ANTONIO STINSON MUNICIPAL AIRPORT, TX US","2003-09-09","6.49","0.00",,"82","92","72",,,,,,,,,,,,,,,
"USW00012970","SAN ANTONIO STINSON MUNICIPAL AIRPORT, TX US","2003-09-10","9.62","0.00",,"86","94","77",,,,,,,,,,,,,,,
"USW00012970","SAN ANTONIO STINSON MUNICIPAL AIRPORT, TX US","2003-09-11","8.28","0.99",,"80","91","68",,"    1",,"    1",,,,,,,"    1","    1",,,
"USW00012970","SAN ANTONIO STINSON MUNICIPAL AIRPORT, TX US","2003-09-12","5.82","0.40",,"77","85","68",,"    1",,"    1",,,,,,,"    1","    1",,,
"USW00012970","SAN ANTONIO STINSON MUNICIPAL AIRPORT, TX US","2003-09-13","4.92","0.00",,"76","89","63",,,,,,,,,,,,,,,
"USW00012970","SAN ANTONIO STINSON MUNICIPAL AIRPORT, TX US","2003-09-14","8.72","0.00",,"79","87","70",,,,,,,,,,,,"    1",,,
"USW00012970","SAN ANTONIO STINSON MUNICIPAL AIRPORT, TX US","2003-09-15","6.71","0.00",,"78","88","67",,,,,,,,,,,,,,,
"USW00012970","SAN ANTONIO STINSON MUNICIPAL AIRPORT, TX US","2003-09-16","5.82","0.00",,"78","89","67",,"    1","    1",,,,,,,,"    1",,,,
"USW00012970","SAN ANTONIO STINSON MUNICIPAL AIRPORT, TX US","2003-09-17","7.38","0.06",,"80","88","72",,,,,,,,,,,,"    1",,,
"USW00012970","SAN ANTONIO STINSON MUNICIPAL AIRPORT, TX US","2003-09-18","8.50","2.66",,"75","80","69",,"    1","    1",,,,,,,,"    1","    1",,,
"USW00012970","SAN ANTONIO STINSON MUNICIPAL AIRPORT, TX US","2003-09-19","7.16","0.00",,"74","81","66",,,,,,,,,,,,,,,
"USW00012970","SAN ANTONIO STINSON MUNICIPAL AIRPORT, TX US","2003-09-20","7.38","1.69",,"71","74","68",,"    1",,,,,,,,,"    1","    1",,,
"USW00012970","SAN ANTONIO STINSON MUNICIPAL AIRPORT, TX US","2003-09-21","5.82","0.43",,"70","73","67",,"    1",,,,,,,,,"    1","    1",,,
"USW00012970","SAN ANTONIO STINSON MUNICIPAL AIRPORT, TX US","2003-09-22","4.25","0.00",,"75","86","63",,"    1",,,,,,,,,"    1",,,,
"USW00012970","SAN ANTONIO STINSON MUNICIPAL AIRPORT, TX US","2003-09-23","3.58","0.00",,"74","85","62",,"    1",,,,,,"    1",,,"    1",,,,
"USW00012970","SAN ANTONIO STINSON MUNICIPAL AIRPORT, TX US","2003-09-24","4.70","0.00",,"76","85","66",,"    1",,,,,,"    1",,,"    1",,,,
"USW00012970","SAN ANTONIO STINSON MUNICIPAL AIRPORT, TX US","2003-09-25","5.82","0.01",,"79","87","71",,,,,,,,,,,,"    1",,,
"USW00012970","SAN ANTONIO STINSON MUNICIPAL AIRPORT, TX US","2003-09-26","5.37","0.11",,"77","84","70",,"    1",,,,,,,,,"    1","    1",,,
"USW00012970","SAN ANTONIO STINSON MUNICIPAL AIRPORT, TX US","2003-09-27","3.36","0.00",,"78","88","68",,"    1",,,,,,,,,"    1",,,,
"USW00012970","SAN ANTONIO STINSON MUNICIPAL AIRPORT, TX US","2003-09-28","8.05","0.00",,"74","86","61",,,,,,,,,,,,,,,
"USW00012970","SAN ANTONIO STINSON MUNICIPAL AIRPORT, TX US","2003-09-29","5.59","0.00",,"71","82","60",,,,,,,,,,,,,,,
"USW00012970","SAN ANTONIO STINSON MUNICIPAL AIRPORT, TX US","2003-09-30","3.58","0.00",,"69","82","56",,,,,,,,,,,,,,,
"USW00012970","SAN ANTONIO STINSON MUNICIPAL AIRPORT, TX US","2003-10-01","4.03","0.00",,"68","82","54",,,,,,,,,,,,,,,
"USW00012970","SAN ANTONIO STINSON MUNICIPAL AIRPORT, TX US","2003-10-02","4.47","0.00",,"68","80","56",,,,,,,,,,,,,,,
"USW00012970","SAN ANTONIO STINSON MUNICIPAL AIRPORT, TX US","2003-10-03","4.92","0.00",,"68","81","55",,"    1",,,,,,,,,"    1",,,,
"USW00012970","SAN ANTONIO STINSON MUNICIPAL AIRPORT, TX US","2003-10-04","4.03","0.00",,"73","84","61",,"    1",,,,,,,,,"    1",,,,
"USW00012970","SAN ANTONIO STINSON MUNICIPAL AIRPORT, TX US","2003-10-05","4.03","0.00",,"77","86","67",,"    1",,,,,,,,,"    1",,,,
"USW00012970","SAN ANTONIO STINSON MUNICIPAL AIRPORT, TX US","2003-10-06","5.59","0.01",,"79","87","70",,"    1",,,,,,,,,"    1","    1",,,
"USW00012970","SAN ANTONIO STINSON MUNICIPAL AIRPORT, TX US","2003-10-07","5.59","0.00",,"77","85","68",,,,,,,,,,,,,,,
"USW00012970","SAN ANTONIO STINSON MUNICIPAL AIRPORT, TX US","2003-10-08","6.93","0.38",,"77","83","71",,"    1",,,,,,,,,"    1","    1",,,
"USW00012970","SAN ANTONIO STINSON MUNICIPAL AIRPORT, TX US","2003-10-09","6.26","0.20",,"81","88","73",,"    1",,,,,,,,,"    1","    1",,,
"USW00012970","SAN ANTONIO STINSON MUNICIPAL AIRPORT, TX US","2003-10-10","8.50","0.18",,"75","78","71",,"    1",,,,,,,,,"    1","    1",,,
"USW00012970","SAN ANTONIO STINSON MUNICIPAL AIRPORT, TX US","2003-10-11","6.93","0.35",,"74","76","71",,"    1",,,,,,,,,"    1","    1",,,
"USW00012970","SAN ANTONIO STINSON MUNICIPAL AIRPORT, TX US","2003-10-12","5.82","0.32",,"72","77","67",,"    1",,,,,,,,,"    1","    1",,,
"USW00012970","SAN ANTONIO STINSON MUNICIPAL AIRPORT, TX US","2003-10-13","2.24","0.09",,"74","79","68",,"    1",,,,,,,,,"    1","    1",,,
"USW00012970","SAN ANTONIO STINSON MUNICIPAL AIRPORT, TX US","2003-10-14","9.17","0.00",,"70","81","59",,"    1",,,,,,,,,"    1",,,,
"USW00012970","SAN ANTONIO STINSON MUNICIPAL AIRPORT, TX US","2003-10-15","4.03","0.00",,"65","79","50",,,,,,,,,,,,,,,
"USW00012970","SAN ANTONIO STINSON MUNICIPAL AIRPORT, TX US","2003-10-16","2.91","0.00",,"71","84","58",,"    1",,,,,,,,,"    1",,,,
"USW00012970","SAN ANTONIO STINSON MUNICIPAL AIRPORT, TX US","2003-10-17","5.59","0.00",,"74","85","63",,"    1",,,,,,,,,"    1","    1",,,
"USW00012970","SAN ANTONIO STINSON MUNICIPAL AIRPORT, TX US","2003-10-18","4.03","0.00",,"68","81","55",,,,,,,,,,,,,,,
"USW00012970","SAN ANTONIO STINSON MUNICIPAL AIRPORT, TX US","2003-10-19","1.34","0.00",,"67","82","52",,,,,,,,,,,,,,,
